instName, numOfJobs, numOfThreads, timeLimit, timeCost, feasible, optimal, numOfNodes, globalUB, globalLB, gap,timeOnModel, timeOnOptimize, numOfVariables, numOfConstraints
L_00000237,50,1 , 3600.0,1.174 , true, true,402.0,1357, 1357, 0.000 , 0.005, 1.169,2601, 251
L_00000238,50,1 , 3600.0,0.996 , true, true,22.0,1361, 1361, 0.000 , 0.005, 0.991,2601, 251
L_00000239,50,1 , 3600.0,1.001 , true, true,15.0,1480, 1480, 0.000 , 0.004, 0.997,2601, 251
L_00000240,50,1 , 3600.0,0.891 , true, true,15.0,1492, 1492, 0.000 , 0.005, 0.886,2601, 251
L_00000241,50,1 , 3600.0,1.128 , true, true,15.0,1469, 1469, 0.000 , 0.005, 1.123,2601, 251
L_00000242,50,1 , 3600.0,0.982 , true, true,15.0,1393, 1393, 0.000 , 0.004, 0.978,2601, 251
L_00000243,50,1 , 3600.0,1.013 , true, true,15.0,1484, 1484, 0.000 , 0.005, 1.008,2601, 251
L_00000244,50,1 , 3600.0,2.512 , true, true,112.0,1355, 1355, 0.000 , 0.004, 2.508,2601, 251
L_00000245,50,1 , 3600.0,2.082 , true, true,57.0,1436, 1436, 0.000 , 0.005, 2.077,2601, 251
L_00000246,50,1 , 3600.0,0.916 , true, true,1.0,1518, 1518, 0.000 , 0.006, 0.910,2601, 251
L_00000247,50,1 , 3600.0,5.521 , true, true,278.0,1554, 1554, 0.000 , 0.005, 5.516,2601, 251
L_00000248,50,1 , 3600.0,0.892 , true, true,15.0,1491, 1491, 0.000 , 0.005, 0.887,2601, 251
L_00000249,50,1 , 3600.0,0.706 , true, true,15.0,1448, 1448, 0.000 , 0.004, 0.702,2601, 251
L_00000250,60,1 , 3600.0,2.583 , true, true,34.0,1891, 1891, 0.000 , 0.007, 2.576,3721, 301
L_00000251,60,1 , 3600.0,1.414 , true, true,17.0,1618, 1618, 0.000 , 0.006, 1.408,3721, 301
L_00000252,60,1 , 3600.0,2.252 , true, true,35.0,1653, 1653, 0.000 , 0.008, 2.244,3721, 301
L_00000253,60,1 , 3600.0,2.939 , true, true,47.0,1575, 1575, 0.000 , 0.006, 2.933,3721, 301
L_00000254,60,1 , 3600.0,1.597 , true, true,22.0,1937, 1937, 0.000 , 0.009, 1.588,3721, 301
L_00000255,60,1 , 3600.0,2.039 , true, true,24.0,1631, 1631, 0.000 , 0.006, 2.033,3721, 301
L_00000256,60,1 , 3600.0,2.418 , true, true,25.0,1647, 1647, 0.000 , 0.007, 2.411,3721, 301
L_00000257,60,1 , 3600.0,2.230 , true, true,29.0,1797, 1797, 0.000 , 0.008, 2.222,3721, 301
L_00000258,60,1 , 3600.0,1.626 , true, true,17.0,1635, 1635, 0.000 , 0.007, 1.619,3721, 301
L_00000259,60,1 , 3600.0,1.622 , true, true,15.0,1499, 1499, 0.000 , 0.007, 1.615,3721, 301
L_00000260,60,1 , 3600.0,4.948 , true, true,65.0,1670, 1670, 0.000 , 0.008, 4.940,3721, 301
L_00000261,60,1 , 3600.0,18.695 , true, true,304.0,1793, 1793, 0.000 , 0.009, 18.686,3721, 301
L_00000262,60,1 , 3600.0,1.397 , true, true,17.0,1672, 1672, 0.000 , 0.006, 1.391,3721, 301
L_00000263,60,1 , 3600.0,3.725 , true, true,52.0,1614, 1614, 0.000 , 0.006, 3.719,3721, 301
L_00000264,60,1 , 3600.0,1.198 , true, true,17.0,1637, 1637, 0.000 , 0.006, 1.192,3721, 301
L_00000265,60,1 , 3600.0,5.339 , true, true,77.0,1813, 1813, 0.000 , 0.009, 5.330,3721, 301
L_00000266,60,1 , 3600.0,2.285 , true, true,22.0,1859, 1859, 0.000 , 0.007, 2.278,3721, 301
L_00000267,60,1 , 3600.0,2.363 , true, true,35.0,1615, 1615, 0.000 , 0.008, 2.355,3721, 301
L_00000268,60,1 , 3600.0,1.680 , true, true,17.0,1727, 1727, 0.000 , 0.006, 1.674,3721, 301
L_00000269,60,1 , 3600.0,4.491 , true, true,69.0,1794, 1794, 0.000 , 0.009, 4.482,3721, 301
L_00000270,60,1 , 3600.0,3.099 , true, true,39.0,1552, 1552, 0.000 , 0.006, 3.093,3721, 301
L_00000271,60,1 , 3600.0,2.701 , true, true,34.0,1559, 1559, 0.000 , 0.006, 2.695,3721, 301
L_00000272,60,1 , 3600.0,1.350 , true, true,17.0,1698, 1698, 0.000 , 0.007, 1.343,3721, 301
L_00000273,60,1 , 3600.0,4.561 , true, true,170.0,1833, 1833, 0.000 , 0.007, 4.554,3721, 301
L_00000274,60,1 , 3600.0,34.991 , true, true,710.0,1566, 1566, 0.000 , 0.009, 34.982,3721, 301
L_00000275,60,1 , 3600.0,1.415 , true, true,26.0,1721, 1721, 0.000 , 0.011, 1.404,3721, 301
L_00000276,60,1 , 3600.0,15.371 , true, true,517.0,1794, 1794, 0.000 , 0.008, 15.363,3721, 301
L_00000277,60,1 , 3600.0,2.995 , true, true,31.0,1847, 1847, 0.000 , 0.006, 2.989,3721, 301
L_00000278,60,1 , 3600.0,2.133 , true, true,15.0,1462, 1462, 0.000 , 0.008, 2.125,3721, 301
L_00000279,60,1 , 3600.0,2.197 , true, true,39.0,1647, 1647, 0.000 , 0.006, 2.191,3721, 301
L_00000280,60,1 , 3600.0,1.361 , true, true,17.0,1647, 1647, 0.000 , 0.006, 1.355,3721, 301
L_00000281,60,1 , 3600.0,1.662 , true, true,17.0,1657, 1657, 0.000 , 0.008, 1.654,3721, 301
L_00000282,60,1 , 3600.0,1.550 , true, true,25.0,1614, 1614, 0.000 , 0.006, 1.544,3721, 301
L_00000283,60,1 , 3600.0,3.137 , true, true,61.0,1884, 1884, 0.000 , 0.008, 3.129,3721, 301
L_00000284,60,1 , 3600.0,7.222 , true, true,132.0,1774, 1774, 0.000 , 0.010, 7.212,3721, 301
L_00000285,60,1 , 3600.0,3.168 , true, true,53.0,1585, 1585, 0.000 , 0.028, 3.140,3721, 301
L_00000286,60,1 , 3600.0,2.291 , true, true,23.0,1782, 1782, 0.000 , 0.006, 2.285,3721, 301
L_00000287,60,1 , 3600.0,1.416 , true, true,29.0,1618, 1618, 0.000 , 0.006, 1.410,3721, 301
L_00000288,60,1 , 3600.0,1.518 , true, true,17.0,1629, 1629, 0.000 , 0.007, 1.511,3721, 301
L_00000289,60,1 , 3600.0,3.768 , true, true,82.0,1578, 1578, 0.000 , 0.007, 3.761,3721, 301
L_00000290,60,1 , 3600.0,1.809 , true, true,79.0,1625, 1625, 0.000 , 0.006, 1.803,3721, 301
L_00000291,60,1 , 3600.0,1.368 , true, true,19.0,1832, 1832, 0.000 , 0.005, 1.363,3721, 301
L_00000292,60,1 , 3600.0,1.346 , true, true,25.0,1773, 1773, 0.000 , 0.006, 1.340,3721, 301
L_00000293,60,1 , 3600.0,1.932 , true, true,17.0,1674, 1674, 0.000 , 0.006, 1.926,3721, 301
L_00000294,60,1 , 3600.0,2.899 , true, true,49.0,1668, 1668, 0.000 , 0.009, 2.890,3721, 301
L_00000295,60,1 , 3600.0,2.038 , true, true,27.0,1706, 1706, 0.000 , 0.006, 2.032,3721, 301
L_00000296,60,1 , 3600.0,2.345 , true, true,31.0,1443, 1443, 0.000 , 0.008, 2.337,3721, 301
L_00000297,60,1 , 3600.0,1.993 , true, true,40.0,1721, 1721, 0.000 , 0.007, 1.986,3721, 301
L_00000298,60,1 , 3600.0,2.585 , true, true,29.0,1831, 1831, 0.000 , 0.008, 2.577,3721, 301
L_00000299,60,1 , 3600.0,1.253 , true, true,17.0,1726, 1726, 0.000 , 0.009, 1.244,3721, 301
L_00000300,70,1 , 3600.0,5.431 , true, true,70.0,1814, 1814, 0.000 , 0.008, 5.423,5041, 351
L_00000301,70,1 , 3600.0,5.349 , true, true,56.0,2075, 2075, 0.000 , 0.008, 5.341,5041, 351
L_00000302,70,1 , 3600.0,2.223 , true, true,26.0,1940, 1940, 0.000 , 0.008, 2.215,5041, 351
L_00000303,70,1 , 3600.0,91.440 , true, true,1096.0,1993, 1993, 0.000 , 0.008, 91.432,5041, 351
L_00000304,70,1 , 3600.0,4.437 , true, true,51.0,2048, 2048, 0.000 , 0.008, 4.429,5041, 351
L_00000305,70,1 , 3600.0,7.483 , true, true,52.0,1879, 1879, 0.000 , 0.008, 7.475,5041, 351
L_00000306,70,1 , 3600.0,3.860 , true, true,47.0,1918, 1918, 0.000 , 0.010, 3.850,5041, 351
L_00000307,70,1 , 3600.0,3.986 , true, true,51.0,2159, 2159, 0.000 , 0.008, 3.978,5041, 351
L_00000308,70,1 , 3600.0,7.231 , true, true,76.0,1880, 1880, 0.000 , 0.008, 7.223,5041, 351
L_00000309,70,1 , 3600.0,4.341 , true, true,26.0,1945, 1945, 0.000 , 0.008, 4.333,5041, 351
L_00000310,70,1 , 3600.0,3.243 , true, true,21.0,1999, 1999, 0.000 , 0.009, 3.234,5041, 351
L_00000311,70,1 , 3600.0,12.941 , true, true,193.0,2095, 2095, 0.000 , 0.008, 12.933,5041, 351
L_00000312,70,1 , 3600.0,4.477 , true, true,70.0,1855, 1855, 0.000 , 0.009, 4.468,5041, 351
L_00000313,70,1 , 3600.0,5.735 , true, true,65.0,1865, 1865, 0.000 , 0.008, 5.727,5041, 351
L_00000314,70,1 , 3600.0,2.491 , true, true,25.0,1656, 1656, 0.000 , 0.008, 2.483,5041, 351
L_00000315,70,1 , 3600.0,2.963 , true, true,19.0,1792, 1792, 0.000 , 0.011, 2.952,5041, 351
L_00000316,70,1 , 3600.0,3.083 , true, true,27.0,1939, 1939, 0.000 , 0.008, 3.075,5041, 351
L_00000317,70,1 , 3600.0,58.005 , true, true,1809.0,1995, 1995, 0.000 , 0.012, 57.993,5041, 351
L_00000318,70,1 , 3600.0,9.123 , true, true,77.0,2308, 2308, 0.000 , 0.014, 9.109,5041, 351
L_00000319,70,1 , 3600.0,2.935 , true, true,17.0,1734, 1734, 0.000 , 0.007, 2.928,5041, 351
L_00000320,70,1 , 3600.0,5.174 , true, true,43.0,1861, 1861, 0.000 , 0.009, 5.165,5041, 351
L_00000321,70,1 , 3600.0,3.733 , true, true,27.0,1923, 1923, 0.000 , 0.011, 3.722,5041, 351
L_00000322,70,1 , 3600.0,4.525 , true, true,97.0,2074, 2074, 0.000 , 0.008, 4.517,5041, 351
L_00000323,70,1 , 3600.0,3.212 , true, true,21.0,2013, 2013, 0.000 , 0.008, 3.204,5041, 351
L_00000324,70,1 , 3600.0,10.707 , true, true,65.0,2047, 2047, 0.000 , 0.010, 10.697,5041, 351
L_00000325,70,1 , 3600.0,3.571 , true, true,41.0,1840, 1840, 0.000 , 0.009, 3.562,5041, 351
L_00000326,70,1 , 3600.0,3.182 , true, true,31.0,1942, 1942, 0.000 , 0.010, 3.172,5041, 351
L_00000327,70,1 , 3600.0,48.732 , true, true,920.0,1554, 1554, 0.000 , 0.010, 48.722,5041, 351
L_00000328,70,1 , 3600.0,3.710 , true, true,49.0,1824, 1824, 0.000 , 0.012, 3.698,5041, 351
L_00000329,70,1 , 3600.0,9.316 , true, true,84.0,1805, 1805, 0.000 , 0.008, 9.308,5041, 351
L_00000330,70,1 , 3600.0,4.134 , true, true,27.0,1988, 1988, 0.000 , 0.009, 4.125,5041, 351
L_00000331,70,1 , 3600.0,15.225 , true, true,181.0,1795, 1795, 0.000 , 0.008, 15.217,5041, 351
L_00000332,70,1 , 3600.0,62.296 , true, true,1364.0,1771, 1771, 0.000 , 0.008, 62.288,5041, 351
L_00000333,70,1 , 3600.0,6.471 , true, true,57.0,2000, 2000, 0.000 , 0.009, 6.462,5041, 351
L_00000334,70,1 , 3600.0,4.598 , true, true,23.0,2350, 2350, 0.000 , 0.009, 4.589,5041, 351
L_00000335,70,1 , 3600.0,33.147 , true, true,360.0,1796, 1796, 0.000 , 0.011, 33.136,5041, 351
L_00000336,70,1 , 3600.0,12.683 , true, true,227.0,1988, 1988, 0.000 , 0.015, 12.668,5041, 351
L_00000337,70,1 , 3600.0,22.248 , true, true,539.0,1960, 1960, 0.000 , 0.008, 22.240,5041, 351
L_00000338,70,1 , 3600.0,2.912 , true, true,24.0,1834, 1834, 0.000 , 0.008, 2.904,5041, 351
L_00000339,70,1 , 3600.0,9.050 , true, true,81.0,2083, 2083, 0.000 , 0.008, 9.042,5041, 351
L_00000340,70,1 , 3600.0,6.075 , true, true,63.0,1921, 1921, 0.000 , 0.008, 6.067,5041, 351
L_00000341,70,1 , 3600.0,7.265 , true, true,61.0,1854, 1854, 0.000 , 0.008, 7.257,5041, 351
L_00000342,70,1 , 3600.0,2.426 , true, true,21.0,2159, 2159, 0.000 , 0.008, 2.418,5041, 351
L_00000343,70,1 , 3600.0,3.141 , true, true,19.0,1935, 1935, 0.000 , 0.009, 3.132,5041, 351
L_00000344,70,1 , 3600.0,4.802 , true, true,154.0,2263, 2263, 0.000 , 0.008, 4.794,5041, 351
L_00000345,70,1 , 3600.0,3.733 , true, true,25.0,1719, 1719, 0.000 , 0.010, 3.723,5041, 351
L_00000346,70,1 , 3600.0,11.281 , true, true,337.0,1946, 1946, 0.000 , 0.008, 11.273,5041, 351
L_00000347,70,1 , 3600.0,3.275 , true, true,19.0,1819, 1819, 0.000 , 0.008, 3.267,5041, 351
L_00000348,70,1 , 3600.0,1.825 , true, true,17.0,1676, 1676, 0.000 , 0.008, 1.817,5041, 351
L_00000349,70,1 , 3600.0,3.211 , true, true,25.0,1710, 1710, 0.000 , 0.012, 3.199,5041, 351
L_00000350,80,1 , 3600.0,10.405 , true, true,163.0,2063, 2063, 0.000 , 0.010, 10.395,6561, 401
L_00000351,80,1 , 3600.0,13.269 , true, true,105.0,2123, 2123, 0.000 , 0.013, 13.256,6561, 401
L_00000352,80,1 , 3600.0,42.588 , true, true,370.0,2224, 2224, 0.000 , 0.011, 42.577,6561, 401
L_00000353,80,1 , 3600.0,21.528 , true, true,117.0,2076, 2076, 0.000 , 0.010, 21.518,6561, 401
L_00000354,80,1 , 3600.0,4.216 , true, true,23.0,2399, 2399, 0.000 , 0.012, 4.204,6561, 401
L_00000355,80,1 , 3600.0,52.150 , true, true,588.0,2036, 2036, 0.000 , 0.011, 52.139,6561, 401
L_00000356,80,1 , 3600.0,4.805 , true, true,23.0,2236, 2236, 0.000 , 0.012, 4.793,6561, 401
L_00000357,80,1 , 3600.0,32.713 , true, true,512.0,2180, 2180, 0.000 , 0.013, 32.700,6561, 401
L_00000358,80,1 , 3600.0,11.059 , true, true,115.0,2054, 2054, 0.000 , 0.013, 11.046,6561, 401
L_00000359,80,1 , 3600.0,15.130 , true, true,63.0,2233, 2233, 0.000 , 0.013, 15.117,6561, 401
L_00000360,80,1 , 3600.0,9.144 , true, true,42.0,2505, 2505, 0.000 , 0.013, 9.131,6561, 401
L_00000361,80,1 , 3600.0,8.195 , true, true,67.0,2279, 2279, 0.000 , 0.011, 8.184,6561, 401
L_00000362,80,1 , 3600.0,73.067 , true, true,507.0,2448, 2448, 0.000 , 0.010, 73.057,6561, 401
L_00000363,80,1 , 3600.0,6.017 , true, true,23.0,2171, 2171, 0.000 , 0.011, 6.006,6561, 401
L_00000364,80,1 , 3600.0,3.961 , true, true,25.0,2395, 2395, 0.000 , 0.012, 3.949,6561, 401
L_00000365,80,1 , 3600.0,10.651 , true, true,126.0,2300, 2300, 0.000 , 0.011, 10.640,6561, 401
L_00000366,80,1 , 3600.0,23.667 , true, true,145.0,2294, 2294, 0.000 , 0.011, 23.656,6561, 401
L_00000367,80,1 , 3600.0,62.303 , true, true,381.0,2423, 2423, 0.000 , 0.035, 62.268,6561, 401
L_00000368,80,1 , 3600.0,4.173 , true, true,21.0,2175, 2175, 0.000 , 0.009, 4.164,6561, 401
L_00000369,80,1 , 3600.0,10.846 , true, true,61.0,2357, 2357, 0.000 , 0.011, 10.835,6561, 401
L_00000370,80,1 , 3600.0,28.551 , true, true,271.0,2268, 2268, 0.000 , 0.009, 28.542,6561, 401
L_00000371,80,1 , 3600.0,3.570 , true, true,24.0,2390, 2390, 0.000 , 0.010, 3.560,6561, 401
L_00000372,80,1 , 3600.0,7.999 , true, true,49.0,2353, 2353, 0.000 , 0.011, 7.988,6561, 401
L_00000373,80,1 , 3600.0,17.089 , true, true,98.0,2458, 2458, 0.000 , 0.009, 17.080,6561, 401
L_00000374,80,1 , 3600.0,537.336 , true, true,3161.0,2204, 2204, 0.000 , 0.010, 537.326,6561, 401
L_00000375,80,1 , 3600.0,4.017 , true, true,25.0,2392, 2392, 0.000 , 0.012, 4.005,6561, 401
L_00000376,80,1 , 3600.0,9.585 , true, true,111.0,2082, 2082, 0.000 , 0.010, 9.575,6561, 401
L_00000377,80,1 , 3600.0,10.991 , true, true,49.0,2237, 2237, 0.000 , 0.010, 10.981,6561, 401
L_00000378,80,1 , 3600.0,9.003 , true, true,55.0,2257, 2257, 0.000 , 0.011, 8.992,6561, 401
L_00000379,80,1 , 3600.0,3.801 , true, true,23.0,2375, 2375, 0.000 , 0.013, 3.788,6561, 401
L_00000380,80,1 , 3600.0,12.244 , true, true,71.0,2253, 2253, 0.000 , 0.013, 12.231,6561, 401
L_00000381,80,1 , 3600.0,3.649 , true, true,35.0,2020, 2020, 0.000 , 0.010, 3.639,6561, 401
L_00000382,80,1 , 3600.0,9.481 , true, true,55.0,2326, 2326, 0.000 , 0.010, 9.471,6561, 401
L_00000383,80,1 , 3600.0,5.019 , true, true,21.0,2169, 2169, 0.000 , 0.010, 5.009,6561, 401
L_00000384,80,1 , 3600.0,4.540 , true, true,27.0,2177, 2177, 0.000 , 0.012, 4.528,6561, 401
L_00000385,80,1 , 3600.0,9.327 , true, true,51.0,2383, 2383, 0.000 , 0.013, 9.314,6561, 401
L_00000386,80,1 , 3600.0,39.162 , true, true,183.0,2294, 2294, 0.000 , 0.011, 39.151,6561, 401
L_00000387,80,1 , 3600.0,15.683 , true, true,105.0,2285, 2285, 0.000 , 0.012, 15.671,6561, 401
L_00000388,80,1 , 3600.0,4.537 , true, true,65.0,2127, 2127, 0.000 , 0.010, 4.527,6561, 401
L_00000389,80,1 , 3600.0,7.767 , true, true,41.0,2325, 2325, 0.000 , 0.012, 7.755,6561, 401
L_00000390,80,1 , 3600.0,30.142 , true, true,176.0,2222, 2222, 0.000 , 0.010, 30.132,6561, 401
L_00000391,80,1 , 3600.0,5.194 , true, true,38.0,2099, 2099, 0.000 , 0.012, 5.182,6561, 401
L_00000392,80,1 , 3600.0,4.925 , true, true,39.0,2104, 2104, 0.000 , 0.011, 4.914,6561, 401
L_00000393,80,1 , 3600.0,26.034 , true, true,140.0,2224, 2224, 0.000 , 0.010, 26.024,6561, 401
L_00000394,80,1 , 3600.0,6.133 , true, true,25.0,2573, 2573, 0.000 , 0.010, 6.123,6561, 401
L_00000395,80,1 , 3600.0,3.913 , true, true,43.0,2273, 2273, 0.000 , 0.011, 3.902,6561, 401
L_00000396,80,1 , 3600.0,44.860 , true, true,238.0,2294, 2294, 0.000 , 0.011, 44.849,6561, 401
L_00000397,80,1 , 3600.0,11.648 , true, true,75.0,2265, 2265, 0.000 , 0.012, 11.636,6561, 401
L_00000398,80,1 , 3600.0,62.312 , true, true,467.0,2002, 2002, 0.000 , 0.012, 62.300,6561, 401
L_00000399,80,1 , 3600.0,9.397 , true, true,55.0,2256, 2256, 0.000 , 0.013, 9.384,6561, 401
L_00000400,90,1 , 3600.0,31.204 , true, true,131.0,2730, 2730, 0.000 , 0.013, 31.191,8281, 451
L_00000401,90,1 , 3600.0,13.259 , true, true,43.0,2338, 2338, 0.000 , 0.016, 13.243,8281, 451
L_00000402,90,1 , 3600.0,42.714 , true, true,145.0,2570, 2570, 0.000 , 0.014, 42.700,8281, 451
L_00000403,90,1 , 3600.0,14.206 , true, true,41.0,2390, 2390, 0.000 , 0.013, 14.193,8281, 451
L_00000404,90,1 , 3600.0,11.592 , true, true,51.0,2728, 2728, 0.000 , 0.015, 11.577,8281, 451
L_00000405,90,1 , 3600.0,28.110 , true, true,108.0,2669, 2669, 0.000 , 0.013, 28.097,8281, 451
L_00000406,90,1 , 3600.0,5.442 , true, true,23.0,2382, 2382, 0.000 , 0.021, 5.421,8281, 451
L_00000407,90,1 , 3600.0,14.177 , true, true,53.0,2641, 2641, 0.000 , 0.015, 14.162,8281, 451
L_00000408,90,1 , 3600.0,35.721 , true, true,97.0,2536, 2536, 0.000 , 0.017, 35.704,8281, 451
L_00000409,90,1 , 3600.0,11.541 , true, true,93.0,2526, 2526, 0.000 , 0.013, 11.528,8281, 451
L_00000410,90,1 , 3600.0,14.369 , true, true,120.0,2668, 2668, 0.000 , 0.012, 14.357,8281, 451
L_00000411,90,1 , 3600.0,15.010 , true, true,51.0,2505, 2505, 0.000 , 0.013, 14.997,8281, 451
L_00000412,90,1 , 3600.0,7.631 , true, true,93.0,2549, 2549, 0.000 , 0.013, 7.618,8281, 451
L_00000413,90,1 , 3600.0,20.350 , true, true,66.0,2537, 2537, 0.000 , 0.016, 20.334,8281, 451
L_00000414,90,1 , 3600.0,5.853 , true, true,29.0,2611, 2611, 0.000 , 0.021, 5.832,8281, 451
L_00000415,90,1 , 3600.0,10.889 , true, true,40.0,2612, 2612, 0.000 , 0.015, 10.874,8281, 451
L_00000416,90,1 , 3600.0,49.538 , true, true,207.0,2596, 2596, 0.000 , 0.015, 49.523,8281, 451
L_00000417,90,1 , 3600.0,108.282 , true, true,322.0,2467, 2467, 0.000 , 0.015, 108.267,8281, 451
L_00000418,90,1 , 3600.0,22.771 , true, true,117.0,2535, 2535, 0.000 , 0.014, 22.757,8281, 451
L_00000419,90,1 , 3600.0,6.768 , true, true,55.0,2425, 2425, 0.000 , 0.013, 6.755,8281, 451
L_00000420,90,1 , 3600.0,13.653 , true, true,57.0,2805, 2805, 0.000 , 0.014, 13.639,8281, 451
L_00000421,90,1 , 3600.0,129.447 , true, true,527.0,2479, 2479, 0.000 , 0.013, 129.434,8281, 451
L_00000422,90,1 , 3600.0,11.037 , true, true,47.0,2359, 2359, 0.000 , 0.016, 11.021,8281, 451
L_00000423,90,1 , 3600.0,62.112 , true, true,209.0,2458, 2458, 0.000 , 0.015, 62.097,8281, 451
L_00000424,90,1 , 3600.0,12.421 , true, true,39.0,2528, 2528, 0.000 , 0.013, 12.408,8281, 451
L_00000425,90,1 , 3600.0,95.426 , true, true,469.0,2657, 2657, 0.000 , 0.015, 95.411,8281, 451
L_00000426,90,1 , 3600.0,9.134 , true, true,75.0,2469, 2469, 0.000 , 0.014, 9.120,8281, 451
L_00000427,90,1 , 3600.0,12.030 , true, true,50.0,2591, 2591, 0.000 , 0.015, 12.015,8281, 451
L_00000428,90,1 , 3600.0,189.052 , true, true,611.0,2864, 2864, 0.000 , 0.014, 189.038,8281, 451
L_00000429,90,1 , 3600.0,36.945 , true, true,607.0,2681, 2681, 0.000 , 0.014, 36.931,8281, 451
L_00000430,90,1 , 3600.0,11.583 , true, true,100.0,2512, 2512, 0.000 , 0.014, 11.569,8281, 451
L_00000431,90,1 , 3600.0,6.382 , true, true,29.0,2611, 2611, 0.000 , 0.013, 6.369,8281, 451
L_00000432,90,1 , 3600.0,23.275 , true, true,75.0,2788, 2788, 0.000 , 0.015, 23.260,8281, 451
L_00000433,90,1 , 3600.0,37.165 , true, true,220.0,2467, 2467, 0.000 , 0.014, 37.151,8281, 451
L_00000434,90,1 , 3600.0,57.919 , true, true,167.0,2482, 2482, 0.000 , 0.016, 57.903,8281, 451
L_00000435,90,1 , 3600.0,7.887 , true, true,71.0,2260, 2260, 0.000 , 0.018, 7.869,8281, 451
L_00000436,90,1 , 3600.0,158.703 , true, true,1072.0,2428, 2428, 0.000 , 0.017, 158.686,8281, 451
L_00000437,90,1 , 3600.0,17.215 , true, true,55.0,2532, 2532, 0.000 , 0.017, 17.198,8281, 451
L_00000438,90,1 , 3600.0,49.812 , true, true,340.0,2490, 2490, 0.000 , 0.014, 49.798,8281, 451
L_00000439,90,1 , 3600.0,18.611 , true, true,85.0,2564, 2564, 0.000 , 0.038, 18.573,8281, 451
L_00000440,90,1 , 3600.0,15.818 , true, true,49.0,2573, 2573, 0.000 , 0.015, 15.803,8281, 451
L_00000441,90,1 , 3600.0,7.873 , true, true,47.0,2582, 2582, 0.000 , 0.014, 7.859,8281, 451
L_00000442,90,1 , 3600.0,6.098 , true, true,23.0,2343, 2343, 0.000 , 0.019, 6.079,8281, 451
L_00000443,90,1 , 3600.0,44.268 , true, true,300.0,2488, 2488, 0.000 , 0.011, 44.257,8281, 451
L_00000444,90,1 , 3600.0,131.958 , true, true,416.0,2648, 2648, 0.000 , 0.012, 131.946,8281, 451
L_00000445,90,1 , 3600.0,20.746 , true, true,99.0,2737, 2737, 0.000 , 0.013, 20.733,8281, 451
L_00000446,90,1 , 3600.0,73.479 , true, true,448.0,2432, 2432, 0.000 , 0.013, 73.466,8281, 451
L_00000447,90,1 , 3600.0,17.557 , true, true,45.0,2286, 2286, 0.000 , 0.013, 17.544,8281, 451
L_00000448,90,1 , 3600.0,9.540 , true, true,78.0,2218, 2218, 0.000 , 0.015, 9.525,8281, 451
L_00000449,90,1 , 3600.0,39.203 , true, true,97.0,2671, 2671, 0.000 , 0.013, 39.190,8281, 451
L_00000450,100,1 , 3600.0,21.200 , true, true,47.0,2780, 2780, 0.000 , 0.015, 21.185,10201, 501
L_00000451,100,1 , 3600.0,14.835 , true, true,80.0,2990, 2990, 0.000 , 0.015, 14.820,10201, 501
L_00000452,100,1 , 3600.0,31.083 , true, true,64.0,2676, 2676, 0.000 , 0.018, 31.065,10201, 501
L_00000453,100,1 , 3600.0,13.404 , true, true,28.0,2838, 2838, 0.000 , 0.017, 13.387,10201, 501
L_00000454,100,1 , 3600.0,61.607 , true, true,136.0,2811, 2811, 0.000 , 0.026, 61.581,10201, 501
L_00000455,100,1 , 3600.0,19.838 , true, true,53.0,2673, 2673, 0.000 , 0.017, 19.821,10201, 501
L_00000456,100,1 , 3600.0,323.502 , true, true,607.0,2690, 2690, 0.000 , 0.016, 323.486,10201, 501
L_00000457,100,1 , 3600.0,37.085 , true, true,98.0,2992, 2992, 0.000 , 0.018, 37.067,10201, 501
L_00000458,100,1 , 3600.0,13.050 , true, true,103.0,2937, 2937, 0.000 , 0.019, 13.031,10201, 501
L_00000459,100,1 , 3600.0,357.474 , true, true,1077.0,2648, 2648, 0.000 , 0.016, 357.458,10201, 501
L_00000460,100,1 , 3600.0,27.107 , true, true,1597.0,2810, 2810, 0.000 , 0.015, 27.092,10201, 501
L_00000461,100,1 , 3600.0,21.008 , true, true,68.0,2969, 2969, 0.000 , 0.015, 20.993,10201, 501
L_00000462,100,1 , 3600.0,18.713 , true, true,99.0,2831, 2831, 0.000 , 0.015, 18.698,10201, 501
L_00000463,100,1 , 3600.0,48.358 , true, true,135.0,2708, 2708, 0.000 , 0.017, 48.341,10201, 501
L_00000464,100,1 , 3600.0,69.491 , true, true,156.0,2678, 2678, 0.000 , 0.016, 69.475,10201, 501
L_00000465,100,1 , 3600.0,31.721 , true, true,74.0,3014, 3014, 0.000 , 0.015, 31.706,10201, 501
L_00000466,100,1 , 3600.0,21.427 , true, true,71.0,2350, 2350, 0.000 , 0.020, 21.407,10201, 501
L_00000467,100,1 , 3600.0,9.039 , true, true,47.0,2522, 2522, 0.000 , 0.017, 9.022,10201, 501
L_00000468,100,1 , 3600.0,61.786 , true, true,146.0,2554, 2554, 0.000 , 0.017, 61.769,10201, 501
L_00000469,100,1 , 3600.0,139.136 , true, true,258.0,2703, 2703, 0.000 , 0.019, 139.117,10201, 501
L_00000470,100,1 , 3600.0,22.301 , true, true,49.0,2715, 2715, 0.000 , 0.018, 22.283,10201, 501
L_00000471,100,1 , 3600.0,10.585 , true, true,75.0,2899, 2899, 0.000 , 0.017, 10.568,10201, 501
