algoName, instName, numOfJobs, feasible, timeLimit, timeCost,ub, lb, status, numOfVariables, numOfConstraints, nThreads
Mixed Integer Linear Programming,L_00000255,60,true, 60.0, 1.252, 1631, 1631, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000256,60,true, 60.0, 1.825, 1647, 1647, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000257,60,true, 60.0, 3.286, 1797, 1797, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000258,60,true, 60.0, 1.140, 1635, 1635, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000259,60,true, 60.0, 1.823, 1499, 1499, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000260,60,true, 60.0, 2.292, 1670, 1670, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000261,60,true, 60.0, 1.961, 1793, 1793, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000262,60,true, 60.0, 1.516, 1672, 1672, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000263,60,true, 60.0, 1.723, 1614, 1614, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000264,60,true, 60.0, 1.702, 1637, 1637, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000265,60,true, 60.0, 1.390, 1813, 1813, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000266,60,true, 60.0, 2.747, 1859, 1859, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000267,60,true, 60.0, 1.128, 1615, 1615, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000268,60,true, 60.0, 2.483, 1727, 1727, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000269,60,true, 60.0, 1.738, 1794, 1794, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000270,60,true, 60.0, 3.042, 1552, 1552, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000271,60,true, 60.0, 1.702, 1559, 1559, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000272,60,true, 60.0, 1.909, 1698, 1698, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000273,60,true, 60.0, 3.477, 1833, 1833, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000274,60,true, 60.0, 1.623, 1566, 1566, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000275,60,true, 60.0, 1.313, 1721, 1721, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000276,60,true, 60.0, 4.146, 1794, 1794, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000277,60,true, 60.0, 2.053, 1847, 1847, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000278,60,true, 60.0, 1.383, 1462, 1462, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000279,60,true, 60.0, 1.050, 1647, 1647, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000280,60,true, 60.0, 1.086, 1647, 1647, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000281,60,true, 60.0, 1.109, 1657, 1657, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000282,60,true, 60.0, 1.455, 1614, 1614, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000283,60,true, 60.0, 2.283, 1884, 1884, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000284,60,true, 60.0, 1.633, 1774, 1774, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000285,60,true, 60.0, 1.604, 1585, 1585, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000286,60,true, 60.0, 4.398, 1782, 1782, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000287,60,true, 60.0, 1.577, 1618, 1618, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000288,60,true, 60.0, 1.411, 1629, 1629, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000289,60,true, 60.0, 1.917, 1578, 1578, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000290,60,true, 60.0, 1.391, 1625, 1625, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000291,60,true, 60.0, 5.483, 1832, 1832, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000292,60,true, 60.0, 2.006, 1773, 1773, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000293,60,true, 60.0, 2.049, 1674, 1674, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000294,60,true, 60.0, 1.995, 1668, 1668, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000295,60,true, 60.0, 1.108, 1706, 1706, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000296,60,true, 60.0, 1.396, 1443, 1443, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000297,60,true, 60.0, 1.556, 1721, 1721, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000298,60,true, 60.0, 2.055, 1831, 1831, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000299,60,true, 60.0, 1.625, 1726, 1726, 2, 3721, 301, 0
Mixed Integer Linear Programming,L_00000300,70,true, 60.0, 3.081, 1814, 1814, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000301,70,true, 60.0, 2.793, 2075, 2075, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000302,70,true, 60.0, 4.596, 1940, 1940, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000303,70,true, 60.0, 1.893, 1993, 1993, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000304,70,true, 60.0, 4.560, 2048, 2048, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000305,70,true, 60.0, 2.324, 1879, 1879, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000306,70,true, 60.0, 1.481, 1918, 1918, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000307,70,true, 60.0, 2.463, 2159, 2159, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000308,70,true, 60.0, 2.210, 1880, 1880, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000309,70,true, 60.0, 1.944, 1945, 1945, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000310,70,true, 60.0, 6.963, 1999, 1999, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000311,70,true, 60.0, 2.592, 2095, 2095, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000312,70,true, 60.0, 1.984, 1855, 1855, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000313,70,true, 60.0, 2.771, 1865, 1865, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000314,70,true, 60.0, 2.397, 1656, 1656, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000315,70,true, 60.0, 3.825, 1792, 1792, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000316,70,true, 60.0, 2.560, 1939, 1939, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000317,70,true, 60.0, 2.182, 1995, 1995, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000318,70,true, 60.0, 5.494, 2308, 2308, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000319,70,true, 60.0, 2.529, 1734, 1734, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000320,70,true, 60.0, 2.242, 1861, 1861, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000321,70,true, 60.0, 2.999, 1923, 1923, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000322,70,true, 60.0, 2.286, 2074, 2074, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000323,70,true, 60.0, 5.574, 2013, 2013, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000324,70,true, 60.0, 3.984, 2047, 2047, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000325,70,true, 60.0, 2.039, 1840, 1840, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000326,70,true, 60.0, 2.505, 1942, 1942, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000327,70,true, 60.0, 3.837, 1554, 1554, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000328,70,true, 60.0, 2.397, 1824, 1824, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000329,70,true, 60.0, 1.607, 1805, 1805, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000330,70,true, 60.0, 3.221, 1988, 1988, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000331,70,true, 60.0, 2.243, 1795, 1795, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000332,70,true, 60.0, 2.578, 1771, 1771, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000333,70,true, 60.0, 2.043, 2000, 2000, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000334,70,true, 60.0, 6.701, 2350, 2350, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000335,70,true, 60.0, 6.528, 1796, 1796, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000336,70,true, 60.0, 1.972, 1988, 1988, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000337,70,true, 60.0, 0.929, 1960, 1960, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000338,70,true, 60.0, 3.110, 1834, 1834, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000339,70,true, 60.0, 4.103, 2083, 2083, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000340,70,true, 60.0, 2.995, 1921, 1921, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000341,70,true, 60.0, 3.166, 1854, 1854, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000342,70,true, 60.0, 3.561, 2159, 2159, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000343,70,true, 60.0, 4.054, 1935, 1935, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000344,70,true, 60.0, 4.737, 2263, 2263, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000345,70,true, 60.0, 2.778, 1719, 1719, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000346,70,true, 60.0, 1.518, 1946, 1946, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000347,70,true, 60.0, 2.769, 1819, 1819, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000348,70,true, 60.0, 1.707, 1676, 1676, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000349,70,true, 60.0, 2.245, 1710, 1710, 2, 5041, 351, 0
Mixed Integer Linear Programming,L_00000350,80,true, 60.0, 5.294, 2063, 2063, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000351,80,true, 60.0, 7.463, 2123, 2123, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000352,80,true, 60.0, 11.192, 2224, 2224, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000353,80,true, 60.0, 4.923, 2076, 2076, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000354,80,true, 60.0, 2.165, 2399, 2399, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000355,80,true, 60.0, 8.463, 2036, 2036, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000356,80,true, 60.0, 4.565, 2236, 2236, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000357,80,true, 60.0, 25.136, 2180, 2180, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000358,80,true, 60.0, 6.041, 2054, 2054, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000359,80,true, 60.0, 11.005, 2233, 2233, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000360,80,true, 60.0, 8.350, 2505, 2505, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000361,80,true, 60.0, 6.202, 2279, 2279, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000362,80,true, 60.0, 10.458, 2448, 2448, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000363,80,true, 60.0, 3.834, 2171, 2171, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000364,80,true, 60.0, 3.810, 2395, 2395, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000365,80,true, 60.0, 8.906, 2300, 2300, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000366,80,true, 60.0, 7.454, 2294, 2294, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000367,80,true, 60.0, 8.725, 2423, 2423, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000368,80,true, 60.0, 4.751, 2175, 2175, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000369,80,true, 60.0, 8.590, 2357, 2357, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000370,80,true, 60.0, 2.994, 2268, 2268, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000371,80,true, 60.0, 2.888, 2390, 2390, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000372,80,true, 60.0, 3.923, 2353, 2353, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000373,80,true, 60.0, 10.696, 2458, 2458, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000374,80,true, 60.0, 104.814, 2204, 2204, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000375,80,true, 60.0, 5.304, 2392, 2392, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000376,80,true, 60.0, 6.484, 2082, 2082, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000377,80,true, 60.0, 11.623, 2237, 2237, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000378,80,true, 60.0, 10.513, 2257, 2257, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000379,80,true, 60.0, 75.363, 2375, 2375, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000380,80,true, 60.0, 10.258, 2253, 2253, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000381,80,true, 60.0, 1.994, 2020, 2020, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000382,80,true, 60.0, 9.068, 2326, 2326, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000383,80,true, 60.0, 3.773, 2169, 2169, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000384,80,true, 60.0, 5.315, 2177, 2177, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000385,80,true, 60.0, 8.887, 2383, 2383, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000386,80,true, 60.0, 9.512, 2294, 2294, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000387,80,true, 60.0, 6.721, 2285, 2285, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000388,80,true, 60.0, 3.441, 2127, 2127, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000389,80,true, 60.0, 7.268, 2325, 2325, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000390,80,true, 60.0, 11.134, 2222, 2222, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000391,80,true, 60.0, 4.019, 2099, 2099, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000392,80,true, 60.0, 3.074, 2104, 2104, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000393,80,true, 60.0, 11.574, 2224, 2224, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000394,80,true, 60.0, 10.938, 2573, 2573, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000395,80,true, 60.0, 5.784, 2273, 2273, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000396,80,true, 60.0, 9.546, 2294, 2294, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000397,80,true, 60.0, 14.943, 2265, 2265, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000398,80,true, 60.0, 12.138, 2002, 2002, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000399,80,true, 60.0, 8.602, 2256, 2256, 2, 6561, 401, 0
Mixed Integer Linear Programming,L_00000400,90,true, 60.0, 25.089, 2730, 2730, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000401,90,true, 60.0, 17.573, 2338, 2338, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000402,90,true, 60.0, 15.473, 2570, 2570, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000403,90,true, 60.0, 8.218, 2390, 2390, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000404,90,true, 60.0, 16.366, 2728, 2728, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000405,90,true, 60.0, 19.336, 2669, 2669, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000406,90,true, 60.0, 6.839, 2382, 2382, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000407,90,true, 60.0, 28.006, 2641, 2641, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000408,90,true, 60.0, 15.433, 2536, 2536, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000409,90,true, 60.0, 5.176, 2526, 2526, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000410,90,true, 60.0, 224.220, 2668, 2668, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000411,90,true, 60.0, 5.320, 2505, 2505, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000412,90,true, 60.0, 4.166, 2549, 2549, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000413,90,true, 60.0, 11.202, 2537, 2537, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000414,90,true, 60.0, 4.550, 2611, 2611, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000415,90,true, 60.0, 4.404, 2612, 2612, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000416,90,true, 60.0, 6.166, 2596, 2596, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000417,90,true, 60.0, 11.638, 2467, 2467, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000418,90,true, 60.0, 15.836, 2535, 2535, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000419,90,true, 60.0, 5.942, 2425, 2425, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000420,90,true, 60.0, 5.729, 2805, 2805, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000421,90,true, 60.0, 29.635, 2479, 2479, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000422,90,true, 60.0, 10.384, 2359, 2359, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000423,90,true, 60.0, 17.080, 2458, 2458, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000424,90,true, 60.0, 7.058, 2528, 2528, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000425,90,true, 60.0, 9.972, 2657, 2657, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000426,90,true, 60.0, 7.802, 2469, 2469, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000427,90,true, 60.0, 15.828, 2591, 2591, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000428,90,true, 60.0, 46.800, 2864, 2864, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000429,90,true, 60.0, 3.498, 2681, 2681, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000430,90,true, 60.0, 8.320, 2512, 2512, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000431,90,true, 60.0, 5.757, 2611, 2611, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000432,90,true, 60.0, 15.748, 2788, 2788, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000433,90,true, 60.0, 4.694, 2467, 2467, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000434,90,true, 60.0, 17.905, 2482, 2482, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000435,90,true, 60.0, 10.103, 2260, 2260, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000436,90,true, 60.0, 7.048, 2428, 2428, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000437,90,true, 60.0, 23.627, 2532, 2532, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000438,90,true, 60.0, 5.184, 2490, 2490, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000439,90,true, 60.0, 10.967, 2564, 2564, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000440,90,true, 60.0, 16.178, 2573, 2573, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000441,90,true, 60.0, 4.896, 2582, 2582, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000442,90,true, 60.0, 5.950, 2343, 2343, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000443,90,true, 60.0, 17.621, 2488, 2488, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000444,90,true, 60.0, 34.017, 2648, 2648, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000445,90,true, 60.0, 13.068, 2737, 2737, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000446,90,true, 60.0, 6.529, 2432, 2432, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000447,90,true, 60.0, 17.259, 2286, 2286, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000448,90,true, 60.0, 5.074, 2218, 2218, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000449,90,true, 60.0, 14.284, 2671, 2671, 2, 8281, 451, 0
Mixed Integer Linear Programming,L_00000450,100,true, 60.0, 29.906, 2780, 2780, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000451,100,true, 60.0, 9.319, 2990, 2990, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000452,100,true, 60.0, 17.291, 2676, 2676, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000453,100,true, 60.0, 31.724, 2838, 2838, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000454,100,true, 60.0, 8.346, 2811, 2811, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000455,100,true, 60.0, 11.296, 2673, 2673, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000456,100,true, 60.0, 27.456, 2690, 2690, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000457,100,true, 60.0, 17.383, 2992, 2992, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000458,100,true, 60.0, 9.118, 2937, 2937, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000459,100,true, 60.0, 14.241, 2648, 2648, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000460,100,true, 60.0, 46.629, 2810, 2810, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000461,100,true, 60.0, 17.383, 2969, 2969, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000462,100,true, 60.0, 7.166, 2831, 2831, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000463,100,true, 60.0, 23.200, 2708, 2708, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000464,100,true, 60.0, 15.924, 2678, 2678, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000465,100,true, 60.0, 9.136, 3014, 3014, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000466,100,true, 60.0, 9.454, 2350, 2350, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000467,100,true, 60.0, 10.740, 2522, 2522, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000468,100,true, 60.0, 22.516, 2554, 2554, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000469,100,true, 60.0, 32.011, 2703, 2703, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000470,100,true, 60.0, 24.461, 2715, 2715, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000471,100,true, 60.0, 10.219, 2899, 2899, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000472,100,true, 60.0, 8.586, 2678, 2678, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000473,100,true, 60.0, 22.509, 2836, 2836, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000474,100,true, 60.0, 14.582, 2722, 2722, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000475,100,true, 60.0, 4.283, 2800, 2800, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000476,100,true, 60.0, 24.310, 2679, 2679, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000477,100,true, 60.0, 9.566, 2731, 2731, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000478,100,true, 60.0, 12.972, 2562, 2562, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000479,100,true, 60.0, 17.456, 2675, 2675, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000480,100,true, 60.0, 12.289, 2882, 2882, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000481,100,true, 60.0, 27.141, 2797, 2797, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000482,100,true, 60.0, 35.517, 2810, 2810, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000483,100,true, 60.0, 42.573, 3127, 3127, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000484,100,true, 60.0, 15.253, 2489, 2489, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000485,100,true, 60.0, 49.482, 3170, 3170, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000486,100,true, 60.0, 45.009, 2649, 2649, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000487,100,true, 60.0, 17.890, 3141, 3141, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000488,100,true, 60.0, 18.794, 2957, 2957, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000489,100,true, 60.0, 11.305, 2877, 2877, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000490,100,true, 60.0, 19.879, 2772, 2772, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000491,100,true, 60.0, 20.061, 2935, 2935, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000492,100,true, 60.0, 12.924, 3013, 3013, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000493,100,true, 60.0, 27.835, 3107, 3107, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000494,100,true, 60.0, 13.851, 3234, 3234, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000495,100,true, 60.0, 8.188, 2976, 2976, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000496,100,true, 60.0, 34.501, 2886, 2886, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000497,100,true, 60.0, 38.436, 3025, 3025, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000498,100,true, 60.0, 12.904, 2774, 2774, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000499,100,true, 60.0, 10.036, 2654, 2654, 2, 10201, 501, 0
Mixed Integer Linear Programming,L_00000500,150,true, 60.0, 152.225, 4073, 4073, 2, 22801, 751, 0
Mixed Integer Linear Programming,L_00000501,150,true, 60.0, 132.712, 4038, 4038, 2, 22801, 751, 0
Mixed Integer Linear Programming,L_00000502,150,true, 60.0, 142.331, 4050, 4050, 2, 22801, 751, 0
Mixed Integer Linear Programming,L_00000503,150,true, 60.0, 102.578, 4119, 4119, 2, 22801, 751, 0
Mixed Integer Linear Programming,L_00000504,150,true, 60.0, 127.795, 4080, 4080, 2, 22801, 751, 0
