algoName, instName, numOfJobs, feasible, timeLimit, timeCost,ub, lb, status, numOfVariables, numOfConstraints, nThreads
L_00000183,Mixed Integer Linear Programming, true, 60.0, 2.189, 1109, 1109, 2, 1681, 201, 0
L_00000184,Mixed Integer Linear Programming, true, 60.0, 0.580, 1062, 1062, 2, 1681, 201, 0
L_00000185,Mixed Integer Linear Programming, true, 60.0, 0.664, 1047, 1047, 2, 1681, 201, 0
L_00000186,Mixed Integer Linear Programming, true, 60.0, 0.565, 1025, 1025, 2, 1681, 201, 0
L_00000187,Mixed Integer Linear Programming, true, 60.0, 0.603, 967, 967, 2, 1681, 201, 0
L_00000188,Mixed Integer Linear Programming, true, 60.0, 1.260, 1138, 1138, 2, 1681, 201, 0
L_00000189,Mixed Integer Linear Programming, true, 60.0, 0.611, 1171, 1171, 2, 1681, 201, 0
L_00000190,Mixed Integer Linear Programming, true, 60.0, 0.091, 1075, 1075, 2, 1681, 201, 0
L_00000191,Mixed Integer Linear Programming, true, 60.0, 0.672, 1000, 1000, 2, 1681, 201, 0
L_00000192,Mixed Integer Linear Programming, true, 60.0, 0.985, 1197, 1197, 2, 1681, 201, 0
L_00000193,Mixed Integer Linear Programming, true, 60.0, 0.844, 1224, 1224, 2, 1681, 201, 0
L_00000194,Mixed Integer Linear Programming, true, 60.0, 0.590, 1170, 1170, 2, 1681, 201, 0
L_00000195,Mixed Integer Linear Programming, true, 60.0, 0.545, 939, 939, 2, 1681, 201, 0
L_00000196,Mixed Integer Linear Programming, true, 60.0, 0.623, 1126, 1126, 2, 1681, 201, 0
L_00000197,Mixed Integer Linear Programming, true, 60.0, 0.616, 1015, 1015, 2, 1681, 201, 0
L_00000198,Mixed Integer Linear Programming, true, 60.0, 0.696, 1236, 1236, 2, 1681, 201, 0
L_00000199,Mixed Integer Linear Programming, true, 60.0, 0.621, 1200, 1200, 2, 1681, 201, 0
L_00000200,Mixed Integer Linear Programming, true, 60.0, 1.783, 1593, 1593, 2, 2601, 251, 0
L_00000201,Mixed Integer Linear Programming, true, 60.0, 1.366, 1545, 1545, 2, 2601, 251, 0
L_00000202,Mixed Integer Linear Programming, true, 60.0, 0.701, 1276, 1276, 2, 2601, 251, 0
L_00000203,Mixed Integer Linear Programming, true, 60.0, 1.000, 1450, 1450, 2, 2601, 251, 0
L_00000204,Mixed Integer Linear Programming, true, 60.0, 0.646, 1505, 1505, 2, 2601, 251, 0
L_00000205,Mixed Integer Linear Programming, true, 60.0, 1.103, 1385, 1385, 2, 2601, 251, 0
L_00000206,Mixed Integer Linear Programming, true, 60.0, 1.494, 1606, 1606, 2, 2601, 251, 0
L_00000207,Mixed Integer Linear Programming, true, 60.0, 0.781, 1348, 1348, 2, 2601, 251, 0
L_00000208,Mixed Integer Linear Programming, true, 60.0, 0.604, 1219, 1219, 2, 2601, 251, 0
L_00000209,Mixed Integer Linear Programming, true, 60.0, 0.874, 1239, 1239, 2, 2601, 251, 0
L_00000210,Mixed Integer Linear Programming, true, 60.0, 0.889, 1501, 1501, 2, 2601, 251, 0
L_00000211,Mixed Integer Linear Programming, true, 60.0, 1.143, 1214, 1214, 2, 2601, 251, 0
L_00000212,Mixed Integer Linear Programming, true, 60.0, 0.794, 1389, 1389, 2, 2601, 251, 0
L_00000213,Mixed Integer Linear Programming, true, 60.0, 1.080, 1459, 1459, 2, 2601, 251, 0
L_00000214,Mixed Integer Linear Programming, true, 60.0, 0.959, 1367, 1367, 2, 2601, 251, 0
L_00000215,Mixed Integer Linear Programming, true, 60.0, 2.560, 1551, 1551, 2, 2601, 251, 0
L_00000216,Mixed Integer Linear Programming, true, 60.0, 0.814, 1299, 1299, 2, 2601, 251, 0
L_00000217,Mixed Integer Linear Programming, true, 60.0, 0.586, 1448, 1448, 2, 2601, 251, 0
L_00000218,Mixed Integer Linear Programming, true, 60.0, 1.142, 1552, 1552, 2, 2601, 251, 0
L_00000219,Mixed Integer Linear Programming, true, 60.0, 1.022, 1433, 1433, 2, 2601, 251, 0
L_00000220,Mixed Integer Linear Programming, true, 60.0, 1.046, 1492, 1492, 2, 2601, 251, 0
L_00000221,Mixed Integer Linear Programming, true, 60.0, 1.741, 1556, 1556, 2, 2601, 251, 0
L_00000222,Mixed Integer Linear Programming, true, 60.0, 1.086, 1368, 1368, 2, 2601, 251, 0
L_00000223,Mixed Integer Linear Programming, true, 60.0, 1.336, 1370, 1370, 2, 2601, 251, 0
L_00000224,Mixed Integer Linear Programming, true, 60.0, 1.331, 1520, 1520, 2, 2601, 251, 0
L_00000225,Mixed Integer Linear Programming, true, 60.0, 1.317, 1502, 1502, 2, 2601, 251, 0
L_00000226,Mixed Integer Linear Programming, true, 60.0, 1.483, 1280, 1280, 2, 2601, 251, 0
L_00000227,Mixed Integer Linear Programming, true, 60.0, 2.441, 1623, 1623, 2, 2601, 251, 0
L_00000228,Mixed Integer Linear Programming, true, 60.0, 1.482, 1356, 1356, 2, 2601, 251, 0
L_00000229,Mixed Integer Linear Programming, true, 60.0, 0.534, 1394, 1394, 2, 2601, 251, 0
L_00000230,Mixed Integer Linear Programming, true, 60.0, 1.040, 1415, 1415, 2, 2601, 251, 0
L_00000231,Mixed Integer Linear Programming, true, 60.0, 0.814, 1157, 1157, 2, 2601, 251, 0
L_00000232,Mixed Integer Linear Programming, true, 60.0, 0.496, 1291, 1291, 2, 2601, 251, 0
L_00000233,Mixed Integer Linear Programming, true, 60.0, 1.531, 1247, 1247, 2, 2601, 251, 0
L_00000234,Mixed Integer Linear Programming, true, 60.0, 1.621, 1581, 1581, 2, 2601, 251, 0
L_00000235,Mixed Integer Linear Programming, true, 60.0, 0.986, 1246, 1246, 2, 2601, 251, 0
L_00000236,Mixed Integer Linear Programming, true, 60.0, 0.840, 1431, 1431, 2, 2601, 251, 0
L_00000237,Mixed Integer Linear Programming, true, 60.0, 0.878, 1357, 1357, 2, 2601, 251, 0
L_00000238,Mixed Integer Linear Programming, true, 60.0, 0.584, 1361, 1361, 2, 2601, 251, 0
L_00000239,Mixed Integer Linear Programming, false, 60.0, 0.961, 不可行, 1480, 2, 2601, 251, 0
L_00000240,Mixed Integer Linear Programming, true, 60.0, 1.067, 1492, 1492, 2, 2601, 251, 0
L_00000241,Mixed Integer Linear Programming, true, 60.0, 0.875, 1469, 1469, 2, 2601, 251, 0
L_00000242,Mixed Integer Linear Programming, true, 60.0, 0.911, 1393, 1393, 2, 2601, 251, 0
L_00000243,Mixed Integer Linear Programming, true, 60.0, 0.894, 1484, 1484, 2, 2601, 251, 0
L_00000244,Mixed Integer Linear Programming, true, 60.0, 1.057, 1355, 1355, 2, 2601, 251, 0
L_00000245,Mixed Integer Linear Programming, true, 60.0, 1.824, 1436, 1436, 2, 2601, 251, 0
L_00000246,Mixed Integer Linear Programming, true, 60.0, 0.797, 1518, 1518, 2, 2601, 251, 0
