instName, numOfJobs, numOfThreads, timeLimit, timeCost, feasible, optimal, numOfNodes, globalUB, globalLB, gap,rootUB, rootLB, timeOnRoot, timeOnCG, timeOnRMP, timeOnPP, numSolvedNodes, numPrunedByInfeasibility, numPrunedByOptimality, numPrunedByBound, numLeftNodes, numNewLabel, numDominatedLabel, numPrunedLabel, timeOnLabelLb
L_00000394 , 80 , 1 , 3600, 0.490,true, true, 15,2573.000, 2573.000, -0.000, 2575.000, 2568.300, 0.257, 0.461, 0.034, 0.371, 8, 1, 0, 0, 7,110719,77191,51764,0.06800000000000005
L_00000395 , 80 , 1 , 3600, 0.778,true, true, 11,2273.000, 2273.000, -0.000, 2276.000, 2260.300, 0.372, 0.753, 0.041, 0.677, 6, 1, 0, 0, 5,178282,141334,100538,0.09700000000000007
L_00000396 , 80 , 1 , 3600, 0.497,true, true, 7,2294.000, 2294.000, 0.000, 2296.000, 2283.400, 0.293, 0.478, 0.028, 0.421, 4, 1, 0, 0, 3,112458,83318,55324,0.06700000000000005
L_00000397 , 80 , 1 , 3600, 0.688,true, true, 9,2265.000, 2265.000, -0.000, 2267.000, 2251.500, 0.301, 0.664, 0.053, 0.573, 5, 1, 0, 0, 4,154406,118704,79565,0.07300000000000005
L_00000398 , 80 , 1 , 3600, 0.485,true, true, 3,2002.000, 2002.000, 0.000, 2002.000, 1984.200, 0.132, 0.480, 0.077, 0.385, 3, 1, 0, 1, 0,157767,126166,101227,0.07400000000000005
L_00000399 , 80 , 1 , 3600, 1.330,true, true, 29,2256.000, 2256.000, 0.000, 2260.000, 2241.600, 0.313, 1.263, 0.089, 1.055, 15, 1, 0, 0, 14,235990,190022,114846,0.1370000000000001
L_00000400 , 90 , 1 , 3600, 4.662,true, true, 77,2730.000, 2730.000, 0.000, 2732.000, 2719.000, 0.984, 4.384, 0.278, 3.635, 39, 1, 0, 0, 38,502085,415017,205717,0.4120000000000003
L_00000401 , 90 , 1 , 3600, 2.119,true, true, 45,2338.000, 2338.000, 0.000, 2339.000, 2331.800, 0.687, 1.992, 0.132, 1.658, 23, 1, 0, 0, 22,282669,230328,136021,0.2480000000000002
L_00000402 , 90 , 1 , 3600, 2.427,true, true, 9,2570.000, 2570.000, 0.000, 2572.000, 2565.000, 0.670, 2.404, 0.058, 2.285, 5, 1, 0, 0, 4,270133,230615,80143,0.22400000000000017
L_00000403 , 90 , 1 , 3600, 4.943,true, true, 17,2390.000, 2390.000, 0.000, 2392.000, 2389.000, 0.588, 4.891, 0.070, 4.715, 9, 1, 0, 0, 8,371608,322880,105546,0.3740000000000003
L_00000404 , 90 , 1 , 3600, 2.741,true, true, 95,2728.000, 2728.000, 0.000, 2732.000, 2716.800, 0.472, 2.415, 0.255, 1.760, 48, 1, 0, 0, 47,376433,313093,190021,0.32900000000000024
L_00000405 , 90 , 1 , 3600, 1.849,true, true, 7,2669.000, 2669.000, 0.000, 2670.000, 2651.900, 0.507, 1.827, 0.137, 1.640, 4, 1, 0, 0, 3,292577,245843,127861,0.22300000000000017
L_00000406 , 90 , 1 , 3600, 0.741,true, true, 3,2382.000, 2382.000, 0.000, 2382.000, 2380.200, 0.386, 0.735, 0.034, 0.670, 3, 1, 0, 1, 0,168309,134627,110736,0.07400000000000005
L_00000407 , 90 , 1 , 3600, 12.430,true, true, 19,2641.000, 2641.000, 0.000, 2644.000, 2621.100, 0.903, 12.350, 0.419, 11.718, 10, 1, 0, 0, 9,1052652,937579,275715,0.8420000000000006
L_00000408 , 90 , 1 , 3600, 1.020,true, true, 3,2536.000, 2536.000, 0.000, 2536.000, 2527.600, 0.635, 1.014, 0.030, 0.952, 3, 1, 0, 1, 0,211462,175190,113379,0.1470000000000001
L_00000409 , 90 , 1 , 3600, 0.919,true, true, 5,2526.000, 2526.000, -0.000, 2530.000, 2516.600, 0.510, 0.904, 0.049, 0.818, 3, 1, 0, 0, 2,161387,120929,82190,0.1370000000000001
L_00000410 , 90 , 1 , 3600, 0.750,true, true, 3,2668.000, 2668.000, 0.000, 2668.000, 2650.800, 0.522, 0.742, 0.082, 0.623, 3, 1, 0, 1, 0,173932,123426,103331,0.1240000000000001
L_00000411 , 90 , 1 , 3600, 3.294,true, true, 3,2505.000, 2505.000, 0.000, 2505.000, 2493.500, 0.460, 3.283, 0.158, 3.071, 3, 1, 0, 1, 0,370685,308919,161399,0.18900000000000014
L_00000412 , 90 , 1 , 3600, 0.804,true, true, 7,2549.000, 2549.000, 0.000, 2550.000, 2541.900, 0.577, 0.781, 0.037, 0.703, 4, 1, 0, 0, 3,152694,118841,72136,0.1420000000000001
L_00000413 , 90 , 1 , 3600, 0.688,true, true, 3,2537.000, 2537.000, 0.000, 2537.000, 2528.700, 0.467, 0.683, 0.041, 0.609, 3, 1, 0, 1, 0,154542,119162,76020,0.10700000000000008
L_00000414 , 90 , 1 , 3600, 0.951,true, true, 5,2611.000, 2611.000, 0.000, 2614.000, 2610.100, 0.798, 0.938, 0.037, 0.867, 3, 1, 0, 0, 2,191634,143416,110039,0.1410000000000001
L_00000415 , 90 , 1 , 3600, 0.654,true, true, 7,2612.000, 2612.000, -0.000, 2613.000, 2611.200, 0.506, 0.634, 0.032, 0.569, 4, 1, 0, 0, 3,140654,106789,71058,0.11000000000000008
L_00000416 , 90 , 1 , 3600, 2.071,true, true, 23,2596.000, 2596.000, 0.000, 2601.000, 2593.600, 0.516, 2.011, 0.089, 1.818, 12, 1, 0, 0, 11,302536,252361,105378,0.23200000000000018
L_00000417 , 90 , 1 , 3600, 1.277,true, true, 5,2467.000, 2467.000, -0.000, 2469.000, 2451.700, 0.668, 1.262, 0.082, 1.141, 3, 1, 0, 0, 2,221007,179847,82475,0.17100000000000012
L_00000418 , 90 , 1 , 3600, 11.293,true, true, 155,2535.000, 2535.000, 0.000, 2542.000, 2526.500, 1.057, 10.814, 0.416, 9.537, 78, 1, 0, 0, 77,949693,825549,539086,0.6010000000000004
L_00000419 , 90 , 1 , 3600, 2.482,true, true, 7,2425.000, 2425.000, 0.000, 2428.000, 2405.500, 0.560, 2.456, 0.198, 2.199, 4, 1, 0, 0, 3,392988,328205,175410,0.33700000000000024
L_00000420 , 90 , 1 , 3600, 1.023,true, true, 7,2805.000, 2805.000, 0.000, 2807.000, 2801.500, 0.379, 1.003, 0.049, 0.905, 4, 1, 0, 0, 3,178538,129558,89850,0.1330000000000001
L_00000421 , 90 , 1 , 3600, 1.671,true, true, 3,2479.000, 2479.000, 0.000, 2479.000, 2464.900, 0.787, 1.666, 0.075, 1.552, 3, 1, 0, 1, 0,249993,205098,123503,0.21600000000000016
L_00000422 , 90 , 1 , 3600, 0.729,true, true, 3,2359.000, 2359.000, 0.000, 2359.000, 2354.900, 0.548, 0.723, 0.033, 0.657, 3, 1, 0, 1, 0,139652,108496,73609,0.10200000000000008
L_00000423 , 90 , 1 , 3600, 2.887,true, true, 3,2458.000, 2458.000, 0.000, 2458.000, 2441.800, 0.489, 2.881, 0.184, 2.658, 3, 1, 0, 1, 0,447995,367392,180567,0.2770000000000002
L_00000424 , 90 , 1 , 3600, 1.679,true, true, 25,2528.000, 2528.000, 0.000, 2532.000, 2518.800, 0.526, 1.606, 0.079, 1.429, 13, 1, 0, 0, 12,277461,225675,160023,0.22800000000000017
L_00000425 , 90 , 1 , 3600, 16.317,true, true, 259,2657.000, 2657.000, 0.000, 2661.000, 2638.700, 0.848, 15.378, 0.956, 12.908, 130, 1, 0, 0, 129,1253988,1116407,534332,1.3729999999999596
L_00000426 , 90 , 1 , 3600, 1.002,true, true, 7,2469.000, 2469.000, -0.000, 2473.000, 2453.900, 0.632, 0.978, 0.098, 0.828, 4, 1, 0, 0, 3,180363,136001,86911,0.1520000000000001
L_00000427 , 90 , 1 , 3600, 6.917,true, true, 3,2591.000, 2591.000, 0.000, 2591.000, 2588.100, 0.528, 6.910, 0.086, 6.777, 3, 1, 0, 1, 0,550722,486171,157812,0.44200000000000034
