instName, numOfJobs, numOfThreads, timeLimit, timeCost, feasible, optimal, numOfNodes, globalUB, globalLB, gap,rootUB, rootLB, timeOnRoot, timeOnCG, timeOnRMP, timeOnPP, numSolvedNodes, numPrunedByInfeasibility, numPrunedByOptimality, numPrunedByBound, numLeftNodes, numNewLabel, numDominatedLabel, numPrunedLabel, timeOnLabelLb
L_00000045 , 10 , 1 , 3600, 0.016,true, true, 3,262.000, 262.000, 0.000, 266.000, 247.000, 0.009, 0.009, 0.000, 0.001, 3, 1, 1, 0, 0,204,105,0,0.0
L_00000046 , 10 , 1 , 3600, 0.003,true, true, 1,171.000, 171.000, 0.000, 171.000, 171.000, 0.002, 0.002, 0.001, 0.000, 1, 0, 1, 0, 0,10,0,0,0.0
L_00000047 , 10 , 1 , 3600, 0.004,true, true, 1,189.000, 189.000, 0.000, 189.000, 189.000, 0.002, 0.002, 0.000, 0.000, 1, 0, 1, 0, 0,10,0,0,0.0
L_00000048 , 10 , 1 , 3600, 0.017,true, true, 3,310.000, 310.000, 0.000, 315.000, 299.000, 0.010, 0.011, 0.002, 0.002, 3, 1, 1, 0, 0,636,368,24,0.0
L_00000049 , 10 , 1 , 3600, 0.017,true, true, 3,274.000, 274.000, 0.000, 277.000, 260.000, 0.009, 0.010, 0.003, 0.002, 3, 1, 1, 0, 0,466,333,2,0.0
L_00000050 , 20 , 1 , 3600, 0.018,true, true, 3,468.000, 468.000, 0.000, 468.000, 451.000, 0.011, 0.012, 0.002, 0.003, 3, 1, 0, 1, 0,1339,992,697,0.0
L_00000051 , 20 , 1 , 3600, 0.026,true, true, 3,315.000, 315.000, 0.000, 315.000, 305.000, 0.010, 0.020, 0.002, 0.009, 3, 1, 0, 1, 0,3919,3080,2621,0.001
L_00000052 , 20 , 1 , 3600, 0.161,true, true, 7,445.000, 445.000, 0.000, 445.000, 425.000, 0.018, 0.118, 0.014, 0.083, 7, 1, 0, 3, 0,16614,12024,6908,0.003
L_00000053 , 20 , 1 , 3600, 0.061,true, true, 9,572.000, 572.000, 0.000, 576.000, 566.000, 0.020, 0.039, 0.001, 0.026, 6, 1, 1, 0, 3,4918,3805,1200,0.002
L_00000054 , 20 , 1 , 3600, 0.043,true, true, 3,519.000, 519.000, 0.000, 522.000, 507.000, 0.032, 0.036, 0.003, 0.025, 3, 1, 1, 0, 0,5362,4335,1915,0.001
L_00000055 , 20 , 1 , 3600, 0.036,true, true, 3,540.000, 540.000, 0.000, 540.000, 530.000, 0.025, 0.029, 0.004, 0.019, 3, 1, 0, 1, 0,6198,4098,2585,0.001
L_00000056 , 20 , 1 , 3600, 0.029,true, true, 3,484.000, 484.000, 0.000, 484.000, 469.000, 0.015, 0.023, 0.004, 0.011, 3, 1, 0, 1, 0,5139,3778,2406,0.002
L_00000057 , 20 , 1 , 3600, 0.103,true, true, 7,673.000, 673.000, 0.000, 673.000, 654.000, 0.014, 0.088, 0.006, 0.070, 7, 1, 0, 3, 0,17071,12230,8376,0.004
L_00000058 , 20 , 1 , 3600, 0.036,true, true, 3,545.000, 545.000, 0.000, 546.000, 536.000, 0.021, 0.026, 0.002, 0.013, 3, 1, 1, 0, 0,3757,2675,790,0.002
L_00000059 , 20 , 1 , 3600, 0.099,true, true, 9,524.000, 524.000, 0.000, 525.000, 513.000, 0.016, 0.078, 0.010, 0.057, 5, 1, 0, 0, 4,15630,12012,7257,0.010000000000000002
L_00000060 , 20 , 1 , 3600, 0.026,true, true, 3,552.000, 552.000, 0.000, 552.000, 544.000, 0.017, 0.019, 0.003, 0.010, 3, 1, 0, 1, 0,3546,2536,1315,0.002
L_00000061 , 20 , 1 , 3600, 0.026,true, true, 3,549.000, 549.000, 0.000, 549.000, 540.000, 0.018, 0.019, 0.005, 0.009, 3, 1, 0, 1, 0,5242,4234,3499,0.003
L_00000062 , 20 , 1 , 3600, 0.128,true, true, 31,567.000, 567.000, 0.000, 569.000, 560.000, 0.014, 0.081, 0.005, 0.060, 17, 1, 1, 0, 14,17511,13113,4498,0.001
L_00000063 , 20 , 1 , 3600, 0.049,true, true, 9,525.000, 525.000, 0.000, 549.000, 514.000, 0.016, 0.035, 0.001, 0.024, 5, 1, 0, 0, 4,9994,6959,2842,0.003
L_00000064 , 20 , 1 , 3600, 0.023,true, true, 3,624.000, 624.000, 0.000, 624.000, 623.000, 0.012, 0.014, 0.002, 0.006, 3, 1, 0, 1, 0,3578,2700,1209,0.0
L_00000065 , 20 , 1 , 3600, 0.021,true, true, 3,551.000, 551.000, 0.000, 551.000, 543.000, 0.013, 0.014, 0.000, 0.006, 3, 1, 0, 1, 0,2301,1604,1038,0.002
L_00000066 , 20 , 1 , 3600, 0.023,true, true, 5,555.000, 555.000, 0.000, 557.000, 547.000, 0.011, 0.015, 0.003, 0.005, 3, 1, 0, 0, 2,3362,2653,876,0.0
L_00000067 , 20 , 1 , 3600, 0.057,true, true, 21,588.000, 588.000, 0.000, 590.000, 583.000, 0.014, 0.023, 0.004, 0.008, 12, 1, 1, 0, 9,7137,4849,2700,0.001
L_00000068 , 20 , 1 , 3600, 0.023,true, true, 3,402.000, 402.000, 0.000, 402.000, 401.000, 0.013, 0.013, 0.004, 0.003, 3, 1, 0, 1, 0,1118,819,332,0.0
L_00000069 , 20 , 1 , 3600, 0.018,true, true, 3,359.000, 359.000, 0.000, 359.000, 353.000, 0.011, 0.012, 0.004, 0.004, 3, 1, 0, 1, 0,2847,2222,1480,0.001
L_00000070 , 20 , 1 , 3600, 0.020,true, true, 3,511.000, 511.000, 0.000, 511.000, 499.000, 0.012, 0.015, 0.003, 0.006, 3, 1, 0, 1, 0,3939,3054,1348,0.001
L_00000071 , 20 , 1 , 3600, 0.020,true, true, 3,516.000, 516.000, 0.000, 521.000, 504.000, 0.014, 0.015, 0.004, 0.007, 3, 1, 1, 0, 0,4167,3418,2235,0.001
L_00000072 , 20 , 1 , 3600, 0.156,true, true, 9,495.000, 495.000, 0.000, 495.000, 478.000, 0.012, 0.144, 0.015, 0.123, 9, 1, 0, 4, 0,32151,22017,17123,0.006
L_00000073 , 20 , 1 , 3600, 0.023,true, true, 3,555.000, 555.000, 0.000, 555.000, 547.000, 0.014, 0.016, 0.001, 0.006, 3, 1, 0, 1, 0,3216,2360,1397,0.001
L_00000074 , 20 , 1 , 3600, 0.025,true, true, 5,588.000, 588.000, 0.000, 589.000, 583.000, 0.014, 0.021, 0.002, 0.007, 4, 1, 1, 0, 1,4903,3673,2240,0.001
L_00000075 , 20 , 1 , 3600, 3.264,true, true, 63,500.000, 500.000, 0.000, 504.000, 486.000, 0.022, 3.228, 0.041, 3.155, 33, 1, 1, 0, 30,342260,202501,166760,0.04100000000000003
L_00000076 , 20 , 1 , 3600, 23.463,true, true, 801,453.000, 453.000, 0.000, 453.000, 434.000, 0.014, 23.247, 3.087, 15.254, 801, 1, 0, 400, 0,3681188,2215047,1167484,0.43900000000000033
L_00000077 , 20 , 1 , 3600, 0.025,true, true, 3,530.000, 530.000, 0.000, 530.000, 519.000, 0.011, 0.016, 0.002, 0.006, 3, 1, 0, 1, 0,3285,2483,709,0.0
L_00000078 , 20 , 1 , 3600, 0.020,true, true, 3,614.000, 614.000, 0.000, 614.000, 612.000, 0.013, 0.014, 0.000, 0.006, 3, 1, 0, 1, 0,4435,3447,2968,0.001
L_00000079 , 20 , 1 , 3600, 0.016,true, true, 3,595.000, 595.000, 0.000, 595.000, 591.000, 0.010, 0.010, 0.003, 0.003, 3, 1, 0, 1, 0,2384,1646,894,0.001
L_00000080 , 20 , 1 , 3600, 0.022,true, true, 5,527.000, 527.000, 0.000, 528.000, 516.000, 0.012, 0.014, 0.003, 0.004, 3, 1, 0, 0, 2,3429,2654,1251,0.001
L_00000081 , 20 , 1 , 3600, 0.026,true, true, 7,543.000, 543.000, 0.000, 547.000, 534.000, 0.010, 0.018, 0.004, 0.005, 5, 1, 1, 0, 2,6289,4689,2184,0.001
L_00000082 , 20 , 1 , 3600, 0.020,true, true, 3,619.000, 619.000, 0.000, 619.000, 617.000, 0.012, 0.014, 0.001, 0.008, 3, 1, 0, 1, 0,5362,3953,2347,0.001
L_00000083 , 20 , 1 , 3600, 0.019,true, true, 3,518.000, 518.000, 0.000, 518.000, 506.000, 0.009, 0.013, 0.001, 0.006, 3, 1, 0, 1, 0,4446,3363,2362,0.001
L_00000084 , 20 , 1 , 3600, 0.017,true, true, 3,537.000, 537.000, 0.000, 537.000, 527.000, 0.010, 0.011, 0.000, 0.005, 3, 1, 0, 1, 0,3496,2535,1775,0.0
L_00000085 , 20 , 1 , 3600, 0.022,true, true, 3,480.000, 480.000, 0.000, 480.000, 464.000, 0.010, 0.015, 0.002, 0.007, 3, 1, 0, 1, 0,5343,3802,2871,0.0
L_00000086 , 20 , 1 , 3600, 0.016,true, true, 3,517.000, 517.000, 0.000, 517.000, 505.000, 0.009, 0.010, 0.000, 0.003, 3, 1, 0, 1, 0,3012,2277,1502,0.001
L_00000087 , 20 , 1 , 3600, 0.077,true, true, 7,452.000, 452.000, 0.000, 452.000, 429.000, 0.009, 0.069, 0.007, 0.055, 7, 1, 0, 3, 0,24064,16467,15256,0.003
L_00000088 , 20 , 1 , 3600, 0.021,true, true, 3,594.000, 594.000, 0.000, 594.000, 590.000, 0.012, 0.015, 0.000, 0.008, 3, 1, 0, 1, 0,4389,3348,2537,0.002
L_00000089 , 20 , 1 , 3600, 0.020,true, true, 3,615.000, 615.000, 0.000, 615.000, 613.000, 0.011, 0.013, 0.001, 0.007, 3, 1, 0, 1, 0,4858,3548,2528,0.001
L_00000090 , 20 , 1 , 3600, 0.018,true, true, 5,512.000, 512.000, 0.000, 514.000, 500.000, 0.010, 0.011, 0.001, 0.004, 3, 1, 0, 0, 2,3278,2376,1671,0.001
L_00000091 , 20 , 1 , 3600, 0.019,true, true, 3,516.000, 516.000, 0.000, 516.000, 504.000, 0.011, 0.013, 0.003, 0.005, 3, 1, 0, 1, 0,4738,3397,2809,0.002
L_00000092 , 20 , 1 , 3600, 0.018,true, true, 3,538.000, 538.000, 0.000, 538.000, 528.000, 0.009, 0.012, 0.004, 0.005, 3, 1, 0, 1, 0,3284,2577,1146,0.001
L_00000093 , 20 , 1 , 3600, 0.017,true, true, 3,516.000, 516.000, 0.000, 516.000, 504.000, 0.009, 0.010, 0.004, 0.004, 3, 1, 0, 1, 0,2453,1887,777,0.001
L_00000094 , 20 , 1 , 3600, 0.017,true, true, 3,615.000, 615.000, 0.000, 615.000, 613.000, 0.010, 0.012, 0.000, 0.005, 3, 1, 0, 1, 0,2806,1963,954,0.001
L_00000095 , 20 , 1 , 3600, 0.046,true, true, 3,672.000, 672.000, 0.000, 672.000, 654.000, 0.012, 0.041, 0.003, 0.032, 3, 1, 0, 1, 0,13493,9073,5023,0.002
L_00000096 , 20 , 1 , 3600, 0.022,true, true, 3,580.000, 580.000, 0.000, 580.000, 574.000, 0.012, 0.015, 0.003, 0.008, 3, 1, 0, 1, 0,3760,2575,1844,0.001
L_00000097 , 20 , 1 , 3600, 0.022,true, true, 3,723.000, 723.000, 0.000, 723.000, 710.000, 0.011, 0.017, 0.000, 0.010, 3, 1, 0, 1, 0,5085,3532,1483,0.001
L_00000098 , 20 , 1 , 3600, 0.015,true, true, 3,633.000, 633.000, 0.000, 633.000, 633.000, 0.009, 0.009, 0.000, 0.002, 1, 0, 0, 0, 2,1783,1265,817,0.0
L_00000099 , 20 , 1 , 3600, 0.083,true, true, 7,452.000, 452.000, 0.000, 452.000, 433.000, 0.010, 0.076, 0.003, 0.063, 7, 1, 0, 3, 0,21337,15094,12398,0.006
L_00000100 , 30 , 1 , 3600, 0.021,true, true, 3,858.000, 858.000, 0.000, 858.000, 858.000, 0.015, 0.015, 0.002, 0.007, 1, 0, 0, 0, 2,4029,2836,1865,0.001
L_00000101 , 30 , 1 , 3600, 0.031,true, true, 3,855.000, 855.000, 0.000, 855.000, 855.000, 0.024, 0.024, 0.007, 0.012, 1, 0, 0, 0, 2,8173,6234,4002,0.002
L_00000102 , 30 , 1 , 3600, 0.082,true, true, 13,936.000, 936.000, 0.000, 939.000, 922.000, 0.032, 0.072, 0.011, 0.051, 7, 1, 0, 0, 6,28785,21488,16203,0.007
L_00000103 , 30 , 1 , 3600, 0.063,true, true, 3,893.000, 893.000, 0.000, 893.000, 875.000, 0.020, 0.057, 0.005, 0.046, 3, 1, 0, 1, 0,23754,17609,15069,0.004
L_00000104 , 30 , 1 , 3600, 0.049,true, true, 7,726.000, 726.000, 0.000, 727.000, 713.000, 0.011, 0.040, 0.005, 0.029, 5, 1, 1, 0, 2,17675,14142,7850,0.003
L_00000105 , 30 , 1 , 3600, 0.027,true, true, 5,834.000, 834.000, 0.000, 835.000, 832.000, 0.018, 0.022, 0.002, 0.010, 3, 1, 0, 0, 2,6321,4659,2049,0.004
L_00000106 , 30 , 1 , 3600, 0.035,true, true, 3,843.000, 843.000, 0.000, 843.000, 842.000, 0.019, 0.029, 0.005, 0.018, 3, 1, 0, 1, 0,10201,7564,3908,0.003
L_00000107 , 30 , 1 , 3600, 2.931,true, true, 247,933.000, 933.000, 0.000, 941.000, 919.000, 0.019, 2.885, 0.159, 2.558, 126, 1, 1, 1, 121,403846,285497,137113,0.07500000000000005
L_00000108 , 30 , 1 , 3600, 0.431,true, true, 49,805.000, 805.000, 0.000, 807.000, 800.000, 0.020, 0.417, 0.018, 0.374, 25, 1, 0, 0, 24,68859,57040,17269,0.024000000000000014
L_00000109 , 30 , 1 , 3600, 0.071,true, true, 3,897.000, 897.000, 0.000, 897.000, 879.000, 0.023, 0.050, 0.004, 0.038, 3, 1, 0, 1, 0,17630,13062,8621,0.006
L_00000110 , 30 , 1 , 3600, 0.062,true, true, 9,783.000, 783.000, 0.000, 784.000, 776.000, 0.018, 0.052, 0.003, 0.040, 5, 1, 0, 0, 4,19953,15914,10290,0.005
L_00000111 , 30 , 1 , 3600, 0.136,true, true, 5,807.000, 807.000, 0.000, 808.000, 802.000, 0.109, 0.130, 0.002, 0.083, 3, 1, 0, 0, 2,32484,27095,20607,0.008
L_00000112 , 30 , 1 , 3600, 0.033,true, true, 3,758.000, 758.000, 0.000, 758.000, 748.000, 0.016, 0.028, 0.001, 0.020, 3, 1, 0, 1, 0,10868,8169,3316,0.001
L_00000113 , 30 , 1 , 3600, 0.104,true, true, 11,782.000, 782.000, 0.000, 783.000, 775.000, 0.019, 0.094, 0.007, 0.081, 6, 1, 0, 0, 5,22016,17608,6102,0.006
L_00000114 , 30 , 1 , 3600, 0.135,true, true, 45,987.000, 987.000, 0.000, 992.000, 978.000, 0.027, 0.120, 0.014, 0.093, 23, 1, 0, 0, 22,34232,26071,10617,0.009000000000000001
L_00000115 , 30 , 1 , 3600, 0.077,true, true, 27,813.000, 813.000, 0.000, 815.000, 809.000, 0.021, 0.063, 0.009, 0.048, 14, 1, 0, 0, 13,19321,13377,4945,0.008
L_00000116 , 30 , 1 , 3600, 1.296,true, true, 53,784.000, 784.000, 0.000, 786.000, 777.000, 0.025, 1.282, 0.021, 1.246, 27, 1, 0, 0, 26,141851,119396,61086,0.01900000000000001
L_00000117 , 30 , 1 , 3600, 0.098,true, true, 7,902.000, 902.000, 0.000, 902.000, 882.000, 0.024, 0.090, 0.011, 0.070, 7, 1, 0, 3, 0,29364,21327,14944,0.007
L_00000118 , 30 , 1 , 3600, 0.038,true, true, 5,850.000, 850.000, 0.000, 858.000, 849.000, 0.022, 0.033, 0.004, 0.021, 3, 1, 0, 0, 2,11205,8934,4937,0.003
L_00000119 , 30 , 1 , 3600, 0.085,true, true, 13,932.000, 932.000, 0.000, 933.000, 918.000, 0.023, 0.077, 0.005, 0.060, 7, 1, 0, 0, 6,30020,22172,14899,0.007
L_00000120 , 30 , 1 , 3600, 0.441,true, true, 89,1079.000, 1079.000, 0.000, 1116.000, 1079.000, 0.044, 0.408, 0.048, 0.334, 45, 1, 0, 0, 44,88782,62506,28785,0.024000000000000014
L_00000121 , 30 , 1 , 3600, 0.029,true, true, 3,817.000, 817.000, 0.000, 817.000, 813.000, 0.022, 0.023, 0.002, 0.013, 3, 1, 0, 1, 0,10658,8164,7958,0.001
L_00000122 , 30 , 1 , 3600, 0.045,true, true, 3,743.000, 743.000, 0.000, 743.000, 732.000, 0.011, 0.040, 0.002, 0.031, 3, 1, 0, 1, 0,12362,9422,3427,0.0
L_00000123 , 30 , 1 , 3600, 0.044,true, true, 5,810.000, 810.000, 0.000, 812.000, 805.000, 0.029, 0.038, 0.004, 0.030, 3, 1, 0, 0, 2,12921,9918,4633,0.004
L_00000124 , 30 , 1 , 3600, 0.027,true, true, 3,809.000, 809.000, 0.000, 810.000, 804.000, 0.016, 0.017, 0.004, 0.007, 3, 1, 1, 0, 0,5137,3666,2240,0.0
L_00000125 , 30 , 1 , 3600, 0.026,true, true, 3,847.000, 847.000, 0.000, 847.000, 846.000, 0.017, 0.020, 0.006, 0.009, 3, 1, 0, 1, 0,7096,5175,2342,0.001
L_00000126 , 30 , 1 , 3600, 0.045,true, true, 5,811.000, 811.000, 0.000, 812.000, 807.000, 0.033, 0.040, 0.004, 0.031, 3, 1, 0, 0, 2,16234,12325,9673,0.005
L_00000127 , 30 , 1 , 3600, 0.111,true, true, 3,915.000, 915.000, 0.000, 915.000, 899.000, 0.020, 0.105, 0.005, 0.094, 3, 1, 0, 1, 0,28103,22362,12701,0.006
L_00000128 , 30 , 1 , 3600, 0.058,true, true, 3,823.000, 823.000, 0.000, 823.000, 820.000, 0.050, 0.052, 0.004, 0.043, 3, 1, 0, 1, 0,22212,17990,14460,0.008
L_00000129 , 30 , 1 , 3600, 0.027,true, true, 3,828.000, 828.000, 0.000, 828.000, 825.000, 0.020, 0.023, 0.001, 0.014, 3, 1, 0, 1, 0,7176,5536,2581,0.002
L_00000130 , 30 , 1 , 3600, 0.037,true, true, 3,833.000, 833.000, 0.000, 833.000, 831.000, 0.026, 0.031, 0.001, 0.023, 3, 1, 0, 1, 0,14674,12307,5066,0.006
L_00000131 , 30 , 1 , 3600, 5.368,true, true, 349,1044.000, 1044.000, 0.000, 1046.000, 1041.000, 0.023, 5.286, 0.349, 4.545, 212, 1, 1, 36, 137,1048363,744292,189378,0.1570000000000001
L_00000132 , 30 , 1 , 3600, 0.025,true, true, 3,850.000, 850.000, 0.000, 850.000, 849.000, 0.016, 0.018, 0.000, 0.011, 3, 1, 0, 1, 0,6652,4429,3520,0.003
