instName, numOfJobs, numOfThreads, timeLimit, timeCost, feasible, optimal, numOfNodes, globalUB, globalLB, gap,timeOnModel, timeOnOptimize, numOfVariables, numOfConstraints, gurobiModelStatus
L_00000214, 50, 1, 3600.0, 1.460, true, true, 46, 1367, 1367, 0.000 , 0.004, 1.456, 2601, 251, 2
L_00000215, 50, 1, 3600.0, 2.148, true, true, 175, 1551, 1551, 0.000 , 0.004, 2.144, 2601, 251, 2
L_00000216, 50, 1, 3600.0, 0.886, true, true, 13, 1299, 1299, 0.000 , 0.007, 0.879, 2601, 251, 2
L_00000217, 50, 1, 3600.0, 0.975, true, true, 25, 1448, 1448, 0.000 , 0.004, 0.971, 2601, 251, 2
L_00000218, 50, 1, 3600.0, 0.992, true, true, 26, 1552, 1552, 0.000 , 0.004, 0.988, 2601, 251, 2
L_00000219, 50, 1, 3600.0, 1.082, true, true, 25, 1433, 1433, 0.000 , 0.004, 1.078, 2601, 251, 2
L_00000220, 50, 1, 3600.0, 1.140, true, true, 15, 1492, 1492, 0.000 , 0.003, 1.137, 2601, 251, 2
L_00000221, 50, 1, 3600.0, 1.963, true, true, 134, 1556, 1556, 0.000 , 0.006, 1.957, 2601, 251, 2
L_00000222, 50, 1, 3600.0, 1.729, true, true, 49, 1368, 1368, 0.000 , 0.005, 1.724, 2601, 251, 2
L_00000223, 50, 1, 3600.0, 1.304, true, true, 66, 1370, 1370, 0.000 , 0.005, 1.299, 2601, 251, 2
L_00000224, 50, 1, 3600.0, 12.153, true, true, 512, 1520, 1520, 0.000 , 0.005, 12.148, 2601, 251, 2
L_00000225, 50, 1, 3600.0, 1.585, true, true, 15, 1502, 1502, 0.000 , 0.005, 1.580, 2601, 251, 2
L_00000226, 50, 1, 3600.0, 1.107, true, true, 13, 1280, 1280, 0.000 , 0.004, 1.103, 2601, 251, 2
L_00000227, 50, 1, 3600.0, 2.198, true, true, 59, 1623, 1623, 0.000 , 0.004, 2.194, 2601, 251, 2
L_00000228, 50, 1, 3600.0, 1.230, true, true, 15, 1356, 1356, 0.000 , 0.003, 1.227, 2601, 251, 2
L_00000229, 50, 1, 3600.0, 2.510, true, true, 102, 1394, 1394, 0.000 , 0.006, 2.504, 2601, 251, 2
L_00000230, 50, 1, 3600.0, 1.067, true, true, 15, 1415, 1415, 0.000 , 0.004, 1.063, 2601, 251, 2
L_00000231, 50, 1, 3600.0, 1.072, true, true, 13, 1157, 1157, 0.000 , 0.004, 1.068, 2601, 251, 2
L_00000232, 50, 1, 3600.0, 0.607, true, true, 1, 1291, 1291, 0.000 , 0.004, 0.603, 2601, 251, 2
L_00000233, 50, 1, 3600.0, 0.944, true, true, 13, 1247, 1247, 0.000 , 0.004, 0.940, 2601, 251, 2
L_00000234, 50, 1, 3600.0, 1.146, true, true, 20, 1581, 1581, 0.000 , 0.004, 1.142, 2601, 251, 2
L_00000235, 50, 1, 3600.0, 1.263, true, true, 18, 1246, 1246, 0.000 , 0.006, 1.257, 2601, 251, 2
L_00000236, 50, 1, 3600.0, 0.914, true, true, 15, 1431, 1431, 0.000 , 0.004, 0.910, 2601, 251, 2
L_00000237, 50, 1, 3600.0, 1.177, true, true, 402, 1357, 1357, 0.000 , 0.004, 1.173, 2601, 251, 2
L_00000238, 50, 1, 3600.0, 0.991, true, true, 22, 1361, 1361, 0.000 , 0.005, 0.986, 2601, 251, 2
L_00000239, 50, 1, 3600.0, 1.005, true, true, 15, 1480, 1480, 0.000 , 0.004, 1.001, 2601, 251, 2
L_00000240, 50, 1, 3600.0, 0.910, true, true, 15, 1492, 1492, 0.000 , 0.004, 0.906, 2601, 251, 2
L_00000241, 50, 1, 3600.0, 1.120, true, true, 15, 1469, 1469, 0.000 , 0.004, 1.116, 2601, 251, 2
L_00000242, 50, 1, 3600.0, 0.985, true, true, 15, 1393, 1393, 0.000 , 0.005, 0.980, 2601, 251, 2
L_00000243, 50, 1, 3600.0, 1.003, true, true, 15, 1484, 1484, 0.000 , 0.004, 0.999, 2601, 251, 2
L_00000244, 50, 1, 3600.0, 2.529, true, true, 112, 1355, 1355, 0.000 , 0.005, 2.524, 2601, 251, 2
L_00000245, 50, 1, 3600.0, 2.076, true, true, 57, 1436, 1436, 0.000 , 0.006, 2.070, 2601, 251, 2
L_00000246, 50, 1, 3600.0, 0.908, true, true, 1, 1518, 1518, 0.000 , 0.005, 0.903, 2601, 251, 2
L_00000247, 50, 1, 3600.0, 5.541, true, true, 278, 1554, 1554, 0.000 , 0.004, 5.537, 2601, 251, 2
L_00000248, 50, 1, 3600.0, 0.909, true, true, 15, 1491, 1491, 0.000 , 0.005, 0.904, 2601, 251, 2
L_00000249, 50, 1, 3600.0, 0.721, true, true, 15, 1448, 1448, 0.000 , 0.004, 0.717, 2601, 251, 2
L_00000250, 60, 1, 3600.0, 2.561, true, true, 34, 1891, 1891, 0.000 , 0.005, 2.556, 3721, 301, 2
L_00000251, 60, 1, 3600.0, 1.412, true, true, 17, 1618, 1618, 0.000 , 0.007, 1.405, 3721, 301, 2
L_00000252, 60, 1, 3600.0, 2.272, true, true, 35, 1653, 1653, 0.000 , 0.007, 2.265, 3721, 301, 2
L_00000253, 60, 1, 3600.0, 2.942, true, true, 47, 1575, 1575, 0.000 , 0.007, 2.935, 3721, 301, 2
L_00000254, 60, 1, 3600.0, 1.618, true, true, 22, 1937, 1937, 0.000 , 0.006, 1.612, 3721, 301, 2
L_00000255, 60, 1, 3600.0, 2.027, true, true, 24, 1631, 1631, 0.000 , 0.005, 2.022, 3721, 301, 2
L_00000256, 60, 1, 3600.0, 2.420, true, true, 25, 1647, 1647, 0.000 , 0.006, 2.414, 3721, 301, 2
L_00000257, 60, 1, 3600.0, 2.233, true, true, 29, 1797, 1797, 0.000 , 0.005, 2.228, 3721, 301, 2
L_00000258, 60, 1, 3600.0, 1.616, true, true, 17, 1635, 1635, 0.000 , 0.006, 1.610, 3721, 301, 2
L_00000259, 60, 1, 3600.0, 1.632, true, true, 15, 1499, 1499, 0.000 , 0.006, 1.626, 3721, 301, 2
L_00000260, 60, 1, 3600.0, 4.947, true, true, 65, 1670, 1670, 0.000 , 0.008, 4.939, 3721, 301, 2
L_00000261, 60, 1, 3600.0, 18.669, true, true, 304, 1793, 1793, 0.000 , 0.005, 18.664, 3721, 301, 2
L_00000262, 60, 1, 3600.0, 1.404, true, true, 17, 1672, 1672, 0.000 , 0.007, 1.397, 3721, 301, 2
L_00000263, 60, 1, 3600.0, 3.718, true, true, 52, 1614, 1614, 0.000 , 0.006, 3.712, 3721, 301, 2
L_00000264, 60, 1, 3600.0, 1.196, true, true, 17, 1637, 1637, 0.000 , 0.008, 1.188, 3721, 301, 2
L_00000265, 60, 1, 3600.0, 5.404, true, true, 77, 1813, 1813, 0.000 , 0.009, 5.395, 3721, 301, 2
L_00000266, 60, 1, 3600.0, 2.310, true, true, 22, 1859, 1859, 0.000 , 0.008, 2.302, 3721, 301, 2
L_00000267, 60, 1, 3600.0, 2.382, true, true, 35, 1615, 1615, 0.000 , 0.007, 2.375, 3721, 301, 2
L_00000268, 60, 1, 3600.0, 1.734, true, true, 17, 1727, 1727, 0.000 , 0.007, 1.727, 3721, 301, 2
L_00000269, 60, 1, 3600.0, 4.575, true, true, 69, 1794, 1794, 0.000 , 0.008, 4.567, 3721, 301, 2
L_00000270, 60, 1, 3600.0, 3.127, true, true, 39, 1552, 1552, 0.000 , 0.005, 3.122, 3721, 301, 2
L_00000271, 60, 1, 3600.0, 2.718, true, true, 34, 1559, 1559, 0.000 , 0.005, 2.713, 3721, 301, 2
L_00000272, 60, 1, 3600.0, 1.364, true, true, 17, 1698, 1698, 0.000 , 0.007, 1.357, 3721, 301, 2
L_00000273, 60, 1, 3600.0, 4.890, true, true, 170, 1833, 1833, 0.000 , 0.008, 4.882, 3721, 301, 2
L_00000274, 60, 1, 3600.0, 35.343, true, true, 710, 1566, 1566, 0.000 , 0.007, 35.336, 3721, 301, 2
L_00000275, 60, 1, 3600.0, 1.405, true, true, 26, 1721, 1721, 0.000 , 0.006, 1.399, 3721, 301, 2
L_00000276, 60, 1, 3600.0, 15.387, true, true, 517, 1794, 1794, 0.000 , 0.009, 15.378, 3721, 301, 2
L_00000277, 60, 1, 3600.0, 3.050, true, true, 31, 1847, 1847, 0.000 , 0.010, 3.040, 3721, 301, 2
L_00000278, 60, 1, 3600.0, 2.136, true, true, 15, 1462, 1462, 0.000 , 0.005, 2.131, 3721, 301, 2
L_00000279, 60, 1, 3600.0, 2.195, true, true, 39, 1647, 1647, 0.000 , 0.007, 2.188, 3721, 301, 2
L_00000280, 60, 1, 3600.0, 1.385, true, true, 17, 1647, 1647, 0.000 , 0.006, 1.379, 3721, 301, 2
L_00000281, 60, 1, 3600.0, 1.655, true, true, 17, 1657, 1657, 0.000 , 0.006, 1.649, 3721, 301, 2
L_00000282, 60, 1, 3600.0, 1.547, true, true, 25, 1614, 1614, 0.000 , 0.008, 1.539, 3721, 301, 2
L_00000283, 60, 1, 3600.0, 3.153, true, true, 61, 1884, 1884, 0.000 , 0.007, 3.146, 3721, 301, 2
L_00000284, 60, 1, 3600.0, 7.250, true, true, 132, 1774, 1774, 0.000 , 0.024, 7.226, 3721, 301, 2
L_00000285, 60, 1, 3600.0, 3.151, true, true, 53, 1585, 1585, 0.000 , 0.006, 3.145, 3721, 301, 2
L_00000286, 60, 1, 3600.0, 2.271, true, true, 23, 1782, 1782, 0.000 , 0.006, 2.265, 3721, 301, 2
L_00000287, 60, 1, 3600.0, 1.423, true, true, 29, 1618, 1618, 0.000 , 0.006, 1.417, 3721, 301, 2
L_00000288, 60, 1, 3600.0, 1.530, true, true, 17, 1629, 1629, 0.000 , 0.005, 1.525, 3721, 301, 2
L_00000289, 60, 1, 3600.0, 3.756, true, true, 82, 1578, 1578, 0.000 , 0.004, 3.752, 3721, 301, 2
L_00000290, 60, 1, 3600.0, 1.833, true, true, 79, 1625, 1625, 0.000 , 0.005, 1.828, 3721, 301, 2
L_00000291, 60, 1, 3600.0, 1.359, true, true, 19, 1832, 1832, 0.000 , 0.007, 1.352, 3721, 301, 2
L_00000292, 60, 1, 3600.0, 1.384, true, true, 25, 1773, 1773, 0.000 , 0.007, 1.377, 3721, 301, 2
L_00000293, 60, 1, 3600.0, 1.948, true, true, 17, 1674, 1674, 0.000 , 0.005, 1.943, 3721, 301, 2
L_00000294, 60, 1, 3600.0, 2.859, true, true, 49, 1668, 1668, 0.000 , 0.004, 2.855, 3721, 301, 2
L_00000295, 60, 1, 3600.0, 2.049, true, true, 27, 1706, 1706, 0.000 , 0.006, 2.043, 3721, 301, 2
L_00000296, 60, 1, 3600.0, 2.336, true, true, 31, 1443, 1443, 0.000 , 0.005, 2.331, 3721, 301, 2
L_00000297, 60, 1, 3600.0, 1.990, true, true, 40, 1721, 1721, 0.000 , 0.004, 1.986, 3721, 301, 2
L_00000298, 60, 1, 3600.0, 2.594, true, true, 29, 1831, 1831, 0.000 , 0.006, 2.588, 3721, 301, 2
L_00000299, 60, 1, 3600.0, 1.226, true, true, 17, 1726, 1726, 0.000 , 0.004, 1.222, 3721, 301, 2
L_00000300, 70, 1, 3600.0, 5.426, true, true, 70, 1814, 1814, 0.000 , 0.007, 5.419, 5041, 351, 2
L_00000301, 70, 1, 3600.0, 5.359, true, true, 56, 2075, 2075, 0.000 , 0.006, 5.353, 5041, 351, 2
L_00000302, 70, 1, 3600.0, 2.224, true, true, 26, 1940, 1940, 0.000 , 0.006, 2.218, 5041, 351, 2
L_00000303, 70, 1, 3600.0, 91.400, true, true, 1096, 1993, 1993, 0.000 , 0.006, 91.394, 5041, 351, 2
L_00000304, 70, 1, 3600.0, 4.445, true, true, 51, 2048, 2048, 0.000 , 0.008, 4.437, 5041, 351, 2
L_00000305, 70, 1, 3600.0, 7.497, true, true, 52, 1879, 1879, 0.000 , 0.008, 7.489, 5041, 351, 2
L_00000306, 70, 1, 3600.0, 3.845, true, true, 47, 1918, 1918, 0.000 , 0.006, 3.839, 5041, 351, 2
L_00000307, 70, 1, 3600.0, 4.002, true, true, 51, 2159, 2159, 0.000 , 0.006, 3.996, 5041, 351, 2
L_00000308, 70, 1, 3600.0, 7.266, true, true, 76, 1880, 1880, 0.000 , 0.011, 7.255, 5041, 351, 2
L_00000309, 70, 1, 3600.0, 4.330, true, true, 26, 1945, 1945, 0.000 , 0.007, 4.323, 5041, 351, 2
L_00000310, 70, 1, 3600.0, 3.264, true, true, 21, 1999, 1999, 0.000 , 0.007, 3.257, 5041, 351, 2
L_00000311, 70, 1, 3600.0, 12.923, true, true, 193, 2095, 2095, 0.000 , 0.006, 12.917, 5041, 351, 2
L_00000312, 70, 1, 3600.0, 4.477, true, true, 70, 1855, 1855, 0.000 , 0.006, 4.471, 5041, 351, 2
L_00000313, 70, 1, 3600.0, 5.730, true, true, 65, 1865, 1865, 0.000 , 0.007, 5.723, 5041, 351, 2
L_00000314, 70, 1, 3600.0, 2.492, true, true, 25, 1656, 1656, 0.000 , 0.007, 2.485, 5041, 351, 2
L_00000315, 70, 1, 3600.0, 2.961, true, true, 19, 1792, 1792, 0.000 , 0.010, 2.951, 5041, 351, 2
L_00000316, 70, 1, 3600.0, 3.093, true, true, 27, 1939, 1939, 0.000 , 0.007, 3.086, 5041, 351, 2
L_00000317, 70, 1, 3600.0, 57.973, true, true, 1809, 1995, 1995, 0.000 , 0.007, 57.966, 5041, 351, 2
L_00000318, 70, 1, 3600.0, 9.148, true, true, 77, 2308, 2308, 0.000 , 0.012, 9.136, 5041, 351, 2
L_00000319, 70, 1, 3600.0, 2.931, true, true, 17, 1734, 1734, 0.000 , 0.009, 2.922, 5041, 351, 2
L_00000320, 70, 1, 3600.0, 5.252, true, true, 43, 1861, 1861, 0.000 , 0.006, 5.246, 5041, 351, 2
L_00000321, 70, 1, 3600.0, 3.722, true, true, 27, 1923, 1923, 0.000 , 0.006, 3.716, 5041, 351, 2
L_00000322, 70, 1, 3600.0, 4.539, true, true, 97, 2074, 2074, 0.000 , 0.007, 4.532, 5041, 351, 2
L_00000323, 70, 1, 3600.0, 3.213, true, true, 21, 2013, 2013, 0.000 , 0.008, 3.205, 5041, 351, 2
L_00000324, 70, 1, 3600.0, 10.706, true, true, 65, 2047, 2047, 0.000 , 0.007, 10.699, 5041, 351, 2
L_00000325, 70, 1, 3600.0, 3.557, true, true, 41, 1840, 1840, 0.000 , 0.007, 3.550, 5041, 351, 2
L_00000326, 70, 1, 3600.0, 3.192, true, true, 31, 1942, 1942, 0.000 , 0.006, 3.186, 5041, 351, 2
L_00000327, 70, 1, 3600.0, 48.564, true, true, 920, 1554, 1554, 0.000 , 0.009, 48.555, 5041, 351, 2
L_00000328, 70, 1, 3600.0, 3.694, true, true, 49, 1824, 1824, 0.000 , 0.007, 3.687, 5041, 351, 2
L_00000329, 70, 1, 3600.0, 9.300, true, true, 84, 1805, 1805, 0.000 , 0.007, 9.293, 5041, 351, 2
L_00000330, 70, 1, 3600.0, 4.139, true, true, 27, 1988, 1988, 0.000 , 0.009, 4.130, 5041, 351, 2
L_00000331, 70, 1, 3600.0, 15.251, true, true, 181, 1795, 1795, 0.000 , 0.008, 15.243, 5041, 351, 2
L_00000332, 70, 1, 3600.0, 62.330, true, true, 1364, 1771, 1771, 0.000 , 0.006, 62.324, 5041, 351, 2
L_00000333, 70, 1, 3600.0, 6.475, true, true, 57, 2000, 2000, 0.000 , 0.010, 6.465, 5041, 351, 2
L_00000334, 70, 1, 3600.0, 4.608, true, true, 23, 2350, 2350, 0.000 , 0.011, 4.597, 5041, 351, 2
L_00000335, 70, 1, 3600.0, 33.136, true, true, 360, 1796, 1796, 0.000 , 0.009, 33.127, 5041, 351, 2
L_00000336, 70, 1, 3600.0, 12.714, true, true, 227, 1988, 1988, 0.000 , 0.010, 12.704, 5041, 351, 2
L_00000337, 70, 1, 3600.0, 22.187, true, true, 539, 1960, 1960, 0.000 , 0.006, 22.181, 5041, 351, 2
L_00000338, 70, 1, 3600.0, 2.898, true, true, 24, 1834, 1834, 0.000 , 0.008, 2.890, 5041, 351, 2
L_00000339, 70, 1, 3600.0, 8.984, true, true, 81, 2083, 2083, 0.000 , 0.007, 8.977, 5041, 351, 2
L_00000340, 70, 1, 3600.0, 6.094, true, true, 63, 1921, 1921, 0.000 , 0.010, 6.084, 5041, 351, 2
L_00000341, 70, 1, 3600.0, 7.319, true, true, 61, 1854, 1854, 0.000 , 0.008, 7.311, 5041, 351, 2
L_00000342, 70, 1, 3600.0, 2.403, true, true, 21, 2159, 2159, 0.000 , 0.006, 2.397, 5041, 351, 2
L_00000343, 70, 1, 3600.0, 3.198, true, true, 19, 1935, 1935, 0.000 , 0.013, 3.185, 5041, 351, 2
L_00000344, 70, 1, 3600.0, 4.810, true, true, 154, 2263, 2263, 0.000 , 0.007, 4.803, 5041, 351, 2
L_00000345, 70, 1, 3600.0, 3.720, true, true, 25, 1719, 1719, 0.000 , 0.007, 3.713, 5041, 351, 2
L_00000346, 70, 1, 3600.0, 11.352, true, true, 337, 1946, 1946, 0.000 , 0.009, 11.343, 5041, 351, 2
L_00000347, 70, 1, 3600.0, 3.270, true, true, 19, 1819, 1819, 0.000 , 0.006, 3.264, 5041, 351, 2
L_00000348, 70, 1, 3600.0, 1.836, true, true, 17, 1676, 1676, 0.000 , 0.009, 1.827, 5041, 351, 2
L_00000349, 70, 1, 3600.0, 3.205, true, true, 25, 1710, 1710, 0.000 , 0.006, 3.199, 5041, 351, 2
L_00000350, 80, 1, 3600.0, 10.413, true, true, 163, 2063, 2063, 0.000 , 0.010, 10.403, 6561, 401, 2
L_00000351, 80, 1, 3600.0, 13.269, true, true, 105, 2123, 2123, 0.000 , 0.010, 13.259, 6561, 401, 2
L_00000352, 80, 1, 3600.0, 42.583, true, true, 370, 2224, 2224, 0.000 , 0.010, 42.573, 6561, 401, 2
L_00000353, 80, 1, 3600.0, 21.517, true, true, 117, 2076, 2076, 0.000 , 0.008, 21.509, 6561, 401, 2
L_00000354, 80, 1, 3600.0, 4.221, true, true, 23, 2399, 2399, 0.000 , 0.010, 4.211, 6561, 401, 2
L_00000355, 80, 1, 3600.0, 52.134, true, true, 588, 2036, 2036, 0.000 , 0.010, 52.124, 6561, 401, 2
L_00000356, 80, 1, 3600.0, 4.811, true, true, 23, 2236, 2236, 0.000 , 0.010, 4.801, 6561, 401, 2
L_00000357, 80, 1, 3600.0, 32.731, true, true, 512, 2180, 2180, 0.000 , 0.013, 32.718, 6561, 401, 2
L_00000358, 80, 1, 3600.0, 11.078, true, true, 115, 2054, 2054, 0.000 , 0.011, 11.067, 6561, 401, 2
L_00000359, 80, 1, 3600.0, 15.184, true, true, 63, 2233, 2233, 0.000 , 0.012, 15.172, 6561, 401, 2
L_00000360, 80, 1, 3600.0, 9.151, true, true, 42, 2505, 2505, 0.000 , 0.013, 9.138, 6561, 401, 2
L_00000361, 80, 1, 3600.0, 8.203, true, true, 67, 2279, 2279, 0.000 , 0.011, 8.192, 6561, 401, 2
L_00000362, 80, 1, 3600.0, 73.194, true, true, 507, 2448, 2448, 0.000 , 0.011, 73.183, 6561, 401, 2
L_00000363, 80, 1, 3600.0, 6.039, true, true, 23, 2171, 2171, 0.000 , 0.009, 6.030, 6561, 401, 2
L_00000364, 80, 1, 3600.0, 3.970, true, true, 25, 2395, 2395, 0.000 , 0.009, 3.961, 6561, 401, 2
L_00000365, 80, 1, 3600.0, 10.645, true, true, 126, 2300, 2300, 0.000 , 0.010, 10.635, 6561, 401, 2
L_00000366, 80, 1, 3600.0, 23.738, true, true, 145, 2294, 2294, 0.000 , 0.033, 23.705, 6561, 401, 2
L_00000367, 80, 1, 3600.0, 62.428, true, true, 381, 2423, 2423, 0.000 , 0.011, 62.417, 6561, 401, 2
L_00000368, 80, 1, 3600.0, 4.173, true, true, 21, 2175, 2175, 0.000 , 0.007, 4.166, 6561, 401, 2
L_00000369, 80, 1, 3600.0, 10.832, true, true, 61, 2357, 2357, 0.000 , 0.007, 10.825, 6561, 401, 2
L_00000370, 80, 1, 3600.0, 28.561, true, true, 271, 2268, 2268, 0.000 , 0.007, 28.554, 6561, 401, 2
L_00000371, 80, 1, 3600.0, 3.584, true, true, 24, 2390, 2390, 0.000 , 0.009, 3.575, 6561, 401, 2
L_00000372, 80, 1, 3600.0, 8.029, true, true, 49, 2353, 2353, 0.000 , 0.009, 8.020, 6561, 401, 2
L_00000373, 80, 1, 3600.0, 16.993, true, true, 98, 2458, 2458, 0.000 , 0.007, 16.986, 6561, 401, 2
L_00000374, 80, 1, 3600.0, 537.031, true, true, 3161, 2204, 2204, 0.000 , 0.008, 537.023, 6561, 401, 2
L_00000375, 80, 1, 3600.0, 4.018, true, true, 25, 2392, 2392, 0.000 , 0.009, 4.009, 6561, 401, 2
L_00000376, 80, 1, 3600.0, 9.566, true, true, 111, 2082, 2082, 0.000 , 0.009, 9.557, 6561, 401, 2
L_00000377, 80, 1, 3600.0, 11.015, true, true, 49, 2237, 2237, 0.000 , 0.009, 11.006, 6561, 401, 2
L_00000378, 80, 1, 3600.0, 9.010, true, true, 55, 2257, 2257, 0.000 , 0.008, 9.002, 6561, 401, 2
L_00000379, 80, 1, 3600.0, 3.796, true, true, 23, 2375, 2375, 0.000 , 0.010, 3.786, 6561, 401, 2
L_00000380, 80, 1, 3600.0, 12.260, true, true, 71, 2253, 2253, 0.000 , 0.016, 12.244, 6561, 401, 2
L_00000381, 80, 1, 3600.0, 3.668, true, true, 35, 2020, 2020, 0.000 , 0.010, 3.658, 6561, 401, 2
L_00000382, 80, 1, 3600.0, 9.510, true, true, 55, 2326, 2326, 0.000 , 0.011, 9.499, 6561, 401, 2
L_00000383, 80, 1, 3600.0, 5.020, true, true, 21, 2169, 2169, 0.000 , 0.011, 5.009, 6561, 401, 2
L_00000384, 80, 1, 3600.0, 4.513, true, true, 27, 2177, 2177, 0.000 , 0.009, 4.504, 6561, 401, 2
L_00000385, 80, 1, 3600.0, 9.289, true, true, 51, 2383, 2383, 0.000 , 0.009, 9.280, 6561, 401, 2
L_00000386, 80, 1, 3600.0, 39.139, true, true, 183, 2294, 2294, 0.000 , 0.010, 39.129, 6561, 401, 2
L_00000387, 80, 1, 3600.0, 15.645, true, true, 105, 2285, 2285, 0.000 , 0.011, 15.634, 6561, 401, 2
L_00000388, 80, 1, 3600.0, 4.576, true, true, 65, 2127, 2127, 0.000 , 0.014, 4.562, 6561, 401, 2
L_00000389, 80, 1, 3600.0, 7.727, true, true, 41, 2325, 2325, 0.000 , 0.011, 7.716, 6561, 401, 2
L_00000390, 80, 1, 3600.0, 30.122, true, true, 176, 2222, 2222, 0.000 , 0.009, 30.113, 6561, 401, 2
L_00000391, 80, 1, 3600.0, 5.199, true, true, 38, 2099, 2099, 0.000 , 0.010, 5.189, 6561, 401, 2
L_00000392, 80, 1, 3600.0, 4.929, true, true, 39, 2104, 2104, 0.000 , 0.009, 4.920, 6561, 401, 2
L_00000393, 80, 1, 3600.0, 26.220, true, true, 140, 2224, 2224, 0.000 , 0.012, 26.208, 6561, 401, 2
L_00000394, 80, 1, 3600.0, 6.126, true, true, 25, 2573, 2573, 0.000 , 0.010, 6.116, 6561, 401, 2
L_00000395, 80, 1, 3600.0, 3.928, true, true, 43, 2273, 2273, 0.000 , 0.010, 3.918, 6561, 401, 2
L_00000396, 80, 1, 3600.0, 44.805, true, true, 238, 2294, 2294, 0.000 , 0.011, 44.794, 6561, 401, 2
L_00000397, 80, 1, 3600.0, 11.657, true, true, 75, 2265, 2265, 0.000 , 0.009, 11.648, 6561, 401, 2
L_00000398, 80, 1, 3600.0, 62.589, true, true, 467, 2002, 2002, 0.000 , 0.011, 62.578, 6561, 401, 2
L_00000399, 80, 1, 3600.0, 9.965, true, true, 55, 2256, 2256, 0.000 , 0.008, 9.957, 6561, 401, 2
L_00000400, 90, 1, 3600.0, 33.288, true, true, 131, 2730, 2730, 0.000 , 0.012, 33.276, 8281, 451, 2
L_00000401, 90, 1, 3600.0, 13.966, true, true, 43, 2338, 2338, 0.000 , 0.012, 13.954, 8281, 451, 2
L_00000402, 90, 1, 3600.0, 42.834, true, true, 145, 2570, 2570, 0.000 , 0.011, 42.823, 8281, 451, 2
L_00000403, 90, 1, 3600.0, 14.200, true, true, 41, 2390, 2390, 0.000 , 0.012, 14.188, 8281, 451, 2
L_00000404, 90, 1, 3600.0, 11.579, true, true, 51, 2728, 2728, 0.000 , 0.014, 11.565, 8281, 451, 2
L_00000405, 90, 1, 3600.0, 28.109, true, true, 108, 2669, 2669, 0.000 , 0.013, 28.096, 8281, 451, 2
L_00000406, 90, 1, 3600.0, 5.411, true, true, 23, 2382, 2382, 0.000 , 0.014, 5.397, 8281, 451, 2
L_00000407, 90, 1, 3600.0, 14.159, true, true, 53, 2641, 2641, 0.000 , 0.012, 14.147, 8281, 451, 2
L_00000408, 90, 1, 3600.0, 36.639, true, true, 97, 2536, 2536, 0.000 , 0.011, 36.628, 8281, 451, 2
L_00000409, 90, 1, 3600.0, 11.896, true, true, 93, 2526, 2526, 0.000 , 0.017, 11.879, 8281, 451, 2
L_00000410, 90, 1, 3600.0, 14.833, true, true, 120, 2668, 2668, 0.000 , 0.011, 14.822, 8281, 451, 2
L_00000411, 90, 1, 3600.0, 15.383, true, true, 51, 2505, 2505, 0.000 , 0.011, 15.372, 8281, 451, 2
L_00000412, 90, 1, 3600.0, 7.857, true, true, 93, 2549, 2549, 0.000 , 0.012, 7.845, 8281, 451, 2
L_00000413, 90, 1, 3600.0, 20.830, true, true, 66, 2537, 2537, 0.000 , 0.011, 20.819, 8281, 451, 2
L_00000414, 90, 1, 3600.0, 5.950, true, true, 29, 2611, 2611, 0.000 , 0.011, 5.939, 8281, 451, 2
L_00000415, 90, 1, 3600.0, 11.110, true, true, 40, 2612, 2612, 0.000 , 0.010, 11.100, 8281, 451, 2
L_00000416, 90, 1, 3600.0, 50.506, true, true, 207, 2596, 2596, 0.000 , 0.013, 50.493, 8281, 451, 2
L_00000417, 90, 1, 3600.0, 109.968, true, true, 322, 2467, 2467, 0.000 , 0.011, 109.957, 8281, 451, 2
L_00000418, 90, 1, 3600.0, 23.104, true, true, 117, 2535, 2535, 0.000 , 0.011, 23.093, 8281, 451, 2
L_00000419, 90, 1, 3600.0, 6.880, true, true, 55, 2425, 2425, 0.000 , 0.011, 6.869, 8281, 451, 2
L_00000420, 90, 1, 3600.0, 13.857, true, true, 57, 2805, 2805, 0.000 , 0.011, 13.846, 8281, 451, 2
L_00000421, 90, 1, 3600.0, 131.128, true, true, 527, 2479, 2479, 0.000 , 0.010, 131.118, 8281, 451, 2
L_00000422, 90, 1, 3600.0, 11.132, true, true, 47, 2359, 2359, 0.000 , 0.012, 11.120, 8281, 451, 2
L_00000423, 90, 1, 3600.0, 62.697, true, true, 209, 2458, 2458, 0.000 , 0.014, 62.683, 8281, 451, 2
L_00000424, 90, 1, 3600.0, 12.609, true, true, 39, 2528, 2528, 0.000 , 0.011, 12.598, 8281, 451, 2
L_00000425, 90, 1, 3600.0, 96.458, true, true, 469, 2657, 2657, 0.000 , 0.012, 96.446, 8281, 451, 2
L_00000426, 90, 1, 3600.0, 9.243, true, true, 75, 2469, 2469, 0.000 , 0.011, 9.232, 8281, 451, 2
L_00000427, 90, 1, 3600.0, 12.158, true, true, 50, 2591, 2591, 0.000 , 0.012, 12.146, 8281, 451, 2
L_00000428, 90, 1, 3600.0, 191.244, true, true, 611, 2864, 2864, 0.000 , 0.011, 191.233, 8281, 451, 2
L_00000429, 90, 1, 3600.0, 37.315, true, true, 607, 2681, 2681, 0.000 , 0.012, 37.303, 8281, 451, 2
L_00000430, 90, 1, 3600.0, 11.662, true, true, 100, 2512, 2512, 0.000 , 0.014, 11.648, 8281, 451, 2
