instName, numOfJobs, numOfThreads, timeLimit, timeCost, feasible, optimal, numOfNodes, globalUB, globalLB, gap,timeOnModel, timeOnOptimize, numOfVariables, numOfConstraints, gurobiModelStatus
L_00000431, 90, 1, 3600.0, 6.434, true, true, 29, 2611, 2611, 0.000 , 0.011, 6.423, 8281, 451, 2
L_00000432, 90, 1, 3600.0, 23.529, true, true, 75, 2788, 2788, 0.000 , 0.011, 23.518, 8281, 451, 2
L_00000433, 90, 1, 3600.0, 37.595, true, true, 220, 2467, 2467, 0.000 , 0.012, 37.583, 8281, 451, 2
L_00000434, 90, 1, 3600.0, 58.562, true, true, 167, 2482, 2482, 0.000 , 0.011, 58.551, 8281, 451, 2
L_00000435, 90, 1, 3600.0, 7.950, true, true, 71, 2260, 2260, 0.000 , 0.012, 7.938, 8281, 451, 2
L_00000436, 90, 1, 3600.0, 160.005, true, true, 1072, 2428, 2428, 0.000 , 0.012, 159.993, 8281, 451, 2
L_00000437, 90, 1, 3600.0, 17.387, true, true, 55, 2532, 2532, 0.000 , 0.011, 17.376, 8281, 451, 2
L_00000438, 90, 1, 3600.0, 50.354, true, true, 340, 2490, 2490, 0.000 , 0.012, 50.342, 8281, 451, 2
L_00000439, 90, 1, 3600.0, 18.763, true, true, 85, 2564, 2564, 0.000 , 0.042, 18.721, 8281, 451, 2
L_00000440, 90, 1, 3600.0, 15.937, true, true, 49, 2573, 2573, 0.000 , 0.010, 15.927, 8281, 451, 2
L_00000441, 90, 1, 3600.0, 7.945, true, true, 47, 2582, 2582, 0.000 , 0.012, 7.933, 8281, 451, 2
L_00000442, 90, 1, 3600.0, 6.129, true, true, 23, 2343, 2343, 0.000 , 0.009, 6.120, 8281, 451, 2
L_00000443, 90, 1, 3600.0, 44.675, true, true, 300, 2488, 2488, 0.000 , 0.011, 44.664, 8281, 451, 2
L_00000444, 90, 1, 3600.0, 132.650, true, true, 416, 2648, 2648, 0.000 , 0.009, 132.641, 8281, 451, 2
L_00000445, 90, 1, 3600.0, 20.849, true, true, 99, 2737, 2737, 0.000 , 0.011, 20.838, 8281, 451, 2
L_00000446, 90, 1, 3600.0, 73.954, true, true, 448, 2432, 2432, 0.000 , 0.011, 73.943, 8281, 451, 2
L_00000447, 90, 1, 3600.0, 17.719, true, true, 45, 2286, 2286, 0.000 , 0.012, 17.707, 8281, 451, 2
L_00000448, 90, 1, 3600.0, 9.594, true, true, 78, 2218, 2218, 0.000 , 0.011, 9.583, 8281, 451, 2
L_00000449, 90, 1, 3600.0, 39.604, true, true, 97, 2671, 2671, 0.000 , 0.011, 39.593, 8281, 451, 2
L_00000450, 100, 1, 3600.0, 21.451, true, true, 47, 2780, 2780, 0.000 , 0.013, 21.438, 10201, 501, 2
L_00000451, 100, 1, 3600.0, 15.140, true, true, 80, 2990, 2990, 0.000 , 0.012, 15.128, 10201, 501, 2
L_00000452, 100, 1, 3600.0, 31.275, true, true, 64, 2676, 2676, 0.000 , 0.013, 31.262, 10201, 501, 2
L_00000453, 100, 1, 3600.0, 13.532, true, true, 28, 2838, 2838, 0.000 , 0.012, 13.520, 10201, 501, 2
L_00000454, 100, 1, 3600.0, 62.679, true, true, 136, 2811, 2811, 0.000 , 0.023, 62.656, 10201, 501, 2
L_00000455, 100, 1, 3600.0, 19.992, true, true, 53, 2673, 2673, 0.000 , 0.013, 19.979, 10201, 501, 2
L_00000456, 100, 1, 3600.0, 326.427, true, true, 607, 2690, 2690, 0.000 , 0.013, 326.414, 10201, 501, 2
L_00000457, 100, 1, 3600.0, 37.346, true, true, 98, 2992, 2992, 0.000 , 0.012, 37.334, 10201, 501, 2
L_00000458, 100, 1, 3600.0, 13.105, true, true, 103, 2937, 2937, 0.000 , 0.013, 13.092, 10201, 501, 2
L_00000459, 100, 1, 3600.0, 360.127, true, true, 1077, 2648, 2648, 0.000 , 0.013, 360.114, 10201, 501, 2
L_00000460, 100, 1, 3600.0, 27.252, true, true, 1597, 2810, 2810, 0.000 , 0.013, 27.239, 10201, 501, 2
L_00000461, 100, 1, 3600.0, 21.118, true, true, 68, 2969, 2969, 0.000 , 0.017, 21.101, 10201, 501, 2
L_00000462, 100, 1, 3600.0, 18.835, true, true, 99, 2831, 2831, 0.000 , 0.014, 18.821, 10201, 501, 2
L_00000463, 100, 1, 3600.0, 48.552, true, true, 135, 2708, 2708, 0.000 , 0.012, 48.540, 10201, 501, 2
L_00000464, 100, 1, 3600.0, 69.922, true, true, 156, 2678, 2678, 0.000 , 0.014, 69.908, 10201, 501, 2
L_00000465, 100, 1, 3600.0, 31.799, true, true, 74, 3014, 3014, 0.000 , 0.013, 31.786, 10201, 501, 2
L_00000466, 100, 1, 3600.0, 21.402, true, true, 71, 2350, 2350, 0.000 , 0.013, 21.389, 10201, 501, 2
L_00000467, 100, 1, 3600.0, 9.055, true, true, 47, 2522, 2522, 0.000 , 0.013, 9.042, 10201, 501, 2
L_00000468, 100, 1, 3600.0, 61.921, true, true, 146, 2554, 2554, 0.000 , 0.015, 61.906, 10201, 501, 2
L_00000469, 100, 1, 3600.0, 139.679, true, true, 258, 2703, 2703, 0.000 , 0.018, 139.661, 10201, 501, 2
L_00000470, 100, 1, 3600.0, 22.340, true, true, 49, 2715, 2715, 0.000 , 0.013, 22.327, 10201, 501, 2
L_00000471, 100, 1, 3600.0, 10.600, true, true, 75, 2899, 2899, 0.000 , 0.012, 10.588, 10201, 501, 2
L_00000472, 100, 1, 3600.0, 83.921, true, true, 230, 2678, 2678, 0.000 , 0.014, 83.907, 10201, 501, 2
L_00000473, 100, 1, 3600.0, 22.136, true, true, 51, 2836, 2836, 0.000 , 0.013, 22.123, 10201, 501, 2
L_00000474, 100, 1, 3600.0, 16.998, true, true, 88, 2722, 2722, 0.000 , 0.013, 16.985, 10201, 501, 2
L_00000475, 100, 1, 3600.0, 20.848, true, true, 35, 2800, 2800, 0.000 , 0.017, 20.831, 10201, 501, 2
L_00000476, 100, 1, 3600.0, 23.566, true, true, 70, 2679, 2679, 0.000 , 0.013, 23.553, 10201, 501, 2
L_00000477, 100, 1, 3600.0, 19.857, true, true, 99, 2731, 2731, 0.000 , 0.014, 19.843, 10201, 501, 2
L_00000478, 100, 1, 3600.0, 24.550, true, true, 61, 2562, 2562, 0.000 , 0.016, 24.534, 10201, 501, 2
L_00000479, 100, 1, 3600.0, 447.383, true, true, 1488, 2675, 2675, 0.000 , 0.014, 447.369, 10201, 501, 2
L_00000480, 100, 1, 3600.0, 113.574, true, true, 213, 2882, 2882, 0.000 , 0.013, 113.561, 10201, 501, 2
L_00000481, 100, 1, 3600.0, 23.192, true, true, 53, 2797, 2797, 0.000 , 0.013, 23.179, 10201, 501, 2
L_00000482, 100, 1, 3600.0, 152.056, true, true, 267, 2810, 2810, 0.000 , 0.013, 152.043, 10201, 501, 2
L_00000483, 100, 1, 3600.0, 77.426, true, true, 140, 3127, 3127, 0.000 , 0.012, 77.414, 10201, 501, 2
L_00000484, 100, 1, 3600.0, 23.644, true, true, 62, 2489, 2489, 0.000 , 0.013, 23.631, 10201, 501, 2
L_00000485, 100, 1, 3600.0, 24.362, true, true, 67, 3170, 3170, 0.000 , 0.013, 24.349, 10201, 501, 2
L_00000486, 100, 1, 3600.0, 917.881, true, true, 1576, 2649, 2649, 0.000 , 0.013, 917.868, 10201, 501, 2
L_00000487, 100, 1, 3600.0, 65.839, true, true, 271, 3141, 3141, 0.000 , 0.023, 65.816, 10201, 501, 2
L_00000488, 100, 1, 3600.0, 43.630, true, true, 103, 2957, 2957, 0.000 , 0.018, 43.612, 10201, 501, 2
L_00000489, 100, 1, 3600.0, 59.455, true, true, 102, 2877, 2877, 0.000 , 0.018, 59.437, 10201, 501, 2
L_00000490, 100, 1, 3600.0, 15.255, true, true, 50, 2772, 2772, 0.000 , 0.016, 15.239, 10201, 501, 2
L_00000491, 100, 1, 3600.0, 23.885, true, true, 53, 2935, 2935, 0.000 , 0.014, 23.871, 10201, 501, 2
L_00000492, 100, 1, 3600.0, 31.520, true, true, 135, 3013, 3013, 0.000 , 0.016, 31.504, 10201, 501, 2
L_00000493, 100, 1, 3600.0, 279.080, true, true, 701, 3107, 3107, 0.000 , 0.015, 279.065, 10201, 501, 2
L_00000494, 100, 1, 3600.0, 32.681, true, true, 103, 3234, 3234, 0.000 , 0.013, 32.668, 10201, 501, 2
L_00000495, 100, 1, 3600.0, 55.141, true, true, 308, 2976, 2976, 0.000 , 0.013, 55.128, 10201, 501, 2
L_00000496, 100, 1, 3600.0, 41.393, true, true, 120, 2886, 2886, 0.000 , 0.013, 41.380, 10201, 501, 2
L_00000497, 100, 1, 3600.0, 181.230, true, true, 446, 3025, 3025, 0.000 , 0.013, 181.217, 10201, 501, 2
L_00000498, 100, 1, 3600.0, 16.528, true, true, 61, 2774, 2774, 0.000 , 0.012, 16.516, 10201, 501, 2
L_00000499, 100, 1, 3600.0, 15.652, true, true, 59, 2654, 2654, 0.000 , 0.014, 15.638, 10201, 501, 2
L_00000500, 150, 1, 3600.0, 1595.484, true, true, 547, 4073, 4073, 0.000 , 0.030, 1595.454, 22801, 751, 2
L_00000501, 150, 1, 3600.0, 238.402, true, true, 111, 4038, 4038, 0.000 , 0.035, 238.367, 22801, 751, 2
L_00000502, 150, 1, 3600.0, 327.468, true, true, 83, 4050, 4050, 0.000 , 0.038, 327.430, 22801, 751, 2
L_00000503, 150, 1, 3600.0, 327.166, true, true, 158, 4119, 4119, 0.000 , 0.033, 327.133, 22801, 751, 2
L_00000504, 150, 1, 3600.0, 302.416, true, true, 128, 4080, 4080, 0.000 , 0.032, 302.384, 22801, 751, 2
L_00000505, 150, 1, 3600.0, 3219.762, true, true, 1070, 4030, 4030, 0.000 , 0.065, 3219.697, 22801, 751, 2
L_00000506, 150, 1, 3600.0, 337.433, true, true, 166, 4427, 4427, 0.000 , 0.029, 337.404, 22801, 751, 2
L_00000507, 150, 1, 3600.0, 320.728, true, true, 602, 4220, 4220, 0.000 , 0.033, 320.695, 22801, 751, 2
L_00000508, 150, 1, 3600.0, 3600.071, false, false, 1314, infeasible, 4180, 2.541 , 0.029, 3600.042, 22801, 751, 9
L_00000509, 150, 1, 3600.0, 115.236, true, true, 594, 4359, 4359, 0.000 , 0.030, 115.206, 22801, 751, 2
L_00000510, 150, 1, 3600.0, 237.675, true, true, 712, 4283, 4283, 0.000 , 0.029, 237.646, 22801, 751, 2
L_00000511, 150, 1, 3600.0, 325.368, true, true, 133, 4268, 4268, 0.000 , 0.028, 325.340, 22801, 751, 2
L_00000512, 150, 1, 3600.0, 67.730, true, true, 562, 4206, 4206, 0.000 , 0.031, 67.699, 22801, 751, 2
L_00000513, 150, 1, 3600.0, 137.659, true, true, 238, 4124, 4124, 0.000 , 0.030, 137.629, 22801, 751, 2
L_00000514, 150, 1, 3600.0, 381.040, true, true, 151, 4486, 4486, 0.000 , 0.033, 381.007, 22801, 751, 2
L_00000515, 150, 1, 3600.0, 400.869, true, true, 141, 4490, 4490, 0.000 , 0.029, 400.840, 22801, 751, 2
L_00000516, 150, 1, 3600.0, 92.512, true, true, 583, 4127, 4127, 0.000 , 0.030, 92.482, 22801, 751, 2
L_00000517, 150, 1, 3600.0, 203.136, true, true, 61, 4188, 4188, 0.000 , 0.029, 203.107, 22801, 751, 2
L_00000518, 150, 1, 3600.0, 157.711, true, true, 67, 4095, 4095, 0.000 , 0.030, 157.681, 22801, 751, 2
L_00000519, 150, 1, 3600.0, 110.011, true, true, 131, 4138, 4138, 0.000 , 0.033, 109.978, 22801, 751, 2
L_00000520, 150, 1, 3600.0, 727.282, true, true, 289, 4064, 4064, 0.000 , 0.032, 727.250, 22801, 751, 2
L_00000521, 150, 1, 3600.0, 79.444, true, true, 101, 4286, 4286, 0.000 , 0.033, 79.411, 22801, 751, 2
L_00000522, 150, 1, 3600.0, 186.690, true, true, 92, 4235, 4235, 0.000 , 0.029, 186.661, 22801, 751, 2
L_00000523, 150, 1, 3600.0, 327.398, true, true, 184, 4401, 4401, 0.000 , 0.032, 327.366, 22801, 751, 2
L_00000524, 150, 1, 3600.0, 136.656, true, true, 561, 3841, 3841, 0.000 , 0.031, 136.625, 22801, 751, 2
L_00000525, 150, 1, 3600.0, 69.584, true, true, 661, 4098, 4098, 0.000 , 0.029, 69.555, 22801, 751, 2
L_00000526, 150, 1, 3600.0, 203.833, true, true, 710, 4292, 4292, 0.000 , 0.031, 203.802, 22801, 751, 2
L_00000527, 150, 1, 3600.0, 255.991, true, true, 67, 4339, 4339, 0.000 , 0.031, 255.960, 22801, 751, 2
L_00000528, 150, 1, 3600.0, 784.067, true, true, 297, 4014, 4014, 0.000 , 0.031, 784.036, 22801, 751, 2
L_00000529, 150, 1, 3600.0, 62.784, true, true, 566, 4259, 4259, 0.000 , 0.030, 62.754, 22801, 751, 2
L_00000530, 150, 1, 3600.0, 228.638, true, true, 197, 4406, 4406, 0.000 , 0.032, 228.606, 22801, 751, 2
L_00000531, 150, 1, 3600.0, 49.725, true, true, 61, 3972, 3972, 0.000 , 0.031, 49.694, 22801, 751, 2
L_00000532, 150, 1, 3600.0, 124.196, true, true, 582, 4270, 4270, 0.000 , 0.029, 124.167, 22801, 751, 2
L_00000533, 150, 1, 3600.0, 53.798, true, true, 53, 4592, 4592, 0.000 , 0.030, 53.768, 22801, 751, 2
L_00000534, 150, 1, 3600.0, 215.640, true, true, 65, 3919, 3919, 0.000 , 0.030, 215.610, 22801, 751, 2
L_00000535, 150, 1, 3600.0, 133.195, true, true, 585, 3863, 3863, 0.000 , 0.031, 133.164, 22801, 751, 2
L_00000536, 150, 1, 3600.0, 487.319, true, true, 662, 4063, 4063, 0.000 , 0.029, 487.290, 22801, 751, 2
L_00000537, 150, 1, 3600.0, 476.719, true, true, 154, 3992, 3992, 0.000 , 0.030, 476.689, 22801, 751, 2
L_00000538, 150, 1, 3600.0, 91.359, true, true, 618, 4203, 4203, 0.000 , 0.030, 91.329, 22801, 751, 2
L_00000539, 150, 1, 3600.0, 216.936, true, true, 83, 4265, 4265, 0.000 , 0.030, 216.906, 22801, 751, 2
L_00000540, 150, 1, 3600.0, 52.441, true, true, 85, 4460, 4460, 0.000 , 0.031, 52.410, 22801, 751, 2
L_00000541, 150, 1, 3600.0, 315.046, true, true, 152, 3981, 3981, 0.000 , 0.031, 315.015, 22801, 751, 2
L_00000542, 150, 1, 3600.0, 114.185, true, true, 65, 4690, 4690, 0.000 , 0.034, 114.151, 22801, 751, 2
L_00000543, 150, 1, 3600.0, 178.652, true, true, 600, 4226, 4226, 0.000 , 0.031, 178.621, 22801, 751, 2
L_00000544, 150, 1, 3600.0, 823.094, true, true, 383, 4073, 4073, 0.000 , 0.034, 823.060, 22801, 751, 2
L_00000545, 150, 1, 3600.0, 139.212, true, true, 65, 4325, 4325, 0.000 , 0.033, 139.179, 22801, 751, 2
L_00000546, 150, 1, 3600.0, 158.880, true, true, 63, 4556, 4556, 0.000 , 0.032, 158.848, 22801, 751, 2
L_00000547, 150, 1, 3600.0, 223.889, true, true, 693, 4318, 4318, 0.000 , 0.034, 223.855, 22801, 751, 2
L_00000548, 150, 1, 3600.0, 404.622, true, true, 183, 3990, 3990, 0.000 , 0.032, 404.590, 22801, 751, 2
L_00000549, 150, 1, 3600.0, 232.552, true, true, 107, 4095, 4095, 0.000 , 0.032, 232.520, 22801, 751, 2
L_00000550, 200, 1, 3600.0, 521.316, true, true, 577, 5644, 5644, 0.000 , 0.091, 521.225, 40401, 1001, 2
L_00000551, 200, 1, 3600.0, 3600.122, false, false, 256, infeasible, 5483, 3.553 , 0.056, 3600.066, 40401, 1001, 9
L_00000552, 200, 1, 3600.0, 1079.476, true, true, 162, 5739, 5739, 0.000 , 0.054, 1079.422, 40401, 1001, 2
L_00000553, 200, 1, 3600.0, 756.888, true, true, 888, 5439, 5439, 0.000 , 0.053, 756.835, 40401, 1001, 2
L_00000554, 200, 1, 3600.0, 746.118, true, true, 767, 5528, 5528, 0.000 , 0.055, 746.063, 40401, 1001, 2
L_00000555, 200, 1, 3600.0, 856.234, true, true, 158, 5855, 5855, 0.000 , 0.057, 856.177, 40401, 1001, 2
L_00000556, 200, 1, 3600.0, 556.744, true, true, 205, 5658, 5658, 0.000 , 0.058, 556.686, 40401, 1001, 2
L_00000557, 200, 1, 3600.0, 324.920, true, true, 896, 5726, 5726, 0.000 , 0.057, 324.863, 40401, 1001, 2
L_00000558, 200, 1, 3600.0, 260.500, true, true, 823, 5586, 5586, 0.000 , 0.054, 260.446, 40401, 1001, 2
L_00000559, 200, 1, 3600.0, 389.874, true, true, 921, 5658, 5658, 0.000 , 0.053, 389.821, 40401, 1001, 2
L_00000560, 200, 1, 3600.0, 276.101, true, true, 923, 5641, 5641, 0.000 , 0.075, 276.026, 40401, 1001, 2
L_00000561, 200, 1, 3600.0, 3600.147, false, false, 376, infeasible, 4942, 4.095 , 0.057, 3600.090, 40401, 1001, 9
L_00000562, 200, 1, 3600.0, 1277.951, true, true, 118, 5330, 5330, 0.000 , 0.058, 1277.893, 40401, 1001, 2
L_00000563, 200, 1, 3600.0, 303.191, true, true, 1165, 6138, 6138, 0.000 , 0.054, 303.137, 40401, 1001, 2
L_00000564, 200, 1, 3600.0, 1298.394, true, true, 967, 5601, 5601, 0.000 , 0.052, 1298.342, 40401, 1001, 2
L_00000565, 200, 1, 3600.0, 1167.219, true, true, 580, 5742, 5742, 0.000 , 0.055, 1167.164, 40401, 1001, 2
L_00000566, 200, 1, 3600.0, 1496.881, true, true, 185, 5376, 5376, 0.000 , 0.056, 1496.825, 40401, 1001, 2
L_00000567, 200, 1, 3600.0, 2678.749, true, true, 393, 5777, 5777, 0.000 , 0.054, 2678.695, 40401, 1001, 2
L_00000568, 200, 1, 3600.0, 356.696, true, true, 698, 5579, 5579, 0.000 , 0.054, 356.642, 40401, 1001, 2
L_00000569, 200, 1, 3600.0, 1009.295, true, true, 113, 5820, 5820, 0.000 , 0.056, 1009.239, 40401, 1001, 2
L_00000570, 200, 1, 3600.0, 397.090, true, true, 650, 5894, 5894, 0.000 , 0.060, 397.030, 40401, 1001, 2
L_00000571, 200, 1, 3600.0, 186.414, true, true, 587, 6013, 6013, 0.000 , 0.058, 186.356, 40401, 1001, 2
L_00000572, 200, 1, 3600.0, 3016.270, true, true, 449, 5981, 5981, 0.000 , 0.055, 3016.215, 40401, 1001, 2
L_00000573, 200, 1, 3600.0, 261.358, true, true, 621, 5684, 5684, 0.000 , 0.058, 261.300, 40401, 1001, 2
L_00000574, 200, 1, 3600.0, 2890.975, true, true, 272, 5557, 5557, 0.000 , 0.054, 2890.921, 40401, 1001, 2
L_00000575, 200, 1, 3600.0, 268.992, true, true, 734, 5461, 5461, 0.000 , 0.053, 268.939, 40401, 1001, 2
L_00000576, 200, 1, 3600.0, 833.347, true, true, 96, 5463, 5463, 0.000 , 0.051, 833.296, 40401, 1001, 2
L_00000577, 200, 1, 3600.0, 769.636, true, true, 1075, 5594, 5594, 0.000 , 0.053, 769.583, 40401, 1001, 2
L_00000578, 200, 1, 3600.0, 276.634, true, true, 714, 5457, 5457, 0.000 , 0.057, 276.577, 40401, 1001, 2
L_00000579, 200, 1, 3600.0, 740.566, true, true, 1492, 6006, 6006, 0.000 , 0.056, 740.510, 40401, 1001, 2
L_00000580, 200, 1, 3600.0, 1086.396, true, true, 171, 5852, 5852, 0.000 , 0.054, 1086.342, 40401, 1001, 2
L_00000581, 200, 1, 3600.0, 706.219, true, true, 93, 5519, 5519, 0.000 , 0.058, 706.161, 40401, 1001, 2
L_00000582, 200, 1, 3600.0, 1735.924, true, true, 485, 5018, 5018, 0.000 , 0.056, 1735.868, 40401, 1001, 2
L_00000583, 200, 1, 3600.0, 1845.717, true, true, 844, 6194, 6194, 0.000 , 0.053, 1845.664, 40401, 1001, 2
L_00000584, 200, 1, 3600.0, 2107.409, true, true, 943, 5755, 5755, 0.000 , 0.058, 2107.351, 40401, 1001, 2
L_00000585, 200, 1, 3600.0, 619.306, true, true, 141, 5574, 5574, 0.000 , 0.059, 619.247, 40401, 1001, 2
L_00000586, 200, 1, 3600.0, 372.565, true, true, 760, 6209, 6209, 0.000 , 0.060, 372.505, 40401, 1001, 2
L_00000587, 200, 1, 3600.0, 320.528, true, true, 188, 5222, 5222, 0.000 , 0.059, 320.469, 40401, 1001, 2
L_00000588, 200, 1, 3600.0, 1018.565, true, true, 195, 5681, 5681, 0.000 , 0.056, 1018.509, 40401, 1001, 2
L_00000589, 200, 1, 3600.0, 1353.229, true, true, 966, 5452, 5452, 0.000 , 0.058, 1353.171, 40401, 1001, 2
L_00000590, 200, 1, 3600.0, 604.497, true, true, 1050, 5795, 5795, 0.000 , 0.057, 604.440, 40401, 1001, 2
L_00000591, 200, 1, 3600.0, 370.922, true, true, 759, 5466, 5466, 0.000 , 0.057, 370.865, 40401, 1001, 2
L_00000592, 200, 1, 3600.0, 1023.372, true, true, 198, 5638, 5638, 0.000 , 0.055, 1023.317, 40401, 1001, 2
L_00000593, 200, 1, 3600.0, 439.600, true, true, 866, 5738, 5738, 0.000 , 0.059, 439.541, 40401, 1001, 2
L_00000594, 200, 1, 3600.0, 480.278, true, true, 786, 5584, 5584, 0.000 , 0.057, 480.221, 40401, 1001, 2
L_00000595, 200, 1, 3600.0, 1249.222, true, true, 1075, 5594, 5594, 0.000 , 0.053, 1249.169, 40401, 1001, 2
L_00000596, 200, 1, 3600.0, 471.322, true, true, 575, 5641, 5641, 0.000 , 0.056, 471.266, 40401, 1001, 2
L_00000597, 200, 1, 3600.0, 233.882, true, true, 581, 5846, 5846, 0.000 , 0.057, 233.825, 40401, 1001, 2
L_00000598, 200, 1, 3600.0, 475.589, true, true, 60, 5474, 5474, 0.000 , 0.059, 475.530, 40401, 1001, 2
L_00000599, 200, 1, 3600.0, 1952.934, true, true, 254, 5282, 5282, 0.000 , 0.057, 1952.877, 40401, 1001, 2
L_00000600, 250, 1, 3600.0, 3600.280, false, false, 101, infeasible, 6948, 2.907 , 0.087, 3600.193, 63001, 1251, 9
L_00000601, 250, 1, 3600.0, 482.931, true, true, 119, 7095, 7095, 0.000 , 0.126, 482.805, 63001, 1251, 2
L_00000602, 250, 1, 3600.0, 2175.910, true, true, 1268, 6950, 6950, 0.000 , 0.085, 2175.825, 63001, 1251, 2
L_00000603, 250, 1, 3600.0, 3600.218, false, false, 1364, infeasible, 7387, 0.135 , 0.089, 3600.129, 63001, 1251, 9
L_00000604, 250, 1, 3600.0, 2745.936, true, true, 1001, 7072, 7072, 0.000 , 0.090, 2745.846, 63001, 1251, 2
L_00000605, 250, 1, 3600.0, 3600.167, false, false, 180, infeasible, 6558, 3.003 , 0.091, 3600.076, 63001, 1251, 9
L_00000606, 250, 1, 3600.0, 3600.230, false, false, 1166, infeasible, 6837, 0.248 , 0.091, 3600.139, 63001, 1251, 9
L_00000607, 250, 1, 3600.0, 1415.279, true, true, 1269, 7270, 7270, 0.000 , 0.090, 1415.189, 63001, 1251, 2
L_00000608, 250, 1, 3600.0, 3600.129, false, false, 1349, infeasible, 6905, 0.159 , 0.093, 3600.036, 63001, 1251, 9
L_00000609, 250, 1, 3600.0, 3222.456, true, true, 1065, 6993, 6993, 0.000 , 0.090, 3222.366, 63001, 1251, 2
L_00000610, 250, 1, 3600.0, 1121.095, true, true, 1069, 6978, 6978, 0.000 , 0.090, 1121.005, 63001, 1251, 2
L_00000611, 250, 1, 3600.0, 2002.505, true, true, 1269, 6611, 6611, 0.000 , 0.090, 2002.415, 63001, 1251, 2
L_00000612, 250, 1, 3600.0, 3600.336, false, false, 148, infeasible, 6927, 2.942 , 0.086, 3600.250, 63001, 1251, 9
L_00000613, 250, 1, 3600.0, 1991.291, true, true, 454, 6980, 6980, 0.000 , 0.085, 1991.206, 63001, 1251, 2
L_00000614, 250, 1, 3600.0, 2826.072, true, true, 176, 7044, 7044, 0.000 , 0.086, 2825.986, 63001, 1251, 2
L_00000615, 250, 1, 3600.0, 3600.194, false, false, 1169, infeasible, 6749, 0.015 , 0.084, 3600.110, 63001, 1251, 9
L_00000616, 250, 1, 3600.0, 2403.023, true, true, 160, 7148, 7148, 0.000 , 0.127, 2402.896, 63001, 1251, 2
L_00000617, 250, 1, 3600.0, 3600.145, false, false, 1390, infeasible, 6723, 0.030 , 0.083, 3600.062, 63001, 1251, 9
L_00000618, 250, 1, 3600.0, 471.251, true, true, 916, 6984, 6984, 0.000 , 0.089, 471.162, 63001, 1251, 2
L_00000619, 250, 1, 3600.0, 3564.822, true, true, 312, 6711, 6711, 0.000 , 0.082, 3564.740, 63001, 1251, 2
L_00000620, 250, 1, 3600.0, 1786.829, true, true, 1041, 6742, 6742, 0.000 , 0.088, 1786.741, 63001, 1251, 2
L_00000621, 250, 1, 3600.0, 1871.002, true, true, 958, 7225, 7225, 0.000 , 0.085, 1870.917, 63001, 1251, 2
L_00000622, 250, 1, 3600.0, 807.259, true, true, 631, 6892, 6892, 0.000 , 0.084, 807.175, 63001, 1251, 2
L_00000623, 250, 1, 3600.0, 3078.727, true, true, 132, 6977, 6977, 0.000 , 0.083, 3078.644, 63001, 1251, 2
L_00000624, 250, 1, 3600.0, 578.968, true, true, 115, 7375, 7375, 0.000 , 0.088, 578.880, 63001, 1251, 2
L_00000625, 250, 1, 3600.0, 3600.188, false, false, 141, infeasible, 7130, 2.874 , 0.084, 3600.104, 63001, 1251, 9
L_00000626, 250, 1, 3600.0, 2732.723, true, true, 128, 6718, 6718, 0.000 , 0.087, 2732.636, 63001, 1251, 2
L_00000627, 250, 1, 3600.0, 290.532, true, true, 1145, 6987, 6987, 0.000 , 0.089, 290.443, 63001, 1251, 2
L_00000628, 250, 1, 3600.0, 387.723, true, true, 1049, 7194, 7194, 0.000 , 0.085, 387.638, 63001, 1251, 2
L_00000629, 250, 1, 3600.0, 3514.189, true, true, 141, 6982, 6982, 0.000 , 0.086, 3514.103, 63001, 1251, 2
L_00000630, 250, 1, 3600.0, 3600.130, false, false, 169, infeasible, 6846, 3.196 , 0.086, 3600.044, 63001, 1251, 9
L_00000631, 250, 1, 3600.0, 3187.420, true, true, 1196, 6773, 6773, 0.000 , 0.087, 3187.333, 63001, 1251, 2
L_00000632, 250, 1, 3600.0, 2407.526, true, true, 696, 7298, 7298, 0.000 , 0.130, 2407.396, 63001, 1251, 2
L_00000633, 250, 1, 3600.0, 3600.178, false, false, 127, infeasible, 7181, 2.736 , 0.086, 3600.092, 63001, 1251, 9
L_00000634, 250, 1, 3600.0, 3600.119, false, false, 94, infeasible, 6810, 2.881 , 0.086, 3600.033, 63001, 1251, 9
L_00000635, 250, 1, 3600.0, 206.700, true, true, 886, 7013, 7013, 0.000 , 0.085, 206.615, 63001, 1251, 2
L_00000636, 250, 1, 3600.0, 1818.831, true, true, 1269, 6865, 6865, 0.000 , 0.085, 1818.746, 63001, 1251, 2
