instName, numOfJobs, numOfThreads, timeLimit, feasible, optimal, globalUB, globalLB, gap,rootUB, rootLB, timeCost, timeOnRoot, timeOnCG, timeOnRMP, timeOnPP, timeOnHeuristics, cntRMPCall, cntPPCall, cntHeuristicsCall, numOfNodes, numOfNodesSolved, numOfNodesRemained, numOfNodesPrunedByInfeasible, numOfNodesPrunedByBound, numOfNodesPrunedByOptimal, numOfLabels, numOfLabelsPrunedByLb, numOfLabelsDominated
L_00000132,30,1,3600,1,1,850.000, 850.000, 0.000, 853.000, 849.000,0.062, 0.039, 0.044, 0.006, 0.034, 0.006,7, 7, 2,5,3,2,1,0,0,21272,17890,146,
L_00000133,30,1,3600,1,1,820.000, 820.000, 0.000, 820.000, 816.000,0.043, 0.027, 0.031, 0.006, 0.021, 0.003,8, 8, 1,3,3,0,1,1,0,17154,14169,341,
L_00000134,30,1,3600,1,1,886.000, 886.000, 0.000, 893.000, 867.000,0.457, 0.020, 0.424, 0.141, 0.186, 0.003,83, 83, 48,97,54,43,1,5,0,163461,145932,388,
L_00000135,30,1,3600,1,1,961.000, 961.000, 0.000, 963.000, 950.000,0.090, 0.021, 0.075, 0.016, 0.045, 0.003,26, 26, 13,27,14,13,1,0,0,41203,36919,115,
L_00000136,30,1,3600,1,1,832.000, 832.000, 0.000, 832.000, 830.000,0.031, 0.014, 0.020, 0.004, 0.012, 0.004,8, 8, 1,3,3,0,1,1,0,9735,8424,194,
L_00000137,30,1,3600,1,1,801.000, 801.000, 0.000, 805.000, 796.000,0.812, 0.015, 0.780, 0.184, 0.142, 0.007,216, 216, 94,189,143,46,3,45,1,150353,128179,1460,
L_00000138,30,1,3600,1,1,838.000, 838.000, 0.000, 839.000, 836.000,0.076, 0.029, 0.063, 0.015, 0.037, 0.004,25, 25, 10,21,11,10,1,0,0,31578,27635,130,
L_00000139,30,1,3600,1,1,908.000, 908.000, 0.000, 918.000, 891.000,0.042, 0.016, 0.029, 0.005, 0.019, 0.004,10, 10, 2,5,3,2,1,0,0,13320,11639,171,
L_00000140,30,1,3600,1,1,834.000, 834.000, 0.000, 835.000, 832.000,0.037, 0.018, 0.023, 0.001, 0.015, 0.004,11, 11, 3,7,5,2,1,0,1,11563,10110,59,
L_00000141,30,1,3600,1,1,680.000, 680.000, 0.000, 681.000, 662.000,0.130, 0.021, 0.117, 0.011, 0.097, 0.003,15, 15, 4,9,5,4,1,0,0,72858,64786,88,
L_00000142,30,1,3600,1,1,713.000, 713.000, 0.000, 714.000, 699.000,0.064, 0.027, 0.053, 0.005, 0.040, 0.003,10, 10, 2,5,3,2,1,0,0,31333,27612,189,
L_00000143,30,1,3600,1,1,755.000, 755.000, 0.000, 756.000, 745.000,0.158, 0.016, 0.144, 0.031, 0.082, 0.004,38, 38, 17,35,20,15,1,2,0,68791,60587,232,
L_00000144,30,1,3600,1,1,775.000, 775.000, 0.000, 775.000, 767.000,0.037, 0.022, 0.027, 0.003, 0.019, 0.003,6, 6, 1,3,3,0,1,1,0,13110,11400,97,
L_00000145,30,1,3600,1,1,789.000, 789.000, 0.000, 789.000, 782.000,0.063, 0.033, 0.037, 0.004, 0.028, 0.003,8, 8, 1,3,3,0,1,1,0,20258,17973,157,
L_00000146,30,1,3600,1,1,836.000, 836.000, 0.000, 837.000, 834.000,0.035, 0.018, 0.023, 0.004, 0.012, 0.003,8, 8, 2,5,3,2,1,0,0,11493,10022,137,
L_00000147,30,1,3600,1,1,772.000, 772.000, 0.000, 775.000, 764.000,0.097, 0.028, 0.083, 0.012, 0.062, 0.004,20, 20, 7,15,8,7,1,0,0,49068,43802,189,
L_00000148,30,1,3600,1,1,825.000, 825.000, 0.000, 825.000, 822.000,0.038, 0.020, 0.027, 0.002, 0.020, 0.003,10, 10, 1,3,3,0,1,1,0,12627,10837,217,
L_00000149,30,1,3600,1,1,814.000, 814.000, 0.000, 816.000, 810.000,0.034, 0.018, 0.022, 0.007, 0.010, 0.004,9, 9, 2,5,3,2,1,0,0,11813,10197,132,
L_00000150,40,1,3600,1,1,1220.000, 1220.000, 0.000, 1220.000, 1212.000,0.162, 0.098, 0.151, 0.009, 0.135, 0.003,12, 12, 1,3,3,0,1,1,0,26103,23540,160,
L_00000151,40,1,3600,1,1,1140.000, 1140.000, 0.000, 1141.000, 1124.000,0.079, 0.036, 0.068, 0.012, 0.049, 0.003,11, 11, 3,7,4,3,1,0,0,32681,29274,460,
L_00000152,40,1,3600,1,1,1049.000, 1049.000, 0.000, 1049.000, 1046.000,0.067, 0.042, 0.057, 0.007, 0.045, 0.003,8, 8, 1,3,3,0,1,1,0,28882,25479,365,
L_00000153,40,1,3600,1,1,1151.000, 1151.000, 0.000, 1151.000, 1137.000,0.091, 0.048, 0.082, 0.012, 0.065, 0.003,9, 9, 1,3,3,0,1,1,0,36638,33001,393,
L_00000154,40,1,3600,1,1,988.000, 988.000, 0.000, 991.000, 979.000,0.099, 0.044, 0.081, 0.014, 0.064, 0.006,13, 13, 2,5,3,2,1,0,0,52179,46189,548,
L_00000155,40,1,3600,1,1,1186.000, 1186.000, 0.000, 1193.000, 1175.000,0.614, 0.044, 0.580, 0.159, 0.178, 0.014,108, 108, 52,105,87,18,1,34,0,102083,92916,511,
L_00000156,40,1,3600,1,1,1162.000, 1162.000, 0.000, 1183.000, 1149.000,0.060, 0.027, 0.047, 0.010, 0.030, 0.004,10, 10, 2,5,3,2,1,0,0,21615,19125,554,
L_00000157,40,1,3600,1,1,1247.000, 1247.000, 0.000, 1248.000, 1242.000,0.098, 0.050, 0.085, 0.012, 0.059, 0.005,19, 19, 6,13,7,6,1,0,0,40095,35946,557,
L_00000158,40,1,3600,1,1,1174.000, 1174.000, 0.000, 1176.000, 1162.000,0.336, 0.033, 0.304, 0.099, 0.114, 0.003,53, 53, 28,57,31,26,1,1,1,105580,95279,473,
L_00000159,40,1,3600,1,1,1198.000, 1198.000, 0.000, 1198.000, 1188.000,0.056, 0.031, 0.045, 0.009, 0.031, 0.003,10, 10, 1,3,3,0,1,1,0,24640,22268,310,
L_00000160,40,1,3600,1,1,1323.000, 1323.000, 0.000, 1332.000, 1304.000,0.957, 0.039, 0.841, 0.234, 0.328, 0.007,106, 106, 77,155,79,76,1,1,0,262786,242832,213,
L_00000161,40,1,3600,1,1,1024.000, 1024.000, 0.000, 1032.000, 1019.000,0.101, 0.035, 0.088, 0.017, 0.061, 0.004,12, 12, 4,9,5,4,1,0,0,40872,36565,511,
L_00000162,40,1,3600,1,1,1133.000, 1133.000, 0.000, 1134.000, 1117.000,0.154, 0.095, 0.142, 0.010, 0.123, 0.004,12, 12, 2,5,3,2,1,0,0,44693,40699,430,
L_00000163,40,1,3600,1,1,1130.000, 1130.000, 0.000, 1132.000, 1113.000,0.560, 0.038, 0.524, 0.137, 0.243, 0.008,49, 49, 23,47,31,16,1,7,0,154788,141734,294,
L_00000164,40,1,3600,1,1,1158.000, 1158.000, 0.000, 1160.000, 1144.000,0.300, 0.125, 0.256, 0.046, 0.181, 0.013,16, 16, 7,15,8,7,1,0,0,45024,41338,370,
L_00000165,40,1,3600,1,1,1117.000, 1117.000, 0.000, 1117.000, 1099.000,0.264, 0.090, 0.246, 0.023, 0.214, 0.005,10, 10, 1,3,3,0,1,1,0,80646,73227,480,
L_00000166,40,1,3600,1,1,1055.000, 1055.000, 0.000, 1057.000, 1053.000,0.283, 0.049, 0.260, 0.084, 0.100, 0.007,45, 45, 24,49,26,23,1,1,0,73789,65853,558,
L_00000167,40,1,3600,1,1,1286.000, 1286.000, 0.000, 1292.000, 1285.000,0.084, 0.034, 0.071, 0.016, 0.044, 0.004,19, 19, 8,17,9,8,1,0,0,32358,28857,673,
L_00000168,40,1,3600,1,1,1246.000, 1246.000, 0.000, 1249.000, 1241.000,0.154, 0.038, 0.141, 0.032, 0.078, 0.003,30, 30, 14,29,15,14,1,0,0,71805,64402,702,
L_00000169,40,1,3600,1,1,1044.000, 1044.000, 0.000, 1044.000, 1041.000,0.060, 0.039, 0.050, 0.007, 0.037, 0.003,10, 10, 1,3,3,0,1,1,0,24499,22317,348,
L_00000170,40,1,3600,1,1,1022.000, 1022.000, 0.000, 1022.000, 1017.000,0.058, 0.028, 0.048, 0.007, 0.034, 0.003,10, 10, 1,3,3,0,1,1,0,29043,26050,346,
L_00000171,40,1,3600,1,1,1079.000, 1079.000, 0.000, 1080.000, 1079.000,0.065, 0.033, 0.053, 0.009, 0.038, 0.004,12, 12, 2,5,3,2,1,0,0,27820,24779,622,
L_00000172,40,1,3600,1,1,1176.000, 1176.000, 0.000, 1177.000, 1164.000,0.148, 0.052, 0.135, 0.016, 0.102, 0.003,23, 23, 8,17,9,8,1,0,0,76163,68743,413,
L_00000173,40,1,3600,1,1,1074.000, 1074.000, 0.000, 1074.000, 1074.000,0.046, 0.035, 0.035, 0.007, 0.026, 0.003,7, 7, 1,3,1,2,0,0,0,18322,16366,292,
L_00000174,40,1,3600,1,1,1111.000, 1111.000, 0.000, 1111.000, 1093.000,0.130, 0.045, 0.119, 0.015, 0.096, 0.004,13, 13, 1,3,3,0,1,1,0,70336,64363,290,
L_00000175,40,1,3600,1,1,1113.000, 1113.000, 0.000, 1113.000, 1095.000,0.094, 0.032, 0.083, 0.016, 0.059, 0.003,14, 14, 1,3,3,0,1,1,0,48047,43664,321,
L_00000176,40,1,3600,1,1,1005.000, 1005.000, 0.000, 1005.000, 998.000,0.055, 0.031, 0.043, 0.006, 0.031, 0.004,11, 11, 1,3,3,0,1,1,0,20581,18635,248,
L_00000177,40,1,3600,1,1,1181.000, 1181.000, 0.000, 1183.000, 1170.000,0.062, 0.023, 0.048, 0.011, 0.027, 0.005,14, 14, 5,11,6,5,1,0,0,22507,19845,526,
L_00000178,40,1,3600,1,1,1139.000, 1139.000, 0.000, 1141.000, 1123.000,0.384, 0.047, 0.364, 0.089, 0.157, 0.004,51, 51, 28,57,34,23,1,5,0,121072,108969,522,
L_00000179,40,1,3600,1,1,1203.000, 1203.000, 0.000, 1203.000, 1194.000,0.053, 0.031, 0.042, 0.009, 0.027, 0.003,11, 11, 1,3,3,0,1,1,0,20321,18066,307,
L_00000180,40,1,3600,1,1,1058.000, 1058.000, 0.000, 1059.000, 1056.000,0.083, 0.052, 0.071, 0.009, 0.055, 0.004,12, 12, 2,5,3,2,1,0,0,38088,34499,440,
L_00000181,40,1,3600,1,1,1290.000, 1290.000, 0.000, 1292.000, 1289.000,0.796, 0.058, 0.712, 0.188, 0.243, 0.007,141, 135, 94,177,100,77,1,5,0,220319,199469,539,
L_00000182,40,1,3600,1,1,1238.000, 1238.000, 0.000, 1242.000, 1232.000,0.104, 0.032, 0.090, 0.019, 0.056, 0.003,22, 22, 8,17,9,8,1,0,0,51084,45370,512,
L_00000183,40,1,3600,1,1,1109.000, 1109.000, 0.000, 1112.000, 1090.000,9.037, 0.039, 8.566, 2.079, 2.830, 0.023,569, 569, 406,813,428,385,1,21,0,2015017,1822245,492,
L_00000184,40,1,3600,1,1,1062.000, 1062.000, 0.000, 1064.000, 1061.000,0.072, 0.038, 0.055, 0.009, 0.037, 0.004,13, 13, 3,7,4,3,1,0,0,30436,27219,406,
L_00000185,40,1,3600,1,1,1047.000, 1047.000, 0.000, 1049.000, 1044.000,0.463, 0.033, 0.439, 0.084, 0.171, 0.006,78, 77, 42,83,53,30,1,10,0,152783,136013,483,
L_00000186,40,1,3600,1,1,1025.000, 1025.000, 0.000, 1026.000, 1020.000,0.120, 0.055, 0.105, 0.012, 0.081, 0.003,19, 19, 6,13,7,6,1,0,0,59877,54679,222,
L_00000187,40,1,3600,1,1,967.000, 967.000, 0.000, 968.000, 956.000,0.135, 0.040, 0.122, 0.011, 0.105, 0.003,12, 12, 2,5,3,2,1,0,0,72726,67207,417,
L_00000188,40,1,3600,1,1,1138.000, 1138.000, 0.000, 1139.000, 1122.000,0.419, 0.054, 0.385, 0.106, 0.182, 0.005,54, 54, 25,51,31,20,1,5,0,151755,139126,420,
L_00000189,40,1,3600,1,1,1171.000, 1171.000, 0.000, 1223.000, 1159.000,2.488, 0.031, 2.308, 0.618, 0.550, 0.014,318, 318, 206,413,248,165,1,41,0,522855,470617,616,
L_00000190,40,1,3600,1,1,1075.000, 1075.000, 0.000, 1075.000, 1075.000,0.042, 0.031, 0.031, 0.005, 0.023, 0.003,4, 4, 1,3,1,2,0,0,0,19954,17662,356,
L_00000191,40,1,3600,1,1,1000.000, 1000.000, 0.000, 1002.000, 992.000,0.077, 0.042, 0.064, 0.009, 0.050, 0.003,12, 12, 2,5,3,2,1,0,0,36546,32526,307,
L_00000192,40,1,3600,1,1,1197.000, 1197.000, 0.000, 1200.000, 1187.000,0.781, 0.044, 0.712, 0.189, 0.215, 0.005,122, 122, 75,151,86,65,1,10,0,183675,164202,546,
L_00000193,40,1,3600,1,1,1224.000, 1224.000, 0.000, 1229.000, 1217.000,2.194, 0.023, 2.144, 0.464, 0.128, 0.006,445, 445, 223,447,418,29,7,187,1,120380,109165,530,
L_00000194,40,1,3600,1,1,1170.000, 1170.000, 0.000, 1171.000, 1157.000,0.051, 0.027, 0.039, 0.014, 0.021, 0.003,13, 13, 3,7,4,3,1,0,0,18215,16234,279,
L_00000195,40,1,3600,1,1,939.000, 939.000, 0.000, 939.000, 925.000,0.078, 0.050, 0.067, 0.013, 0.050, 0.004,12, 12, 1,3,3,0,1,1,0,30591,27316,563,
L_00000196,40,1,3600,1,1,1126.000, 1126.000, 0.000, 1129.000, 1109.000,0.075, 0.040, 0.063, 0.010, 0.048, 0.003,10, 10, 2,5,3,2,1,0,0,36282,32122,736,
L_00000197,40,1,3600,1,1,1015.000, 1015.000, 0.000, 1016.000, 1009.000,0.071, 0.052, 0.060, 0.005, 0.046, 0.004,10, 10, 3,7,4,3,1,0,0,31879,29124,252,
L_00000198,40,1,3600,1,1,1236.000, 1236.000, 0.000, 1236.000, 1230.000,0.066, 0.045, 0.055, 0.013, 0.038, 0.003,13, 13, 1,3,3,0,1,1,0,31279,27191,1274,
L_00000199,40,1,3600,1,1,1200.000, 1200.000, 0.000, 1214.000, 1190.000,1.468, 0.045, 1.419, 0.389, 0.242, 0.007,267, 267, 136,273,235,38,3,96,0,216630,196497,454,
L_00000200,50,1,3600,1,1,1593.000, 1593.000, 0.000, 1593.000, 1579.000,0.132, 0.061, 0.118, 0.019, 0.091, 0.005,13, 13, 1,3,3,0,1,1,0,59469,54395,1036,
L_00000201,50,1,3600,1,1,1545.000, 1545.000, 0.000, 1553.000, 1526.000,1.435, 0.062, 1.332, 0.428, 0.403, 0.017,164, 164, 84,169,138,31,1,53,0,290401,265885,1292,
L_00000202,50,1,3600,1,1,1276.000, 1276.000, 0.000, 1276.000, 1274.000,0.093, 0.066, 0.079, 0.014, 0.058, 0.005,12, 12, 1,3,3,0,1,1,0,46046,41474,732,
L_00000203,50,1,3600,1,1,1450.000, 1450.000, 0.000, 1453.000, 1443.000,0.146, 0.055, 0.128, 0.023, 0.091, 0.007,20, 20, 7,15,8,7,1,0,0,58573,53518,965,
L_00000204,50,1,3600,1,1,1505.000, 1505.000, 0.000, 1515.000, 1504.000,2.916, 0.046, 2.641, 0.613, 0.819, 0.025,193, 193, 134,269,135,134,1,0,0,540517,499206,1130,
L_00000205,50,1,3600,1,1,1385.000, 1385.000, 0.000, 1385.000, 1372.000,0.111, 0.062, 0.096, 0.016, 0.074, 0.006,14, 14, 1,3,3,0,1,1,0,58449,53442,783,
L_00000206,50,1,3600,1,1,1606.000, 1606.000, 0.000, 1607.000, 1593.000,0.674, 0.109, 0.628, 0.135, 0.221, 0.020,70, 70, 37,75,54,21,1,16,0,133413,122738,873,
L_00000207,50,1,3600,1,1,1348.000, 1348.000, 0.000, 1352.000, 1331.000,2.000, 0.083, 1.847, 0.545, 0.600, 0.010,120, 120, 76,153,81,72,1,4,0,483374,447778,1052,
L_00000208,50,1,3600,1,1,1219.000, 1219.000, 0.000, 1220.000, 1211.000,0.094, 0.041, 0.077, 0.015, 0.054, 0.008,11, 11, 2,5,3,2,1,0,0,40312,36287,738,
L_00000209,50,1,3600,1,1,1239.000, 1239.000, 0.000, 1239.000, 1233.000,0.104, 0.074, 0.092, 0.010, 0.075, 0.004,10, 10, 1,3,3,0,1,1,0,48417,43076,1397,
L_00000210,50,1,3600,1,1,1501.000, 1501.000, 0.000, 1502.000, 1500.000,0.119, 0.077, 0.102, 0.016, 0.079, 0.005,13, 13, 2,5,3,2,1,0,0,58296,53076,613,
L_00000211,50,1,3600,1,1,1214.000, 1214.000, 0.000, 1235.000, 1206.000,0.127, 0.051, 0.109, 0.021, 0.075, 0.007,16, 16, 7,15,8,7,1,0,0,51266,45766,564,
L_00000212,50,1,3600,1,1,1389.000, 1389.000, 0.000, 1391.000, 1376.000,0.289, 0.068, 0.272, 0.034, 0.210, 0.008,22, 22, 7,15,8,7,1,0,0,132948,123265,1001,
L_00000213,50,1,3600,1,1,1459.000, 1459.000, 0.000, 1459.000, 1453.000,0.074, 0.051, 0.062, 0.012, 0.041, 0.005,11, 11, 1,3,3,0,1,1,0,32795,29444,685,
L_00000214,50,1,3600,1,1,1367.000, 1367.000, 0.000, 1370.000, 1352.000,4.593, 0.069, 4.334, 0.748, 2.511, 0.025,162, 162, 115,231,117,114,1,1,0,763901,697793,864,
L_00000215,50,1,3600,1,1,1551.000, 1551.000, 0.000, 1551.000, 1533.000,0.168, 0.080, 0.154, 0.024, 0.120, 0.006,16, 16, 1,3,3,0,1,1,0,82464,75586,474,
L_00000216,50,1,3600,1,1,1299.000, 1299.000, 0.000, 1299.000, 1299.000,0.113, 0.101, 0.101, 0.010, 0.087, 0.005,9, 9, 1,3,1,2,0,0,0,54234,48094,943,
L_00000217,50,1,3600,1,1,1448.000, 1448.000, 0.000, 1450.000, 1441.000,0.107, 0.065, 0.095, 0.014, 0.069, 0.004,12, 12, 3,7,4,3,1,0,0,53691,48874,573,
L_00000218,50,1,3600,1,1,1552.000, 1552.000, 0.000, 1554.000, 1534.000,0.488, 0.068, 0.452, 0.122, 0.207, 0.019,49, 49, 25,51,37,14,1,11,0,141373,131095,1169,
L_00000219,50,1,3600,1,1,1433.000, 1433.000, 0.000, 1433.000, 1425.000,0.180, 0.130, 0.165, 0.021, 0.134, 0.005,14, 14, 1,3,3,0,1,1,0,91117,82089,1200,
L_00000220,50,1,3600,1,1,1492.000, 1492.000, 0.000, 1495.000, 1490.000,0.112, 0.048, 0.093, 0.016, 0.059, 0.008,17, 17, 5,11,6,5,1,0,0,48322,43118,797,
L_00000221,50,1,3600,1,1,1556.000, 1556.000, 0.000, 1563.000, 1538.000,0.582, 0.122, 0.522, 0.098, 0.339, 0.013,42, 42, 21,43,23,20,1,1,0,229276,211633,1181,
L_00000222,50,1,3600,1,1,1368.000, 1368.000, 0.000, 1371.000, 1353.000,0.113, 0.049, 0.099, 0.022, 0.071, 0.005,12, 12, 2,5,3,2,1,0,0,53325,48632,877,
L_00000223,50,1,3600,1,1,1370.000, 1370.000, 0.000, 1378.000, 1355.000,1.181, 0.081, 1.081, 0.222, 0.614, 0.017,71, 71, 43,87,45,42,1,1,0,404758,378331,873,
L_00000224,50,1,3600,1,1,1520.000, 1520.000, 0.000, 1544.000, 1520.000,0.087, 0.071, 0.074, 0.013, 0.055, 0.004,11, 11, 2,5,2,3,0,0,0,39244,35520,739,
L_00000225,50,1,3600,1,1,1502.000, 1502.000, 0.000, 1504.000, 1501.000,0.207, 0.079, 0.194, 0.031, 0.129, 0.005,31, 31, 14,29,15,14,1,0,0,86940,79696,977,
L_00000226,50,1,3600,1,1,1280.000, 1280.000, 0.000, 1281.000, 1278.000,0.120, 0.067, 0.107, 0.015, 0.073, 0.004,17, 17, 6,13,7,6,1,0,0,51831,47251,996,
L_00000227,50,1,3600,1,1,1623.000, 1623.000, 0.000, 1626.000, 1612.000,15.128, 0.060, 13.869, 3.521, 2.427, 0.061,657, 657, 518,1037,523,514,1,4,0,1706754,1563125,851,
L_00000228,50,1,3600,1,1,1356.000, 1356.000, 0.000, 1357.000, 1340.000,5.602, 0.052, 5.145, 1.389, 1.612, 0.031,258, 258, 192,385,196,189,1,3,0,1057409,976630,886,
L_00000229,50,1,3600,1,1,1394.000, 1394.000, 0.000, 1394.000, 1382.000,0.172, 0.101, 0.161, 0.011, 0.141, 0.004,12, 12, 1,3,3,0,1,1,0,92512,83110,1041,
L_00000230,50,1,3600,1,1,1415.000, 1415.000, 0.000, 1415.000, 1405.000,0.172, 0.125, 0.159, 0.017, 0.132, 0.005,14, 14, 1,3,3,0,1,1,0,60423,54466,1639,
L_00000231,50,1,3600,1,1,1157.000, 1157.000, 0.000, 1157.000, 1143.000,0.186, 0.068, 0.173, 0.020, 0.144, 0.005,16, 16, 1,3,3,0,1,1,0,88804,82448,522,
L_00000232,50,1,3600,1,1,1291.000, 1291.000, 0.000, 1291.000, 1291.000,0.124, 0.112, 0.112, 0.008, 0.101, 0.004,7, 7, 1,3,1,2,0,0,0,58021,53342,880,
L_00000233,50,1,3600,1,1,1247.000, 1247.000, 0.000, 1247.000, 1242.000,0.119, 0.044, 0.108, 0.014, 0.083, 0.005,14, 14, 1,3,3,0,1,1,0,54344,49586,514,
L_00000234,50,1,3600,1,1,1581.000, 1581.000, 0.000, 1585.000, 1566.000,2.489, 0.113, 2.216, 0.553, 0.688, 0.009,215, 215, 157,315,178,137,1,20,0,508269,474740,1582,
L_00000235,50,1,3600,1,1,1246.000, 1246.000, 0.000, 1246.000, 1241.000,0.149, 0.064, 0.136, 0.019, 0.105, 0.004,17, 17, 1,3,3,0,1,1,0,78743,71132,1042,
L_00000236,50,1,3600,1,1,1431.000, 1431.000, 0.000, 1431.000, 1423.000,0.150, 0.088, 0.134, 0.013, 0.111, 0.004,12, 12, 1,3,3,0,1,1,0,72141,65530,1032,
L_00000237,50,1,3600,1,1,1357.000, 1357.000, 0.000, 1361.000, 1341.000,0.235, 0.064, 0.219, 0.039, 0.152, 0.006,22, 22, 9,19,10,9,1,0,0,109556,101017,704,
L_00000238,50,1,3600,1,1,1361.000, 1361.000, 0.000, 1361.000, 1346.000,0.114, 0.053, 0.100, 0.016, 0.074, 0.004,14, 14, 1,3,3,0,1,1,0,55223,49255,1551,
L_00000239,50,1,3600,1,1,1480.000, 1480.000, 0.000, 1499.000, 1476.000,0.112, 0.059, 0.097, 0.013, 0.077, 0.004,11, 11, 2,5,3,2,1,0,0,48582,43531,1011,
L_00000240,50,1,3600,1,1,1492.000, 1492.000, 0.000, 1494.000, 1490.000,0.075, 0.047, 0.061, 0.012, 0.041, 0.005,12, 12, 2,5,3,2,1,0,0,32163,28604,909,
L_00000241,50,1,3600,1,1,1469.000, 1469.000, 0.000, 1469.000, 1464.000,0.105, 0.074, 0.092, 0.012, 0.073, 0.004,11, 11, 1,3,3,0,1,1,0,49079,43925,1006,
L_00000242,50,1,3600,1,1,1393.000, 1393.000, 0.000, 1394.000, 1381.000,0.115, 0.054, 0.101, 0.018, 0.073, 0.004,12, 12, 2,5,3,2,1,0,0,49637,45261,572,
L_00000243,50,1,3600,1,1,1484.000, 1484.000, 0.000, 1486.000, 1481.000,0.119, 0.067, 0.104, 0.013, 0.075, 0.004,15, 15, 5,11,6,5,1,0,0,48908,44127,1015,
L_00000244,50,1,3600,1,1,1355.000, 1355.000, 0.000, 1360.000, 1339.000,0.219, 0.065, 0.205, 0.032, 0.150, 0.004,19, 19, 6,13,7,6,1,0,0,102188,93447,931,
L_00000245,50,1,3600,1,1,1436.000, 1436.000, 0.000, 1438.000, 1428.000,1.444, 0.047, 1.408, 0.306, 0.232, 0.011,164, 164, 82,165,144,21,1,61,0,167354,153985,1229,
L_00000246,50,1,3600,1,1,1518.000, 1518.000, 0.000, 1519.000, 1518.000,0.185, 0.150, 0.171, 0.011, 0.152, 0.005,13, 13, 2,5,3,2,1,0,0,89651,80985,1080,
L_00000247,50,1,3600,1,1,1554.000, 1554.000, 0.000, 1554.000, 1536.000,0.203, 0.059, 0.191, 0.021, 0.161, 0.005,14, 14, 1,3,3,0,1,1,0,110297,101735,1130,
L_00000248,50,1,3600,1,1,1491.000, 1491.000, 0.000, 1491.000, 1489.000,0.080, 0.053, 0.068, 0.014, 0.044, 0.004,12, 12, 1,3,3,0,1,1,0,36509,32199,1228,
L_00000249,50,1,3600,1,1,1448.000, 1448.000, 0.000, 1448.000, 1441.000,0.166, 0.148, 0.154, 0.017, 0.133, 0.004,12, 12, 1,3,3,0,1,1,0,69820,64947,522,
L_00000250,60,1,3600,1,1,1891.000, 1891.000, 0.000, 1892.000, 1885.000,0.152, 0.089, 0.137, 0.020, 0.104, 0.005,16, 16, 2,5,3,2,1,0,0,60936,55580,1360,
L_00000251,60,1,3600,1,1,1618.000, 1618.000, 0.000, 1619.000, 1606.000,0.310, 0.200, 0.296, 0.021, 0.257, 0.004,16, 16, 5,11,6,5,1,0,0,145241,132605,2051,
L_00000252,60,1,3600,1,1,1653.000, 1653.000, 0.000, 1654.000, 1645.000,1.112, 0.106, 1.038, 0.213, 0.455, 0.010,68, 68, 39,79,42,37,1,2,0,316310,294112,1458,
L_00000253,60,1,3600,1,1,1575.000, 1575.000, 0.000, 1577.000, 1559.000,4.122, 0.119, 3.820, 0.830, 2.000, 0.014,114, 114, 72,145,73,72,1,0,0,988050,926929,1312,
L_00000254,60,1,3600,1,1,1937.000, 1937.000, 0.000, 1941.000, 1935.000,2.000, 0.143, 1.756, 0.401, 0.582, 0.013,130, 130, 90,181,93,88,1,2,0,372683,347680,1577,
L_00000255,60,1,3600,1,1,1631.000, 1631.000, 0.000, 1634.000, 1621.000,0.232, 0.150, 0.217, 0.023, 0.179, 0.005,15, 15, 3,7,4,3,1,0,0,113846,104505,2392,
L_00000256,60,1,3600,1,1,1647.000, 1647.000, 0.000, 1647.000, 1638.000,0.148, 0.090, 0.134, 0.024, 0.096, 0.007,14, 14, 1,3,3,0,1,1,0,66194,60047,1302,
L_00000257,60,1,3600,1,1,1797.000, 1797.000, 0.000, 1800.000, 1781.000,0.204, 0.119, 0.190, 0.033, 0.143, 0.006,16, 16, 2,5,3,2,1,0,0,89921,82679,1292,
L_00000258,60,1,3600,1,1,1635.000, 1635.000, 0.000, 1637.000, 1625.000,0.414, 0.112, 0.398, 0.034, 0.341, 0.005,19, 19, 5,11,6,5,1,0,0,162911,152097,1660,
L_00000259,60,1,3600,1,1,1499.000, 1499.000, 0.000, 1499.000, 1497.000,0.163, 0.115, 0.151, 0.015, 0.123, 0.005,13, 13, 1,3,3,0,1,1,0,80376,73453,1472,
L_00000260,60,1,3600,1,1,1670.000, 1670.000, 0.000, 1670.000, 1663.000,0.151, 0.102, 0.138, 0.017, 0.107, 0.005,14, 14, 1,3,3,0,1,1,0,63776,58690,929,
