instName, numOfJobs, numOfThreads, timeLimit, feasible, optimal, globalUB, globalLB, gap,rootUB, rootLB, timeCost, timeOnRoot, timeOnCG, timeOnRMP, timeOnPP, timeOnHeuristics, cntRMPCall, cntPPCall, cntHeuristicsCall, numOfNodes, numOfNodesSolved, numOfNodesRemained, numOfNodesPrunedByInfeasible, numOfNodesPrunedByBound, numOfNodesPrunedByOptimal, numOfLabels, numOfLabelsPrunedByLb, numOfLabelsDominated
L_00000137,30,1,3600,1,1,801.000, 801.000, 0.000, 805.000, 796.000,0.051, 0.014, 0.039, 0.011, 0.016, 0.003,19, 19, 9,19,10,9,1,0,0,18990,16713,116,
L_00000138,30,1,3600,1,1,838.000, 838.000, 0.000, 839.000, 836.000,0.066, 0.028, 0.055, 0.008, 0.036, 0.003,20, 20, 5,11,6,5,1,0,0,29890,26167,130,
L_00000139,30,1,3600,1,1,908.000, 908.000, 0.000, 918.000, 891.000,0.045, 0.018, 0.033, 0.007, 0.020, 0.004,11, 11, 3,7,4,3,1,0,0,15641,13585,173,
L_00000140,30,1,3600,1,1,834.000, 834.000, 0.000, 835.000, 832.000,0.036, 0.018, 0.023, 0.004, 0.010, 0.003,11, 11, 3,7,5,2,1,0,1,11563,10110,59,
L_00000141,30,1,3600,1,1,680.000, 680.000, 0.000, 681.000, 662.000,0.064, 0.020, 0.053, 0.007, 0.038, 0.003,13, 13, 3,7,4,3,1,0,0,34337,30522,200,
L_00000142,30,1,3600,1,1,713.000, 713.000, 0.000, 714.000, 699.000,0.045, 0.025, 0.034, 0.006, 0.021, 0.002,9, 9, 2,5,3,2,1,0,0,20306,17681,190,
L_00000143,30,1,3600,1,1,755.000, 755.000, 0.000, 756.000, 745.000,0.853, 0.014, 0.817, 0.150, 0.145, 0.012,244, 158, 205,239,211,28,5,0,1,137009,120259,300,
L_00000144,30,1,3600,1,1,775.000, 775.000, 0.000, 775.000, 767.000,0.036, 0.021, 0.026, 0.003, 0.017, 0.002,6, 6, 1,3,3,0,2,0,0,13110,11400,97,
L_00000145,30,1,3600,1,1,789.000, 789.000, 0.000, 789.000, 782.000,0.050, 0.036, 0.039, 0.004, 0.028, 0.003,8, 8, 1,3,3,0,2,0,0,20258,17973,157,
L_00000146,30,1,3600,1,1,836.000, 836.000, 0.000, 837.000, 834.000,0.034, 0.017, 0.022, 0.003, 0.013, 0.004,8, 8, 2,5,3,2,1,0,0,11493,10022,137,
L_00000147,30,1,3600,1,1,772.000, 772.000, 0.000, 775.000, 764.000,0.509, 0.028, 0.481, 0.112, 0.170, 0.006,136, 91, 108,127,111,16,3,0,0,141585,125354,273,
L_00000148,30,1,3600,1,1,825.000, 825.000, 0.000, 825.000, 822.000,0.038, 0.021, 0.028, 0.006, 0.018, 0.002,10, 10, 1,3,3,0,2,0,0,12627,10837,217,
L_00000149,30,1,3600,1,1,814.000, 814.000, 0.000, 816.000, 810.000,0.033, 0.018, 0.022, 0.005, 0.012, 0.003,9, 9, 2,5,3,2,1,0,0,11813,10197,132,
L_00000150,40,1,3600,1,1,1220.000, 1220.000, 0.000, 1220.000, 1212.000,0.163, 0.099, 0.153, 0.010, 0.136, 0.003,12, 12, 1,3,3,0,2,0,0,26103,23540,160,
L_00000151,40,1,3600,1,1,1140.000, 1140.000, 0.000, 1141.000, 1124.000,4.345, 0.038, 4.070, 1.011, 1.289, 0.022,445, 370, 342,535,345,190,3,0,0,980349,883104,628,
L_00000152,40,1,3600,1,1,1049.000, 1049.000, 0.000, 1049.000, 1046.000,0.068, 0.043, 0.057, 0.008, 0.041, 0.003,9, 9, 1,3,3,0,2,0,0,30545,26986,365,
L_00000153,40,1,3600,1,1,1151.000, 1151.000, 0.000, 1151.000, 1137.000,0.092, 0.037, 0.081, 0.013, 0.063, 0.002,9, 9, 1,3,3,0,2,0,0,43153,38935,395,
L_00000154,40,1,3600,1,1,988.000, 988.000, 0.000, 991.000, 979.000,0.535, 0.047, 0.512, 0.118, 0.240, 0.005,66, 60, 38,65,39,26,1,0,0,186366,167119,602,
L_00000155,40,1,3600,1,1,1186.000, 1186.000, 0.000, 1193.000, 1175.000,0.220, 0.040, 0.203, 0.035, 0.130, 0.007,33, 33, 16,33,17,16,1,0,0,98269,89556,462,
L_00000156,40,1,3600,1,1,1162.000, 1162.000, 0.000, 1183.000, 1149.000,0.057, 0.024, 0.045, 0.009, 0.030, 0.002,10, 10, 2,5,3,2,1,0,0,23239,20625,554,
L_00000157,40,1,3600,1,1,1247.000, 1247.000, 0.000, 1248.000, 1242.000,0.472, 0.045, 0.446, 0.079, 0.177, 0.005,91, 77, 60,93,61,32,1,0,0,144975,131371,573,
L_00000158,40,1,3600,1,1,1174.000, 1174.000, 0.000, 1176.000, 1162.000,0.077, 0.031, 0.065, 0.009, 0.047, 0.003,14, 14, 4,9,5,4,1,0,0,25365,22512,467,
L_00000159,40,1,3600,1,1,1198.000, 1198.000, 0.000, 1198.000, 1188.000,0.084, 0.052, 0.074, 0.008, 0.061, 0.002,10, 10, 1,3,3,0,2,0,0,24640,22268,310,
L_00000160,40,1,3600,1,1,1323.000, 1323.000, 0.000, 1332.000, 1304.000,0.199, 0.037, 0.184, 0.029, 0.145, 0.005,19, 19, 4,9,5,4,1,0,0,106181,97981,487,
L_00000161,40,1,3600,1,1,1024.000, 1024.000, 0.000, 1032.000, 1019.000,0.846, 0.030, 0.782, 0.156, 0.283, 0.005,117, 116, 70,139,72,67,1,0,1,244227,217140,842,
L_00000162,40,1,3600,1,1,1133.000, 1133.000, 0.000, 1134.000, 1117.000,0.063, 0.027, 0.050, 0.004, 0.037, 0.003,12, 12, 3,7,4,3,1,0,0,29657,26762,405,
L_00000163,40,1,3600,1,1,1130.000, 1130.000, 0.000, 1132.000, 1113.000,0.579, 0.042, 0.536, 0.124, 0.317, 0.005,54, 53, 31,61,32,29,1,0,0,244556,224522,319,
L_00000164,40,1,3600,1,1,1158.000, 1158.000, 0.000, 1160.000, 1144.000,0.104, 0.044, 0.089, 0.012, 0.066, 0.002,14, 14, 5,11,6,5,1,0,0,47860,44008,354,
L_00000165,40,1,3600,1,1,1117.000, 1117.000, 0.000, 1117.000, 1099.000,0.104, 0.050, 0.094, 0.009, 0.076, 0.002,10, 10, 1,3,3,0,2,0,0,53838,48529,457,
L_00000166,40,1,3600,1,1,1055.000, 1055.000, 0.000, 1057.000, 1053.000,0.077, 0.033, 0.063, 0.009, 0.042, 0.004,15, 15, 5,11,6,5,1,0,0,29119,25620,530,
L_00000167,40,1,3600,1,1,1286.000, 1286.000, 0.000, 1292.000, 1285.000,0.678, 0.031, 0.645, 0.124, 0.164, 0.008,133, 124, 96,175,97,78,1,0,0,131272,117507,730,
L_00000168,40,1,3600,1,1,1246.000, 1246.000, 0.000, 1249.000, 1241.000,0.225, 0.043, 0.210, 0.059, 0.109, 0.004,40, 39, 20,37,21,16,1,0,0,90805,81419,740,
L_00000169,40,1,3600,1,1,1044.000, 1044.000, 0.000, 1044.000, 1041.000,0.058, 0.034, 0.047, 0.009, 0.032, 0.004,10, 10, 1,3,3,0,2,0,0,24499,22317,348,
L_00000170,40,1,3600,1,1,1022.000, 1022.000, 0.000, 1022.000, 1017.000,0.073, 0.032, 0.063, 0.007, 0.050, 0.002,11, 11, 1,3,3,0,2,0,0,34900,31277,346,
L_00000171,40,1,3600,1,1,1079.000, 1079.000, 0.000, 1080.000, 1079.000,0.068, 0.036, 0.057, 0.010, 0.040, 0.003,12, 12, 2,5,3,2,1,0,0,27820,24779,622,
L_00000172,40,1,3600,1,1,1176.000, 1176.000, 0.000, 1177.000, 1164.000,1.101, 0.052, 1.009, 0.203, 0.516, 0.016,116, 115, 75,149,76,73,1,0,0,393112,358286,454,
L_00000173,40,1,3600,1,1,1074.000, 1074.000, 0.000, 1074.000, 1074.000,0.046, 0.035, 0.035, 0.005, 0.027, 0.003,7, 7, 1,3,1,2,0,0,0,18322,16366,292,
L_00000174,40,1,3600,1,1,1111.000, 1111.000, 0.000, 1111.000, 1093.000,0.138, 0.044, 0.128, 0.018, 0.105, 0.003,13, 13, 1,3,3,0,2,0,0,73389,67342,314,
L_00000175,40,1,3600,1,1,1113.000, 1113.000, 0.000, 1113.000, 1095.000,0.107, 0.032, 0.097, 0.013, 0.077, 0.003,13, 13, 1,3,3,0,2,0,0,56154,51536,447,
L_00000176,40,1,3600,1,1,1005.000, 1005.000, 0.000, 1005.000, 998.000,0.053, 0.030, 0.043, 0.008, 0.027, 0.002,11, 11, 1,3,3,0,2,0,0,20581,18635,248,
L_00000177,40,1,3600,1,1,1181.000, 1181.000, 0.000, 1183.000, 1170.000,0.880, 0.024, 0.790, 0.211, 0.296, 0.007,119, 117, 78,153,79,74,1,0,0,246566,224549,627,
L_00000178,40,1,3600,1,1,1139.000, 1139.000, 0.000, 1141.000, 1123.000,0.569, 0.045, 0.532, 0.123, 0.227, 0.008,65, 57, 42,69,43,26,1,0,0,158750,144997,455,
L_00000179,40,1,3600,1,1,1203.000, 1203.000, 0.000, 1203.000, 1194.000,0.055, 0.029, 0.044, 0.005, 0.030, 0.002,12, 12, 1,3,3,0,2,0,0,24693,21965,307,
L_00000180,40,1,3600,1,1,1058.000, 1058.000, 0.000, 1059.000, 1056.000,0.081, 0.052, 0.070, 0.008, 0.057, 0.003,12, 12, 2,5,3,2,1,0,0,38088,34499,440,
L_00000181,40,1,3600,1,1,1290.000, 1290.000, 0.000, 1292.000, 1289.000,0.096, 0.061, 0.084, 0.009, 0.063, 0.003,15, 15, 4,9,5,4,1,0,0,42821,38849,522,
L_00000182,40,1,3600,1,1,1238.000, 1238.000, 0.000, 1242.000, 1232.000,0.570, 0.036, 0.517, 0.126, 0.153, 0.004,109, 96, 78,131,79,52,1,0,0,119462,107368,553,
L_00000183,40,1,3600,1,1,1109.000, 1109.000, 0.000, 1112.000, 1090.000,25.154, 0.032, 24.476, 3.939, 13.968, 0.044,1086, 998, 686,1195,716,479,30,0,0,9031429,7779179,9342,
L_00000184,40,1,3600,1,1,1062.000, 1062.000, 0.000, 1064.000, 1061.000,0.078, 0.037, 0.065, 0.010, 0.043, 0.003,16, 16, 5,11,6,5,1,0,0,35565,31856,406,
L_00000185,40,1,3600,1,1,1047.000, 1047.000, 0.000, 1049.000, 1044.000,0.063, 0.033, 0.049, 0.009, 0.034, 0.003,13, 13, 4,9,5,4,1,0,0,28782,25988,181,
L_00000186,40,1,3600,1,1,1025.000, 1025.000, 0.000, 1026.000, 1020.000,0.106, 0.058, 0.094, 0.008, 0.072, 0.003,17, 17, 5,11,6,5,1,0,0,47361,43296,222,
L_00000187,40,1,3600,1,1,967.000, 967.000, 0.000, 968.000, 956.000,0.085, 0.046, 0.072, 0.009, 0.057, 0.003,12, 12, 2,5,3,2,1,0,0,40508,36616,422,
L_00000188,40,1,3600,1,1,1138.000, 1138.000, 0.000, 1139.000, 1122.000,0.250, 0.055, 0.234, 0.050, 0.143, 0.004,33, 30, 16,27,17,10,1,0,0,106211,97324,506,
L_00000189,40,1,3600,1,1,1171.000, 1171.000, 0.000, 1223.000, 1159.000,5.095, 0.037, 4.822, 1.040, 2.039, 0.020,373, 368, 239,469,241,228,1,0,1,1470719,1299126,984,
L_00000190,40,1,3600,1,1,1075.000, 1075.000, 0.000, 1075.000, 1075.000,0.043, 0.033, 0.033, 0.004, 0.026, 0.002,4, 4, 1,3,1,2,0,0,0,19954,17662,356,
L_00000191,40,1,3600,1,1,1000.000, 1000.000, 0.000, 1002.000, 992.000,1.447, 0.045, 1.412, 0.239, 0.184, 0.011,243, 152, 213,245,217,28,4,0,0,151759,136004,319,
L_00000192,40,1,3600,1,1,1197.000, 1197.000, 0.000, 1200.000, 1187.000,0.115, 0.043, 0.103, 0.018, 0.069, 0.003,20, 20, 8,17,9,8,1,0,0,50799,45025,540,
L_00000193,40,1,3600,1,1,1224.000, 1224.000, 0.000, 1229.000, 1217.000,1.328, 0.026, 1.229, 0.229, 0.245, 0.018,286, 202, 245,323,249,74,4,0,0,205202,185502,575,
L_00000194,40,1,3600,1,1,1170.000, 1170.000, 0.000, 1171.000, 1157.000,3.743, 0.028, 3.542, 0.752, 1.144, 0.018,439, 372, 322,511,325,186,3,0,0,922541,817140,2299,
L_00000195,40,1,3600,1,1,939.000, 939.000, 0.000, 939.000, 925.000,0.064, 0.040, 0.053, 0.008, 0.036, 0.003,12, 12, 1,3,3,0,2,0,0,31520,28242,564,
L_00000196,40,1,3600,1,1,1126.000, 1126.000, 0.000, 1129.000, 1109.000,0.103, 0.044, 0.091, 0.017, 0.060, 0.003,14, 14, 5,11,6,5,1,0,0,46054,40962,736,
L_00000197,40,1,3600,1,1,1015.000, 1015.000, 0.000, 1016.000, 1009.000,0.073, 0.054, 0.061, 0.005, 0.045, 0.002,10, 10, 3,7,4,3,1,0,0,31879,29124,252,
L_00000198,40,1,3600,1,1,1236.000, 1236.000, 0.000, 1236.000, 1230.000,0.069, 0.044, 0.058, 0.007, 0.044, 0.003,13, 13, 1,3,3,0,2,0,0,31397,27299,1274,
L_00000199,40,1,3600,1,1,1200.000, 1200.000, 0.000, 1214.000, 1190.000,4.706, 0.050, 4.480, 0.718, 2.437, 0.014,402, 400, 223,443,227,216,3,0,1,1987466,1693476,7829,
L_00000200,50,1,3600,1,1,1593.000, 1593.000, 0.000, 1593.000, 1579.000,0.089, 0.056, 0.076, 0.017, 0.048, 0.005,12, 12, 1,3,3,0,2,0,0,38598,34594,1038,
L_00000201,50,1,3600,1,1,1545.000, 1545.000, 0.000, 1553.000, 1526.000,1.739, 0.067, 1.492, 0.394, 0.578, 0.019,135, 133, 99,195,100,95,1,0,0,400093,369575,1315,
L_00000202,50,1,3600,1,1,1276.000, 1276.000, 0.000, 1276.000, 1274.000,0.094, 0.066, 0.079, 0.015, 0.056, 0.005,12, 12, 1,3,3,0,2,0,0,46046,41474,732,
L_00000203,50,1,3600,1,1,1450.000, 1450.000, 0.000, 1453.000, 1443.000,0.109, 0.055, 0.092, 0.015, 0.063, 0.005,16, 16, 5,11,6,5,1,0,0,41644,37727,958,
L_00000204,50,1,3600,1,1,1505.000, 1505.000, 0.000, 1515.000, 1504.000,0.088, 0.045, 0.073, 0.014, 0.053, 0.005,12, 12, 2,5,3,2,1,0,0,38293,34254,1109,
L_00000205,50,1,3600,1,1,1385.000, 1385.000, 0.000, 1385.000, 1372.000,0.114, 0.067, 0.099, 0.012, 0.078, 0.005,13, 13, 1,3,3,0,2,0,0,51836,47397,800,
L_00000206,50,1,3600,1,1,1606.000, 1606.000, 0.000, 1607.000, 1593.000,1.145, 0.080, 1.105, 0.291, 0.197, 0.019,199, 118, 181,201,184,17,3,0,0,128865,119340,844,
L_00000207,50,1,3600,1,1,1348.000, 1348.000, 0.000, 1352.000, 1331.000,0.148, 0.083, 0.134, 0.023, 0.103, 0.005,15, 15, 2,5,3,2,1,0,0,72598,65889,976,
L_00000208,50,1,3600,1,1,1219.000, 1219.000, 0.000, 1220.000, 1211.000,0.097, 0.040, 0.079, 0.013, 0.058, 0.007,11, 11, 2,5,3,2,1,0,0,42640,38590,738,
L_00000209,50,1,3600,1,1,1239.000, 1239.000, 0.000, 1239.000, 1233.000,0.104, 0.074, 0.092, 0.010, 0.073, 0.003,10, 10, 1,3,3,0,2,0,0,48417,43076,1397,
L_00000210,50,1,3600,1,1,1501.000, 1501.000, 0.000, 1502.000, 1500.000,0.119, 0.080, 0.106, 0.018, 0.081, 0.004,13, 13, 2,5,3,2,1,0,0,58296,53076,613,
L_00000211,50,1,3600,1,1,1214.000, 1214.000, 0.000, 1235.000, 1206.000,0.116, 0.051, 0.100, 0.015, 0.071, 0.004,13, 13, 5,11,6,5,1,0,0,47962,42635,586,
L_00000212,50,1,3600,1,1,1389.000, 1389.000, 0.000, 1391.000, 1376.000,0.255, 0.073, 0.240, 0.024, 0.205, 0.004,17, 17, 3,7,4,3,1,0,0,117776,108941,997,
L_00000213,50,1,3600,1,1,1459.000, 1459.000, 0.000, 1459.000, 1453.000,0.071, 0.048, 0.059, 0.014, 0.038, 0.004,11, 11, 1,3,3,0,2,0,0,32795,29444,685,
L_00000214,50,1,3600,1,1,1367.000, 1367.000, 0.000, 1370.000, 1352.000,0.369, 0.067, 0.346, 0.074, 0.208, 0.009,32, 32, 14,29,15,14,1,0,0,146479,134057,877,
L_00000215,50,1,3600,1,1,1551.000, 1551.000, 0.000, 1551.000, 1533.000,0.174, 0.080, 0.162, 0.023, 0.121, 0.005,15, 15, 1,3,3,0,2,0,0,84338,77465,507,
L_00000216,50,1,3600,1,1,1299.000, 1299.000, 0.000, 1299.000, 1299.000,0.103, 0.090, 0.090, 0.011, 0.076, 0.004,9, 9, 1,3,1,2,0,0,0,54234,48094,943,
L_00000217,50,1,3600,1,1,1448.000, 1448.000, 0.000, 1450.000, 1441.000,0.127, 0.072, 0.115, 0.012, 0.090, 0.004,12, 12, 3,7,4,3,1,0,0,61098,55327,573,
L_00000218,50,1,3600,1,1,1552.000, 1552.000, 0.000, 1554.000, 1534.000,0.939, 0.064, 0.820, 0.220, 0.384, 0.022,72, 68, 49,91,50,41,1,0,0,271986,253904,1170,
L_00000219,50,1,3600,1,1,1433.000, 1433.000, 0.000, 1433.000, 1425.000,0.175, 0.127, 0.161, 0.021, 0.131, 0.005,14, 14, 1,3,3,0,2,0,0,92233,83147,1200,
L_00000220,50,1,3600,1,1,1492.000, 1492.000, 0.000, 1495.000, 1490.000,0.106, 0.047, 0.087, 0.014, 0.058, 0.008,15, 15, 3,7,4,3,1,0,0,48224,43020,797,
L_00000221,50,1,3600,1,1,1556.000, 1556.000, 0.000, 1563.000, 1538.000,0.581, 0.128, 0.538, 0.098, 0.365, 0.009,38, 36, 19,35,20,15,1,0,0,240937,222230,1494,
L_00000222,50,1,3600,1,1,1368.000, 1368.000, 0.000, 1371.000, 1353.000,0.154, 0.050, 0.138, 0.020, 0.103, 0.007,15, 15, 4,9,5,4,1,0,0,68377,63060,888,
L_00000223,50,1,3600,1,1,1370.000, 1370.000, 0.000, 1378.000, 1355.000,0.871, 0.079, 0.782, 0.202, 0.334, 0.018,70, 69, 44,87,45,42,1,0,0,240399,222388,923,
L_00000224,50,1,3600,1,1,1520.000, 1520.000, 0.000, 1544.000, 1520.000,0.084, 0.069, 0.072, 0.013, 0.052, 0.004,11, 11, 2,5,2,3,0,0,0,39244,35520,739,
L_00000225,50,1,3600,1,1,1502.000, 1502.000, 0.000, 1504.000, 1501.000,0.116, 0.077, 0.104, 0.015, 0.077, 0.005,15, 15, 3,7,4,3,1,0,0,51182,46567,981,
L_00000226,50,1,3600,1,1,1280.000, 1280.000, 0.000, 1281.000, 1278.000,0.100, 0.067, 0.086, 0.008, 0.064, 0.003,12, 12, 4,9,5,4,1,0,0,41237,37415,995,
L_00000227,50,1,3600,1,1,1623.000, 1623.000, 0.000, 1626.000, 1612.000,1.395, 0.058, 1.353, 0.178, 0.235, 0.022,229, 136, 206,227,209,18,3,0,0,149568,139009,829,
L_00000228,50,1,3600,1,1,1356.000, 1356.000, 0.000, 1357.000, 1340.000,0.153, 0.054, 0.135, 0.020, 0.106, 0.009,12, 12, 2,5,3,2,1,0,0,69833,64066,949,
L_00000229,50,1,3600,1,1,1394.000, 1394.000, 0.000, 1394.000, 1382.000,0.151, 0.105, 0.139, 0.014, 0.114, 0.003,12, 12, 1,3,3,0,2,0,0,74392,66004,1020,
L_00000230,50,1,3600,1,1,1415.000, 1415.000, 0.000, 1415.000, 1405.000,0.118, 0.071, 0.106, 0.018, 0.082, 0.003,14, 14, 1,3,3,0,2,0,0,61813,55836,1642,
L_00000231,50,1,3600,1,1,1157.000, 1157.000, 0.000, 1157.000, 1143.000,0.161, 0.068, 0.149, 0.018, 0.124, 0.003,15, 15, 1,3,3,0,2,0,0,81251,74902,724,
L_00000232,50,1,3600,1,1,1291.000, 1291.000, 0.000, 1291.000, 1291.000,0.158, 0.147, 0.147, 0.007, 0.135, 0.004,7, 7, 1,3,1,2,0,0,0,58021,53342,880,
L_00000233,50,1,3600,1,1,1247.000, 1247.000, 0.000, 1247.000, 1242.000,0.118, 0.050, 0.107, 0.016, 0.082, 0.004,14, 14, 1,3,3,0,2,0,0,54344,49586,514,
L_00000234,50,1,3600,1,1,1581.000, 1581.000, 0.000, 1585.000, 1566.000,0.374, 0.143, 0.345, 0.065, 0.242, 0.014,26, 25, 11,21,12,9,1,0,0,138192,126724,1611,
L_00000235,50,1,3600,1,1,1246.000, 1246.000, 0.000, 1246.000, 1241.000,0.151, 0.059, 0.140, 0.022, 0.107, 0.004,17, 17, 1,3,3,0,2,0,0,78743,71132,1042,
L_00000236,50,1,3600,1,1,1431.000, 1431.000, 0.000, 1431.000, 1423.000,0.150, 0.091, 0.138, 0.013, 0.114, 0.004,12, 12, 1,3,3,0,2,0,0,73052,66277,1032,
L_00000237,50,1,3600,1,1,1357.000, 1357.000, 0.000, 1361.000, 1341.000,0.282, 0.064, 0.268, 0.050, 0.173, 0.004,25, 23, 12,21,13,8,1,0,0,121108,111894,702,
L_00000238,50,1,3600,1,1,1361.000, 1361.000, 0.000, 1361.000, 1346.000,0.129, 0.053, 0.116, 0.021, 0.087, 0.003,15, 15, 1,3,3,0,2,0,0,66086,59378,1493,
L_00000239,50,1,3600,1,1,1480.000, 1480.000, 0.000, 1499.000, 1476.000,0.098, 0.050, 0.086, 0.014, 0.059, 0.003,11, 11, 2,5,3,2,1,0,0,48582,43531,1011,
L_00000240,50,1,3600,1,1,1492.000, 1492.000, 0.000, 1494.000, 1490.000,0.086, 0.052, 0.073, 0.015, 0.048, 0.004,14, 14, 4,9,5,4,1,0,0,32262,28703,909,
L_00000241,50,1,3600,1,1,1469.000, 1469.000, 0.000, 1469.000, 1464.000,0.091, 0.064, 0.080, 0.011, 0.060, 0.004,11, 11, 1,3,3,0,2,0,0,49079,43925,1006,
L_00000242,50,1,3600,1,1,1393.000, 1393.000, 0.000, 1394.000, 1381.000,0.100, 0.055, 0.086, 0.014, 0.061, 0.004,11, 11, 2,5,3,2,1,0,0,40394,36547,582,
L_00000243,50,1,3600,1,1,1484.000, 1484.000, 0.000, 1486.000, 1481.000,0.142, 0.061, 0.128, 0.028, 0.075, 0.003,22, 22, 11,23,12,11,1,0,0,57385,52120,1015,
L_00000244,50,1,3600,1,1,1355.000, 1355.000, 0.000, 1360.000, 1339.000,0.863, 0.073, 0.775, 0.214, 0.367, 0.007,59, 58, 35,69,36,33,1,0,0,258791,239129,939,
L_00000245,50,1,3600,1,1,1436.000, 1436.000, 0.000, 1438.000, 1428.000,1.511, 0.048, 1.373, 0.311, 0.480, 0.010,131, 117, 97,167,98,69,1,0,0,369544,341799,1276,
L_00000246,50,1,3600,1,1,1518.000, 1518.000, 0.000, 1519.000, 1518.000,0.179, 0.148, 0.167, 0.011, 0.144, 0.004,13, 13, 2,5,3,2,1,0,0,89651,80985,1080,
L_00000247,50,1,3600,1,1,1554.000, 1554.000, 0.000, 1554.000, 1536.000,0.158, 0.060, 0.147, 0.020, 0.116, 0.004,14, 14, 1,3,3,0,2,0,0,85547,78280,1133,
L_00000248,50,1,3600,1,1,1491.000, 1491.000, 0.000, 1491.000, 1489.000,0.081, 0.055, 0.069, 0.014, 0.047, 0.004,12, 12, 1,3,3,0,2,0,0,36509,32199,1228,
L_00000249,50,1,3600,1,1,1448.000, 1448.000, 0.000, 1448.000, 1441.000,0.173, 0.154, 0.163, 0.011, 0.140, 0.004,12, 12, 1,3,3,0,2,0,0,69820,64947,522,
L_00000250,60,1,3600,1,1,1891.000, 1891.000, 0.000, 1892.000, 1885.000,0.155, 0.090, 0.140, 0.021, 0.105, 0.004,16, 16, 2,5,3,2,1,0,0,60936,55580,1360,
L_00000251,60,1,3600,1,1,1618.000, 1618.000, 0.000, 1619.000, 1606.000,0.305, 0.203, 0.288, 0.025, 0.249, 0.003,15, 15, 4,9,5,4,1,0,0,139822,127717,2051,
L_00000252,60,1,3600,1,1,1653.000, 1653.000, 0.000, 1654.000, 1645.000,5.786, 0.103, 5.730, 0.683, 0.528, 0.024,438, 249, 409,441,414,27,5,0,0,346578,325423,1407,
L_00000253,60,1,3600,1,1,1575.000, 1575.000, 0.000, 1577.000, 1559.000,1.890, 0.124, 1.720, 0.395, 0.850, 0.005,83, 81, 52,101,53,48,1,0,0,534624,502265,1336,
L_00000254,60,1,3600,1,1,1937.000, 1937.000, 0.000, 1941.000, 1935.000,1.061, 0.131, 1.015, 0.178, 0.360, 0.005,87, 72, 64,99,65,34,1,0,0,245032,228666,1551,
L_00000255,60,1,3600,1,1,1631.000, 1631.000, 0.000, 1634.000, 1621.000,0.239, 0.150, 0.226, 0.023, 0.193, 0.004,14, 14, 2,5,3,2,1,0,0,119242,109519,2392,
L_00000256,60,1,3600,1,1,1647.000, 1647.000, 0.000, 1647.000, 1638.000,0.135, 0.090, 0.122, 0.021, 0.091, 0.003,14, 14, 1,3,3,0,2,0,0,64678,58433,1301,
L_00000257,60,1,3600,1,1,1797.000, 1797.000, 0.000, 1800.000, 1781.000,0.249, 0.120, 0.235, 0.046, 0.167, 0.003,19, 19, 4,9,5,4,1,0,0,105300,96928,1295,
L_00000258,60,1,3600,1,1,1635.000, 1635.000, 0.000, 1637.000, 1625.000,1.898, 0.111, 1.727, 0.316, 0.847, 0.006,91, 89, 63,123,64,59,1,0,0,508704,476146,1660,
L_00000259,60,1,3600,1,1,1499.000, 1499.000, 0.000, 1499.000, 1497.000,0.161, 0.113, 0.148, 0.018, 0.119, 0.003,13, 13, 1,3,3,0,2,0,0,80376,73453,1472,
L_00000260,60,1,3600,1,1,1670.000, 1670.000, 0.000, 1670.000, 1663.000,0.147, 0.100, 0.134, 0.020, 0.103, 0.003,14, 14, 1,3,3,0,2,0,0,63776,58690,929,
L_00000261,60,1,3600,1,1,1793.000, 1793.000, 0.000, 1805.000, 1777.000,203.910, 0.112, 197.210, 22.530, 83.994, 0.150,2922, 2909, 1932,3839,2052,1787,119,0,1,38771032,33620751,3042,
L_00000262,60,1,3600,1,1,1672.000, 1672.000, 0.000, 1677.000, 1666.000,0.458, 0.105, 0.440, 0.073, 0.283, 0.004,33, 33, 15,31,16,15,1,0,0,175741,164377,1365,
L_00000263,60,1,3600,1,1,1614.000, 1614.000, 0.000, 1617.000, 1602.000,0.216, 0.108, 0.202, 0.032, 0.156, 0.004,17, 17, 3,7,4,3,1,0,0,107666,98476,1549,
L_00000264,60,1,3600,1,1,1637.000, 1637.000, 0.000, 1637.000, 1627.000,0.231, 0.079, 0.219, 0.026, 0.178, 0.003,12, 12, 1,3,3,0,2,0,0,100982,92078,1564,
L_00000265,60,1,3600,1,1,1813.000, 1813.000, 0.000, 1814.000, 1799.000,0.463, 0.121, 0.448, 0.075, 0.302, 0.003,30, 30, 11,23,12,11,1,0,0,185923,173641,1561,
L_00000266,60,1,3600,1,1,1859.000, 1859.000, 0.000, 1859.000, 1849.000,0.148, 0.087, 0.136, 0.023, 0.100, 0.003,17, 17, 1,3,3,0,2,0,0,75808,67389,1245,
L_00000267,60,1,3600,1,1,1615.000, 1615.000, 0.000, 1616.000, 1603.000,0.140, 0.076, 0.125, 0.019, 0.093, 0.004,13, 13, 2,5,3,2,1,0,0,59695,54263,1286,
L_00000268,60,1,3600,1,1,1727.000, 1727.000, 0.000, 1727.000, 1726.000,0.154, 0.092, 0.141, 0.019, 0.108, 0.003,13, 13, 1,3,3,0,2,0,0,68475,62867,1532,
L_00000269,60,1,3600,1,1,1794.000, 1794.000, 0.000, 1794.000, 1778.000,0.239, 0.141, 0.225, 0.030, 0.184, 0.006,15, 15, 1,3,3,0,2,0,0,110864,100741,2269,
