instName, numOfJobs, numOfThreads, timeLimit, feasible, optimal, globalUB, globalLB, gap,rootUB, rootLB, timeCost, timeOnRoot, timeOnCG, timeOnRMP, timeOnPP, timeOnHeuristics, cntRMPCall, cntPPCall, cntHeuristicsCall, numOfNodes, numOfNodesSolved, numOfNodesRemained, numOfNodesPrunedByInfeasible, numOfNodesPrunedByBound, numOfNodesPrunedByOptimal, numOfLabels, numOfLabelsPrunedByLb, numOfLabelsDominated
L_00000034,10,1,3600,1,1,182.000, 182.000, 0.000, 182.000, 182.000,0.007, 0.003, 0.003, 0.002, 0.001, 0.000,1, 1, 0,1,1,0,0,0,1,10,10,0,
L_00000035,10,1,3600,1,1,320.000, 320.000, 0.000, 325.000, 310.000,0.023, 0.004, 0.004, 0.005, 0.001, 0.002,4, 4, 1,3,3,0,1,0,1,375,292,0,
L_00000036,10,1,3600,1,1,265.000, 265.000, 0.000, 265.000, 250.000,0.024, 0.004, 0.005, 0.001, 0.002, 0.002,4, 4, 1,3,3,0,1,1,0,179,132,0,
L_00000037,10,1,3600,1,1,269.000, 269.000, 0.000, 269.000, 254.000,0.021, 0.004, 0.004, 0.003, 0.001, 0.002,4, 4, 1,3,3,0,1,1,0,146,107,0,
L_00000038,10,1,3600,1,1,229.000, 229.000, 0.000, 229.000, 208.000,0.021, 0.004, 0.004, 0.000, 0.002, 0.002,4, 4, 1,3,3,0,1,1,0,479,358,0,
L_00000039,10,1,3600,1,1,301.000, 301.000, 0.000, 308.000, 290.000,0.023, 0.005, 0.006, 0.002, 0.001, 0.002,4, 4, 1,3,3,0,1,0,1,176,129,0,
L_00000040,10,1,3600,1,1,253.000, 253.000, 0.000, 253.000, 237.000,0.027, 0.004, 0.005, 0.005, 0.001, 0.003,4, 4, 1,3,3,0,1,1,0,174,126,0,
L_00000041,10,1,3600,1,1,287.000, 287.000, 0.000, 292.000, 274.000,0.027, 0.007, 0.009, 0.001, 0.002, 0.002,4, 4, 1,3,3,0,1,0,1,286,220,0,
L_00000042,10,1,3600,1,1,311.000, 311.000, 0.000, 311.000, 301.000,0.021, 0.004, 0.004, 0.000, 0.002, 0.002,4, 4, 1,3,3,0,1,1,0,177,131,0,
L_00000043,10,1,3600,1,1,236.000, 236.000, 0.000, 245.000, 218.000,0.022, 0.004, 0.005, 0.004, 0.001, 0.002,4, 4, 1,3,3,0,1,0,1,141,104,0,
L_00000044,10,1,3600,1,1,302.000, 302.000, 0.000, 304.000, 291.000,0.024, 0.005, 0.005, 0.002, 0.002, 0.002,4, 4, 1,3,3,0,1,0,1,458,337,0,
L_00000045,10,1,3600,1,1,262.000, 262.000, 0.000, 266.000, 247.000,0.022, 0.005, 0.005, 0.003, 0.001, 0.002,4, 4, 1,3,3,0,1,0,1,204,141,0,
L_00000046,10,1,3600,1,1,171.000, 171.000, 0.000, 171.000, 171.000,0.006, 0.003, 0.003, 0.000, 0.001, 0.000,1, 1, 0,1,1,0,0,0,1,10,10,0,
L_00000047,10,1,3600,1,1,189.000, 189.000, 0.000, 189.000, 189.000,0.008, 0.006, 0.006, 0.000, 0.001, 0.000,1, 1, 0,1,1,0,0,0,1,10,10,0,
L_00000048,10,1,3600,1,1,310.000, 310.000, 0.000, 315.000, 299.000,0.024, 0.004, 0.005, 0.001, 0.001, 0.002,5, 5, 1,3,3,0,1,0,1,641,476,0,
L_00000049,10,1,3600,1,1,274.000, 274.000, 0.000, 277.000, 260.000,0.022, 0.004, 0.005, 0.002, 0.002, 0.002,4, 4, 1,3,3,0,1,0,1,465,367,0,
L_00000050,20,1,3600,1,1,468.000, 468.000, 0.000, 468.000, 451.000,0.024, 0.005, 0.005, 0.002, 0.003, 0.002,4, 4, 1,3,3,0,1,1,0,1332,1104,0,
L_00000051,20,1,3600,1,1,315.000, 315.000, 0.000, 315.000, 305.000,0.029, 0.010, 0.011, 0.005, 0.006, 0.002,4, 4, 1,3,3,0,1,1,0,3363,2794,0,
L_00000052,20,1,3600,1,1,445.000, 445.000, 0.000, 445.000, 425.000,0.406, 0.007, 0.212, 0.091, 0.046, 0.012,91, 91, 36,73,73,0,3,34,0,30717,25764,0,
L_00000053,20,1,3600,1,1,572.000, 572.000, 0.000, 576.000, 566.000,0.037, 0.009, 0.011, 0.004, 0.005, 0.002,7, 7, 2,5,4,1,1,0,1,2852,2416,0,
L_00000054,20,1,3600,1,1,519.000, 519.000, 0.000, 519.000, 507.000,0.037, 0.012, 0.015, 0.004, 0.007, 0.002,9, 9, 1,3,3,0,1,1,0,6579,5703,0,
L_00000055,20,1,3600,1,1,540.000, 540.000, 0.000, 540.000, 530.000,0.033, 0.009, 0.011, 0.004, 0.006, 0.002,7, 7, 1,3,3,0,1,1,0,6092,5011,0,
L_00000056,20,1,3600,1,1,484.000, 484.000, 0.000, 484.000, 469.000,0.035, 0.009, 0.013, 0.002, 0.008, 0.003,8, 8, 1,3,3,0,1,1,0,9195,7675,0,
L_00000057,20,1,3600,1,1,673.000, 673.000, 0.000, 673.000, 654.000,0.279, 0.009, 0.096, 0.038, 0.013, 0.012,93, 93, 40,81,81,0,3,38,0,16872,14627,0,
L_00000058,20,1,3600,1,1,545.000, 545.000, 0.000, 547.000, 536.000,0.036, 0.009, 0.013, 0.004, 0.005, 0.003,10, 10, 2,5,4,1,1,0,1,3666,3101,0,
L_00000059,20,1,3600,1,1,524.000, 524.000, 0.000, 524.000, 513.000,0.033, 0.009, 0.013, 0.005, 0.006, 0.003,7, 7, 1,3,3,0,1,1,0,7935,6856,0,
L_00000060,20,1,3600,1,1,552.000, 552.000, 0.000, 552.000, 544.000,0.028, 0.009, 0.011, 0.003, 0.005, 0.003,7, 7, 1,3,3,0,1,1,0,3300,2729,0,
L_00000061,20,1,3600,1,1,549.000, 549.000, 0.000, 549.000, 540.000,0.030, 0.010, 0.012, 0.003, 0.005, 0.002,6, 6, 1,3,3,0,1,1,0,5503,4724,0,
L_00000062,20,1,3600,1,1,567.000, 567.000, 0.000, 569.000, 560.000,0.040, 0.014, 0.018, 0.008, 0.004, 0.002,10, 10, 2,5,4,1,1,0,1,4588,3881,0,
L_00000063,20,1,3600,1,1,525.000, 525.000, 0.000, 549.000, 514.000,0.035, 0.009, 0.014, 0.002, 0.007, 0.003,10, 10, 2,5,4,1,1,0,1,7356,6141,0,
L_00000064,20,1,3600,1,1,624.000, 624.000, 0.000, 624.000, 623.000,0.029, 0.009, 0.011, 0.005, 0.005, 0.003,7, 7, 1,3,3,0,1,1,0,2941,2506,0,
L_00000065,20,1,3600,1,1,551.000, 551.000, 0.000, 551.000, 543.000,0.028, 0.009, 0.010, 0.003, 0.003, 0.002,5, 5, 1,3,3,0,1,1,0,2271,1896,0,
L_00000066,20,1,3600,1,1,555.000, 555.000, 0.000, 557.000, 547.000,0.036, 0.009, 0.012, 0.004, 0.004, 0.003,8, 8, 2,5,4,1,1,0,1,2987,2532,0,
L_00000067,20,1,3600,1,1,588.000, 588.000, 0.000, 589.000, 583.000,0.043, 0.012, 0.014, 0.006, 0.005, 0.003,8, 8, 2,5,4,1,1,0,1,4005,3298,0,
L_00000068,20,1,3600,1,1,402.000, 402.000, 0.000, 402.000, 401.000,0.028, 0.008, 0.009, 0.004, 0.003, 0.004,4, 4, 1,3,3,0,1,1,0,1118,949,0,
L_00000069,20,1,3600,1,1,359.000, 359.000, 0.000, 359.000, 353.000,0.035, 0.009, 0.010, 0.002, 0.004, 0.008,4, 4, 1,3,3,0,1,1,0,2801,2340,0,
L_00000070,20,1,3600,1,1,511.000, 511.000, 0.000, 511.000, 499.000,0.032, 0.010, 0.013, 0.005, 0.003, 0.004,7, 7, 1,3,3,0,1,1,0,3902,3372,0,
L_00000071,20,1,3600,1,1,516.000, 516.000, 0.000, 517.000, 504.000,0.029, 0.010, 0.012, 0.003, 0.006, 0.003,6, 6, 1,3,3,0,1,0,1,4155,3524,0,
L_00000072,20,1,3600,1,1,492.000, 492.000, 0.000, 495.000, 478.000,0.073, 0.009, 0.028, 0.008, 0.016, 0.003,20, 20, 7,15,9,6,1,0,1,15809,13620,0,
L_00000073,20,1,3600,1,1,555.000, 555.000, 0.000, 555.000, 547.000,0.031, 0.011, 0.013, 0.004, 0.008, 0.003,9, 9, 1,3,3,0,1,1,0,4512,3796,0,
L_00000074,20,1,3600,1,1,588.000, 588.000, 0.000, 589.000, 583.000,0.039, 0.009, 0.013, 0.005, 0.004, 0.003,9, 9, 3,7,4,3,1,0,0,5295,4498,0,
L_00000075,20,1,3600,1,1,500.000, 500.000, 0.000, 502.000, 486.000,0.733, 0.008, 0.644, 0.210, 0.067, 0.022,328, 328, 145,291,282,9,12,124,1,90674,75285,0,
L_00000076,20,1,3600,1,1,453.000, 453.000, 0.000, 453.000, 434.000,1.094, 0.011, 1.002, 0.495, 0.050, 0.019,434, 434, 200,401,401,0,14,187,0,82273,67975,0,
L_00000077,20,1,3600,1,1,530.000, 530.000, 0.000, 530.000, 519.000,0.025, 0.008, 0.011, 0.003, 0.006, 0.003,7, 7, 1,3,3,0,1,1,0,4290,3673,0,
L_00000078,20,1,3600,1,1,614.000, 614.000, 0.000, 615.000, 612.000,0.027, 0.010, 0.013, 0.002, 0.004, 0.004,8, 8, 4,9,6,3,1,0,1,4004,3386,0,
L_00000079,20,1,3600,1,1,595.000, 595.000, 0.000, 595.000, 591.000,0.023, 0.009, 0.010, 0.002, 0.004, 0.003,5, 5, 1,3,3,0,1,1,0,2300,1896,0,
L_00000080,20,1,3600,1,1,527.000, 527.000, 0.000, 528.000, 516.000,0.024, 0.010, 0.011, 0.003, 0.003, 0.003,7, 7, 2,5,3,2,1,0,0,3254,2753,0,
L_00000081,20,1,3600,1,1,543.000, 543.000, 0.000, 544.000, 534.000,0.054, 0.010, 0.041, 0.019, 0.013, 0.003,33, 33, 10,21,12,9,1,0,1,24479,20724,0,
L_00000082,20,1,3600,1,1,619.000, 619.000, 0.000, 619.000, 617.000,0.025, 0.010, 0.011, 0.002, 0.005, 0.003,9, 9, 1,3,3,0,1,1,0,4727,4053,0,
L_00000083,20,1,3600,1,1,518.000, 518.000, 0.000, 518.000, 506.000,0.025, 0.009, 0.013, 0.003, 0.005, 0.003,9, 9, 1,3,3,0,1,1,0,5730,4787,0,
L_00000084,20,1,3600,1,1,537.000, 537.000, 0.000, 537.000, 527.000,0.023, 0.008, 0.009, 0.003, 0.004, 0.003,6, 6, 1,3,3,0,1,1,0,3412,2801,0,
L_00000085,20,1,3600,1,1,480.000, 480.000, 0.000, 481.000, 464.000,0.143, 0.011, 0.129, 0.038, 0.028, 0.003,93, 93, 38,77,72,5,3,30,1,41467,34327,0,
L_00000086,20,1,3600,1,1,517.000, 517.000, 0.000, 517.000, 505.000,0.024, 0.010, 0.011, 0.003, 0.004, 0.003,5, 5, 1,3,3,0,1,1,0,2294,1976,0,
L_00000087,20,1,3600,1,1,449.000, 449.000, 0.000, 452.000, 429.000,0.429, 0.009, 0.351, 0.141, 0.112, 0.005,158, 158, 64,129,108,21,4,40,0,150234,128250,0,
L_00000088,20,1,3600,1,1,594.000, 594.000, 0.000, 594.000, 590.000,0.027, 0.012, 0.015, 0.005, 0.005, 0.003,9, 9, 1,3,3,0,1,1,0,4820,4071,0,
L_00000089,20,1,3600,1,1,615.000, 615.000, 0.000, 615.000, 613.000,0.025, 0.011, 0.013, 0.003, 0.005, 0.002,9, 9, 1,3,3,0,1,1,0,6319,5230,0,
L_00000090,20,1,3600,1,1,512.000, 512.000, 0.000, 512.000, 500.000,0.026, 0.010, 0.012, 0.002, 0.005, 0.002,6, 6, 1,3,3,0,1,1,0,2792,2405,0,
L_00000091,20,1,3600,1,1,516.000, 516.000, 0.000, 516.000, 504.000,0.025, 0.010, 0.014, 0.002, 0.006, 0.002,8, 8, 1,3,3,0,1,1,0,5909,4948,0,
L_00000092,20,1,3600,1,1,538.000, 538.000, 0.000, 538.000, 528.000,0.023, 0.010, 0.011, 0.002, 0.004, 0.002,5, 5, 1,3,3,0,1,1,0,2105,1780,0,
L_00000093,20,1,3600,1,1,516.000, 516.000, 0.000, 517.000, 504.000,0.134, 0.010, 0.120, 0.038, 0.015, 0.002,104, 104, 44,89,76,13,3,28,1,23227,19127,0,
L_00000094,20,1,3600,1,1,615.000, 615.000, 0.000, 618.000, 613.000,0.022, 0.009, 0.011, 0.003, 0.004, 0.003,6, 6, 1,3,3,0,1,0,1,2489,2078,0,
L_00000095,20,1,3600,1,1,672.000, 672.000, 0.000, 674.000, 654.000,0.039, 0.010, 0.027, 0.011, 0.011, 0.002,15, 15, 4,9,5,4,1,0,0,16074,13451,0,
L_00000096,20,1,3600,1,1,580.000, 580.000, 0.000, 580.000, 574.000,0.022, 0.010, 0.012, 0.003, 0.003, 0.003,6, 6, 1,3,3,0,1,1,0,2790,2295,0,
L_00000097,20,1,3600,1,1,723.000, 723.000, 0.000, 723.000, 710.000,0.026, 0.010, 0.015, 0.007, 0.005, 0.002,11, 11, 1,3,3,0,1,1,0,8657,7373,0,
L_00000098,20,1,3600,1,1,633.000, 633.000, 0.000, 633.000, 633.000,0.021, 0.010, 0.010, 0.002, 0.004, 0.002,3, 3, 1,3,1,2,0,0,0,2502,2081,0,
L_00000099,20,1,3600,1,1,451.000, 451.000, 0.000, 451.000, 433.000,0.027, 0.009, 0.016, 0.006, 0.006, 0.002,10, 10, 1,3,3,0,1,1,0,9551,8113,0,
L_00000100,30,1,3600,1,1,858.000, 858.000, 0.000, 858.000, 858.000,0.024, 0.013, 0.013, 0.002, 0.006, 0.003,4, 4, 1,3,1,2,0,0,0,4783,4202,0,
L_00000101,30,1,3600,1,1,855.000, 855.000, 0.000, 855.000, 855.000,0.027, 0.016, 0.016, 0.003, 0.009, 0.002,6, 6, 1,3,1,2,0,0,0,8894,7911,0,
L_00000102,30,1,3600,1,1,936.000, 936.000, 0.000, 937.000, 922.000,0.035, 0.016, 0.021, 0.009, 0.008, 0.003,9, 9, 2,5,3,2,1,0,0,11352,9927,0,
L_00000103,30,1,3600,1,1,893.000, 893.000, 0.000, 899.000, 875.000,0.402, 0.014, 0.355, 0.133, 0.110, 0.005,110, 110, 61,123,74,49,1,11,1,129574,114392,0,
L_00000104,30,1,3600,1,1,726.000, 726.000, 0.000, 727.000, 713.000,0.058, 0.017, 0.027, 0.006, 0.018, 0.002,7, 7, 2,5,3,2,1,0,0,18355,16444,0,
L_00000105,30,1,3600,1,1,834.000, 834.000, 0.000, 834.000, 832.000,0.036, 0.016, 0.019, 0.003, 0.007, 0.003,7, 7, 1,3,3,0,1,1,0,6277,5594,0,
L_00000106,30,1,3600,1,1,843.000, 843.000, 0.000, 843.000, 842.000,0.029, 0.016, 0.019, 0.003, 0.009, 0.003,9, 9, 1,3,3,0,1,1,0,10026,8788,0,
L_00000107,30,1,3600,1,1,933.000, 933.000, 0.000, 943.000, 919.000,0.058, 0.018, 0.044, 0.011, 0.024, 0.003,15, 15, 6,13,8,5,1,0,1,29062,25870,0,
L_00000108,30,1,3600,1,1,805.000, 805.000, 0.000, 808.000, 800.000,0.038, 0.019, 0.027, 0.008, 0.013, 0.003,8, 8, 2,5,3,2,1,0,0,13132,11658,0,
L_00000109,30,1,3600,1,1,897.000, 897.000, 0.000, 907.000, 879.000,0.046, 0.016, 0.035, 0.009, 0.022, 0.003,11, 11, 2,5,3,2,1,0,0,20855,18296,0,
L_00000110,30,1,3600,1,1,783.000, 783.000, 0.000, 784.000, 776.000,0.040, 0.024, 0.029, 0.007, 0.017, 0.003,11, 11, 2,5,3,2,1,0,0,19639,17559,0,
L_00000111,30,1,3600,1,1,807.000, 807.000, 0.000, 808.000, 802.000,0.054, 0.032, 0.044, 0.008, 0.029, 0.003,14, 14, 5,11,6,5,1,0,0,30955,27874,0,
L_00000112,30,1,3600,1,1,758.000, 758.000, 0.000, 758.000, 748.000,0.033, 0.015, 0.024, 0.004, 0.013, 0.003,9, 9, 1,3,3,0,1,1,0,10809,9643,0,
L_00000113,30,1,3600,1,1,782.000, 782.000, 0.000, 782.000, 775.000,0.027, 0.012, 0.017, 0.005, 0.007, 0.003,7, 7, 1,3,3,0,1,1,0,6201,5441,0,
L_00000114,30,1,3600,1,1,987.000, 987.000, 0.000, 988.000, 978.000,0.583, 0.019, 0.526, 0.167, 0.113, 0.015,197, 197, 101,203,164,39,3,59,1,112267,99103,0,
L_00000115,30,1,3600,1,1,813.000, 813.000, 0.000, 814.000, 809.000,0.038, 0.018, 0.026, 0.006, 0.014, 0.004,11, 11, 2,5,3,2,1,0,0,13253,11664,0,
L_00000116,30,1,3600,1,1,784.000, 784.000, 0.000, 785.000, 777.000,0.047, 0.017, 0.035, 0.007, 0.019, 0.003,14, 14, 4,9,5,4,1,0,0,19384,17283,0,
L_00000117,30,1,3600,1,1,900.000, 900.000, 0.000, 900.000, 882.000,0.048, 0.014, 0.035, 0.010, 0.019, 0.004,11, 11, 1,3,3,0,1,1,0,20565,17950,0,
L_00000118,30,1,3600,1,1,850.000, 850.000, 0.000, 850.000, 849.000,0.031, 0.014, 0.018, 0.004, 0.008, 0.004,7, 7, 1,3,3,0,1,1,0,9628,8572,0,
L_00000119,30,1,3600,1,1,932.000, 932.000, 0.000, 936.000, 918.000,2.534, 0.016, 2.453, 0.658, 0.087, 0.016,717, 717, 356,713,685,28,18,311,0,87007,78283,0,
L_00000120,30,1,3600,1,1,1079.000, 1079.000, 0.000, 1103.000, 1079.000,0.039, 0.020, 0.028, 0.010, 0.013, 0.004,11, 11, 3,7,4,3,1,0,0,13800,12092,0,
L_00000121,30,1,3600,1,1,817.000, 817.000, 0.000, 818.000, 813.000,0.044, 0.025, 0.028, 0.003, 0.018, 0.004,8, 8, 3,7,4,3,1,0,0,22371,19727,0,
L_00000122,30,1,3600,1,1,743.000, 743.000, 0.000, 743.000, 732.000,0.041, 0.018, 0.031, 0.006, 0.018, 0.004,11, 11, 1,3,3,0,1,1,0,16825,15268,0,
L_00000123,30,1,3600,1,1,810.000, 810.000, 0.000, 810.000, 805.000,0.037, 0.017, 0.025, 0.008, 0.012, 0.004,12, 12, 1,3,3,0,1,1,0,12759,11274,0,
L_00000124,30,1,3600,1,1,809.000, 809.000, 0.000, 809.000, 804.000,0.029, 0.016, 0.018, 0.004, 0.008, 0.004,6, 6, 1,3,3,0,1,1,0,5731,5020,0,
L_00000125,30,1,3600,1,1,847.000, 847.000, 0.000, 847.000, 846.000,0.030, 0.015, 0.018, 0.007, 0.007, 0.004,9, 9, 1,3,3,0,1,1,0,8645,7502,0,
L_00000126,30,1,3600,1,1,811.000, 811.000, 0.000, 811.000, 807.000,0.040, 0.023, 0.029, 0.008, 0.015, 0.004,11, 11, 1,3,3,0,1,1,0,20429,17566,0,
L_00000127,30,1,3600,1,1,915.000, 915.000, 0.000, 918.000, 899.000,0.474, 0.016, 0.394, 0.267, 0.046, 0.062,172, 172, 83,167,160,7,4,73,0,44652,40438,0,
L_00000128,30,1,3600,1,1,823.000, 823.000, 0.000, 823.000, 820.000,0.041, 0.024, 0.030, 0.008, 0.017, 0.004,10, 10, 1,3,3,0,1,1,0,16899,15139,0,
L_00000129,30,1,3600,1,1,828.000, 828.000, 0.000, 830.000, 825.000,0.045, 0.018, 0.029, 0.008, 0.016, 0.004,10, 10, 3,7,5,2,1,0,1,14214,12469,0,
L_00000130,30,1,3600,1,1,833.000, 833.000, 0.000, 833.000, 831.000,0.034, 0.018, 0.023, 0.005, 0.011, 0.004,8, 8, 1,3,3,0,1,1,0,12970,11569,0,
L_00000131,30,1,3600,1,1,1044.000, 1044.000, 0.000, 1050.000, 1041.000,0.049, 0.016, 0.030, 0.010, 0.013, 0.003,16, 16, 6,13,7,6,1,0,0,14831,13132,0,
L_00000132,30,1,3600,1,1,850.000, 850.000, 0.000, 853.000, 849.000,0.043, 0.027, 0.031, 0.006, 0.019, 0.004,7, 7, 2,5,3,2,1,0,0,21342,18087,0,
L_00000133,30,1,3600,1,1,820.000, 820.000, 0.000, 820.000, 816.000,0.038, 0.022, 0.026, 0.005, 0.017, 0.004,7, 7, 1,3,3,0,1,1,0,18030,15115,0,
L_00000134,30,1,3600,1,1,886.000, 886.000, 0.000, 893.000, 867.000,0.413, 0.018, 0.371, 0.143, 0.139, 0.006,83, 83, 48,97,54,43,1,5,0,163815,146554,0,
L_00000135,30,1,3600,1,1,961.000, 961.000, 0.000, 963.000, 950.000,0.081, 0.020, 0.068, 0.017, 0.034, 0.003,26, 26, 13,27,14,13,1,0,0,41226,37050,0,
L_00000136,30,1,3600,1,1,832.000, 832.000, 0.000, 832.000, 830.000,0.031, 0.013, 0.019, 0.008, 0.008, 0.004,8, 8, 1,3,3,0,1,1,0,9741,8622,0,
